CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,ACTA_CASILLA-MEC,URNA_ELECTRONICA,PAN,PRI,PRD,PVEM,PT,MC,MORENA,PNAM,PES,MAS,PROGRESA,RSPM,PAN_PRI_PRD_RSPM,PAN_PRI_PRD,PAN_PRI_RSPM,PAN_PRD_RSPM,PRI_PRD_RSPM,PAN_PRI,PAN_PRD,PAN_RSPM,PRI_PRD,PRI_RSPM,PRD_RSPM,PT_PVEM_MORENA_PNAM_PES_MAS,PT_PVEM_MORENA_PNAM_PES,PT_PVEM_MORENA_PNAM_MAS,PT_PVEM_MORENA_PES_MAS,PT_PVEM_PNAM_PES_MAS,PT_MORENA_PNAM_PES_MAS,PVEM_MORENA_PNAM_PES_MAS,PT_PVEM_MORENA_PNAM,PT_PVEM_MORENA_PES,PT_PVEM_MORENA_MAS,PT_PVEM_PNAM_PES,PT_PVEM_PNAM_MAS,PT_PVEM_PES_MAS,PT_MORENA_PNAM_PES,PT_MORENA_PNAM_MAS,PT_MORENA_PES_MAS,PT_PNAM_PES_MAS,PVEM_MORENA_PNAM_PES,PVEM_MORENA_PNAM_MAS,PVEM_MORENA_PES_MAS,PVEM_PNAM_PES_MAS,MORENA_PNAM_PES_MAS,PT_PVEM_MORENA,PT_PVEM_PNAM,PT_PVEM_PES,PT_PVEM_MAS,PT_MORENA_PNAM,PT_MORENA_PES,PT_MORENA_MAS,PT_PNAM_PES,PT_PNAM_MAS,PT_PES_MAS,PVEM_MORENA_PNAM,PVEM_MORENA_PES,PVEM_MORENA_MAS,PVEM_PNAM_PES,PVEM_PNAM_MAS,PVEM_PES_MAS,MORENA_PNAM_PES,MORENA_PNAM_MAS,MORENA_PES_MAS,PNAM_PES_MAS,PT_PVEM,PT_MORENA,PT_PNAM,PT_PES,PT_MAS,PVEM_MORENA,PVEM_PNAM,PVEM_PES,PVEM_MAS,MORENA_PNAM,MORENA_PES,MORENA_MAS,PNAM_PES,PNAM_MAS,PES_MAS,MC_PROGRESA,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,188,C,4,0,C04,0,92,20,7,10,11,77,114,3,3,0,16,3,3,6,1,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,384,2,9,395,672,Acta del consejo,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,188,C,5,0,C05,0,66,27,4,16,13,54,124,5,0,1,11,6,2,5,0,0,0,1,1,0,0,0,0,7,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,356,1,9,366,672,Acta casilla,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,189,B,1,0,B,0,71,24,6,12,9,62,83,2,0,0,10,0,2,3,1,0,0,4,0,1,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,306,0,10,316,574,Acta casilla,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,189,C,1,0,C01,0,81,16,4,9,15,56,123,3,0,2,7,4,0,5,0,0,0,1,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,344,1,14,359,573,Acta casilla,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,189,C,2,0,C02,0,69,13,5,10,13,64,109,3,0,4,7,2,3,7,0,0,0,3,0,0,0,0,1,4,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,2,337,2,23,362,573,Acta casilla,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,190,B,1,0,B,0,79,18,6,8,9,81,124,1,1,0,11,4,4,7,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,1,0,0,0,0,2,370,0,11,381,649,Acta casilla,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,190,C,1,0,C01,0,69,28,8,8,14,78,130,3,1,0,15,5,4,2,1,0,0,0,0,0,1,0,0,0,4,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,1,391,0,11,402,649,Acta casilla,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,190,C,2,0,C02,0,60,13,4,12,13,65,138,2,2,0,15,3,4,5,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,3,358,1,9,368,649,Acta casilla,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,190,C,3,0,C03,0,74,7,8,13,11,74,145,4,1,1,12,2,3,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2,380,0,5,385,649,Acta casilla,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,190,C,4,0,C04,0,80,19,17,9,11,66,128,5,1,1,4,1,7,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,4,1,1,0,0,0,0,377,0,24,401,648,Acta casilla,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,204,B,1,0,B,0,97,20,10,9,12,83,162,5,3,1,10,3,1,1,0,0,0,1,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,427,0,8,435,704,Acta casilla,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,204,C,1,0,C01,0,108,26,6,8,14,70,154,6,4,0,15,4,27,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,468,0,3,471,704,Acta casilla,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,204,C,2,0,C02,0,107,31,6,12,12,79,158,1,4,1,16,2,1,9,0,0,1,1,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,3,458,0,16,474,704,Acta del consejo,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,205,B,1,0,B,0,110,17,10,9,14,76,144,1,1,2,15,5,0,10,0,0,0,2,1,0,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,4,435,0,14,449,718,Acta casilla,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,205,C,1,0,C01,0,104,46,6,7,18,86,137,1,0,2,20,6,7,11,0,0,0,1,1,0,0,0,0,4,5,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,0,1,0,0,0,0,0,3,482,1,17,500,718,Acta casilla,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,205,C,2,0,C02,0,115,28,3,19,9,72,130,2,2,3,6,5,7,6,0,0,0,1,0,1,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,5,436,0,14,450,717,Acta casilla,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,205,C,3,0,C03,0,98,19,11,9,15,81,160,3,3,3,10,6,1,9,0,0,0,2,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,4,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,1,0,1,0,1,0,0,0,0,0,0,455,0,15,470,717,Acta casilla,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,206,B,1,0,B,0,91,21,4,10,17,54,126,3,1,3,4,5,3,4,0,0,0,2,1,0,0,0,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358,0,13,371,592,Acta casilla,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,206,C,1,0,C01,0,69,31,13,13,8,65,146,1,3,6,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372,0,6,378,592,Acta casilla,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,206,C,2,0,C02,0,75,23,4,8,14,58,144,2,0,1,7,2,1,5,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,367,0,0,367,592,Acta casilla,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,207,B,1,0,B,0,108,31,5,12,8,51,120,1,0,0,14,4,4,2,0,0,0,2,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,3,1,0,0,1,0,0,0,1,1,0,0,0,0,1,386,1,13,400,691,Acta del consejo,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,207,C,1,0,C01,0,112,34,0,5,14,66,123,3,3,5,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,9,426,0,0,426,691,Acta casilla,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,207,C,2,0,C02,0,118,25,6,9,18,62,105,2,3,1,9,4,3,8,0,0,0,1,2,0,0,0,0,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,4,392,0,12,404,691,Acta del consejo,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,207,C,3,0,C03,0,149,29,5,13,12,60,96,1,1,6,12,5,0,10,0,0,0,3,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,2,0,0,0,2,0,0,0,0,0,0,0,0,0,3,421,0,15,436,691,Acta casilla,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,208,B,1,0,B,0,135,30,7,14,6,54,151,7,2,2,12,6,6,6,0,0,0,1,0,0,0,0,0,4,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,463,0,0,463,716,Acta casilla,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,208,C,1,0,C01,0,112,15,6,16,14,65,129,15,1,2,14,5,4,4,1,0,0,2,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,428,0,10,438,715,Acta del consejo,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,208,C,2,0,C02,0,79,17,6,17,14,81,167,5,4,2,12,4,1,7,1,0,0,0,0,0,0,0,1,6,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,440,0,7,447,715,Acta casilla,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,208,C,3,0,C03,0,108,23,10,21,16,55,124,10,0,4,7,4,1,4,0,0,0,2,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,405,0,5,410,715,Acta del consejo,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,210,B,1,0,B,0,208,25,8,12,11,58,104,1,0,6,8,4,10,13,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,0,0,0,1,0,0,0,0,0,1,482,0,10,492,697,Acta casilla,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,210,C,1,0,C01,0,213,40,6,6,11,40,115,1,1,1,5,3,5,9,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,466,0,0,466,697,Acta casilla,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,211,B,1,0,B,0,174,22,11,11,7,31,74,3,2,0,4,0,0,8,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,359,7,1,367,551,Acta casilla,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,211,C,1,0,C01,0,180,24,12,6,7,33,88,2,1,1,4,2,3,8,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,385,2,10,397,551,Acta casilla,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,212,B,1,0,B,0,60,37,6,4,9,59,70,1,0,1,5,4,3,5,0,0,0,5,0,1,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,283,8,10,301,502,Acta levantada en consejo,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,212,C,1,0,C01,0,66,24,3,6,11,59,81,1,1,1,9,6,4,8,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,0,0,0,2,0,0,0,1,2,0,0,0,1,0,301,7,8,316,501,Acta del consejo,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,212,C,2,0,C02,0,50,17,4,8,7,54,79,0,1,2,11,5,7,2,0,0,0,1,2,0,0,0,0,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,263,8,8,279,501,Acta casilla,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,213,B,1,0,B,0,63,32,11,10,10,69,126,3,0,0,11,1,0,2,3,0,0,2,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1,355,1,7,363,622,Acta casilla,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,213,C,1,0,C01,0,74,27,7,7,19,55,107,5,5,1,11,2,5,3,0,0,0,2,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,341,0,12,353,622,Acta casilla,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,213,C,2,0,C02,0,66,29,14,11,6,53,118,3,0,1,10,3,5,4,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,7,347,0,12,359,621,Acta casilla,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,214,B,1,0,B,0,99,30,10,10,10,76,133,4,1,0,4,6,2,7,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,410,0,6,416,642,Acta del consejo,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,214,C,1,0,C01,0,97,39,7,6,16,56,128,0,7,0,10,5,4,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,6,402,0,10,412,641,Acta casilla,,,
