CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,ACTA_CASILLA-MEC,URNA_ELECTRONICA,PAN,PRI,PRD,PVEM,PT,MC,MORENA,PNAM,PES,MAS,PROGRESA,RSPM,PAN_PRI_PRD_RSPM,PAN_PRI_PRD,PAN_PRI_RSPM,PAN_PRD_RSPM,PRI_PRD_RSPM,PAN_PRI,PAN_PRD,PAN_RSPM,PRI_PRD,PRI_RSPM,PRD_RSPM,PT_PVEM_MORENA_PNAM_PES_MAS,PT_PVEM_MORENA_PNAM_PES,PT_PVEM_MORENA_PNAM_MAS,PT_PVEM_MORENA_PES_MAS,PT_PVEM_PNAM_PES_MAS,PT_MORENA_PNAM_PES_MAS,PVEM_MORENA_PNAM_PES_MAS,PT_PVEM_MORENA_PNAM,PT_PVEM_MORENA_PES,PT_PVEM_MORENA_MAS,PT_PVEM_PNAM_PES,PT_PVEM_PNAM_MAS,PT_PVEM_PES_MAS,PT_MORENA_PNAM_PES,PT_MORENA_PNAM_MAS,PT_MORENA_PES_MAS,PT_PNAM_PES_MAS,PVEM_MORENA_PNAM_PES,PVEM_MORENA_PNAM_MAS,PVEM_MORENA_PES_MAS,PVEM_PNAM_PES_MAS,MORENA_PNAM_PES_MAS,PT_PVEM_MORENA,PT_PVEM_PNAM,PT_PVEM_PES,PT_PVEM_MAS,PT_MORENA_PNAM,PT_MORENA_PES,PT_MORENA_MAS,PT_PNAM_PES,PT_PNAM_MAS,PT_PES_MAS,PVEM_MORENA_PNAM,PVEM_MORENA_PES,PVEM_MORENA_MAS,PVEM_PNAM_PES,PVEM_PNAM_MAS,PVEM_PES_MAS,MORENA_PNAM_PES,MORENA_PNAM_MAS,MORENA_PES_MAS,PNAM_PES_MAS,PT_PVEM,PT_MORENA,PT_PNAM,PT_PES,PT_MAS,PVEM_MORENA,PVEM_PNAM,PVEM_PES,PVEM_MAS,MORENA_PNAM,MORENA_PES,MORENA_MAS,PNAM_PES,PNAM_MAS,PES_MAS,MC_PROGRESA,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,223,C,1,0,C01,0,60,19,10,9,4,58,129,1,0,1,7,2,2,3,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,314,0,11,325,551,Acta casilla,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,224,B,1,0,B,0,57,21,7,11,19,72,158,6,1,7,13,6,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,396,0,0,396,731,Acta casilla,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,224,C,1,0,C01,0,51,17,10,17,10,69,160,2,0,4,9,5,0,3,1,0,0,1,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,378,0,13,391,731,Acta levantada en consejo,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,225,B,1,0,B,0,37,15,6,11,9,52,123,2,1,2,12,11,0,8,0,0,0,5,1,0,0,0,0,10,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,3,1,0,0,1,0,0,0,0,0,1,323,0,10,333,555,Acta casilla,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,225,C,1,0,C01,0,68,18,1,15,7,69,123,2,2,1,12,6,3,2,0,0,0,3,0,0,0,0,0,3,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,1,0,0,0,0,0,2,352,0,12,364,555,Acta casilla,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,226,B,1,0,B,0,67,11,2,10,9,51,139,1,0,5,11,2,0,3,0,0,0,0,0,0,6,0,0,3,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,331,0,23,354,575,Acta casilla,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,226,C,1,0,C01,0,60,16,6,11,5,66,134,0,3,9,14,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,352,1,6,359,575,Acta casilla,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,227,B,1,0,B,0,58,14,5,17,16,64,137,5,5,3,12,5,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,353,0,30,383,684,Acta casilla,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,227,C,1,0,C01,0,82,24,5,0,0,48,170,1,2,7,28,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375,0,0,375,683,Acta casilla,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,227,C,2,0,C02,0,66,19,7,19,9,70,149,2,1,1,12,9,3,0,0,0,0,3,1,0,0,0,0,4,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,5,0,0,0,4,0,0,0,1,0,0,0,0,0,5,402,0,11,413,683,Acta levantada en consejo,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,228,B,1,0,B,0,178,31,4,3,4,18,66,1,0,0,1,0,0,9,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,1,326,0,5,331,467,Acta casilla,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,228,C,1,0,C01,0,152,26,5,3,3,30,52,2,1,4,2,1,3,14,0,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,309,1,1,311,467,Acta casilla,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,229,B,1,0,B,0,136,11,3,2,14,38,78,2,0,0,8,2,6,1,1,0,0,2,0,0,0,0,0,3,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,322,0,7,329,470,Acta casilla,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,229,C,1,0,C01,0,125,18,11,8,8,37,78,4,1,1,3,3,2,8,0,0,0,1,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,322,0,0,322,469,Acta casilla,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,230,B,1,0,B,0,152,18,6,9,7,60,91,1,0,5,12,6,7,12,0,0,0,2,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,404,1,6,411,583,Acta casilla,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,230,C,1,0,C01,0,160,30,4,7,11,64,106,1,2,3,11,6,3,5,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417,0,11,428,582,Acta casilla,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,230,C,2,0,C02,0,165,28,8,2,6,48,96,3,2,2,10,2,5,5,0,0,0,2,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,394,0,5,399,582,Acta casilla,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,231,B,1,0,B,0,85,19,3,3,6,55,95,2,1,4,5,1,2,7,0,1,0,0,1,0,0,0,0,5,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,306,1,12,319,439,Acta levantada en consejo,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,231,C,1,0,C01,0,84,17,4,3,4,50,93,5,0,1,18,1,5,4,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,307,0,0,307,438,Acta casilla,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,232,B,1,0,B,0,105,26,7,15,8,62,102,3,0,5,7,2,0,2,0,0,0,0,0,1,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,3,360,0,11,371,556,Acta casilla,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,232,C,1,0,C01,0,107,24,10,10,8,56,100,2,2,1,12,4,6,2,0,0,0,3,0,0,0,0,0,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,1,0,0,0,0,3,373,0,12,385,556,Acta casilla,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,232,C,2,0,C02,0,120,30,8,10,10,50,103,6,1,2,8,1,5,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,1,0,0,0,2,370,0,11,381,555,Acta casilla,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,233,B,1,0,B,0,106,21,10,10,4,46,96,1,2,0,2,2,2,4,1,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,3,0,0,0,0,0,0,0,0,0,1,325,1,1,327,461,Acta levantada en consejo,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,233,C,1,0,C01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460,Acta casilla,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,248,B,1,0,B,0,220,30,10,7,8,56,110,4,2,4,8,3,2,8,3,0,0,4,7,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,510,0,5,515,731,Acta casilla,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,248,C,1,0,C01,0,192,53,7,0,12,48,127,6,1,5,13,0,4,11,0,0,0,3,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,1,0,0,1,1,0,1,0,0,0,1,499,0,1,500,730,Acta casilla,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,249,B,1,0,B,0,131,30,7,6,8,48,88,0,2,0,7,2,3,10,0,0,0,2,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,350,0,9,359,498,Acta casilla,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,250,B,1,0,B,0,201,32,9,9,4,26,86,2,0,2,0,2,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,389,0,5,394,573,Acta casilla,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,250,C,1,0,C01,0,222,32,5,33,5,3,76,0,0,0,0,0,12,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0,400,572,Acta casilla,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,251,B,1,0,B,0,175,24,12,5,7,25,42,1,0,2,3,0,0,8,0,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,315,1,8,324,423,Acta casilla,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,251,C,1,0,C01,0,159,23,5,5,5,23,44,2,0,0,5,0,5,6,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,3,6,302,422,Acta casilla,ANULADA,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,252,B,1,0,B,0,150,26,6,7,17,51,125,2,1,5,6,8,3,1,1,0,0,3,0,0,0,0,0,5,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,4,430,0,6,436,666,Acta casilla,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,252,C,1,0,C01,0,150,35,16,7,10,54,101,5,1,2,14,1,4,9,0,1,0,0,4,0,0,0,0,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,3,1,0,0,0,0,0,0,0,0,2,437,1,14,452,665,Acta levantada en consejo,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,253,B,1,0,B,0,62,17,9,18,11,61,92,1,0,1,10,19,2,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,2,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,330,0,16,346,562,Acta casilla,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,253,C,1,0,C01,0,51,17,17,7,11,50,102,1,2,3,15,6,4,3,0,0,0,2,1,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,7,319,0,9,328,561,Acta casilla,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,254,B,1,0,B,0,50,17,1,2,2,55,122,0,0,1,10,7,2,6,0,0,0,2,0,1,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,300,1,6,307,515,Acta casilla,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,254,C,1,0,C01,0,39,18,3,6,10,50,104,1,4,1,9,3,1,6,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,274,0,8,282,515,Acta casilla,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,254,C,2,0,C02,0,48,11,6,7,12,55,118,3,2,7,7,6,3,4,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,2,0,0,0,1,0,0,0,1,0,0,0,0,0,3,309,0,6,315,514,Acta levantada en consejo,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,255,B,1,0,B,0,95,14,11,7,14,44,110,2,0,2,5,4,2,2,1,0,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,325,0,14,339,568,Acta levantada en consejo,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,255,C,1,0,C01,0,99,19,8,6,7,37,95,1,2,3,10,5,3,4,0,0,0,4,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,311,0,10,321,568,Acta casilla,ANULADA,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,255,C,2,0,C02,0,116,18,1,6,1,57,88,1,3,2,7,5,4,6,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,325,1,10,336,568,Acta casilla,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,255,C,3,0,C03,0,73,16,4,11,10,60,96,2,1,1,10,1,12,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,306,0,15,321,567,Acta casilla,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,256,B,1,0,B,0,114,28,13,9,15,67,116,0,0,0,4,4,3,10,1,0,0,3,0,0,0,0,0,7,0,0,1,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,8,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,418,1,12,431,706,Acta levantada en consejo,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,256,C,1,0,C01,0,98,25,11,9,13,64,159,4,1,0,8,9,0,11,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,2,431,0,9,440,705,Acta casilla,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,256,C,2,0,C02,0,109,37,11,10,17,59,145,2,0,1,9,2,5,5,0,0,0,1,1,0,1,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,1,0,0,0,0,0,4,436,0,11,447,705,Acta casilla,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,257,B,1,0,B,0,76,18,6,11,8,62,121,2,2,1,6,3,6,6,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,348,0,6,354,702,Acta casilla,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,257,C,1,0,C01,0,75,23,10,12,13,87,136,2,1,4,11,1,0,6,0,0,4,4,0,0,0,0,0,8,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,5,422,0,10,432,702,Acta casilla,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,257,C,2,0,C02,0,97,19,4,10,16,54,133,5,2,2,7,2,2,3,0,0,0,1,1,0,0,0,0,6,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,5,0,0,0,0,1,0,0,0,0,1,381,0,0,381,702,Acta casilla,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,257,C,3,0,C03,0,67,29,6,13,16,79,133,4,1,3,9,2,5,5,0,0,0,1,1,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,1,2,0,0,0,3,0,0,0,2,1,0,0,0,0,4,401,0,11,412,702,Acta casilla,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,257,C,4,0,C04,0,88,28,6,16,17,65,144,3,2,0,8,4,3,5,0,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,1,0,0,0,0,406,0,0,406,702,Acta casilla,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,257,C,5,0,C05,0,81,24,3,12,15,51,123,0,3,2,7,2,9,4,2,0,0,1,1,0,0,0,0,9,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,3,0,0,0,0,0,0,0,0,0,10,374,2,5,381,702,Acta levantada en consejo,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,257,C,6,0,C06,0,83,19,6,11,19,61,125,5,1,2,11,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,373,0,17,390,701,Acta casilla,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,257,C,7,0,C07,0,75,31,5,10,11,69,144,2,0,0,10,2,1,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,3,386,0,17,403,701,Acta casilla,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,257,C,8,0,C08,0,64,15,4,9,12,43,126,2,1,0,10,3,4,4,1,0,0,2,0,0,0,0,0,3,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,1,0,0,0,3,323,1,6,330,701,Acta levantada en consejo,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,257,C,9,0,C09,0,71,30,10,16,20,78,120,3,1,4,8,3,4,7,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,3,404,0,0,404,701,Acta casilla,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,258,B,1,0,B,0,110,35,2,10,9,88,120,6,0,1,18,1,7,9,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,435,0,4,439,671,Acta casilla,,,
