CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,ACTAS_CASILLA-MEC,PAN,PRI,PRD,PVEM,PT,MC,MORENA,FXMV,PAN_PRI_PRD,PAN_PRI,PAN_PRD,PRI_PRD,PVEM_PT_MORENA_FXMV,PVEM_PT_MORENA,PVEM_PT_FXMV,PVEM_MORENA_FXMV,PT_MORENA_FXMV,PVEM_PT,PVEM_MORENA,PVEM_FXMV,PT_MORENA,PT_FXMV,MORENA_FXMV,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
3,30,VERACRUZ,13,EMILIANO ZAPATA,127,PASO DE OVEJAS,3017,1,1,19,23,1,8,3,8,64,4,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,135,0,5,140,241
3,30,VERACRUZ,13,EMILIANO ZAPATA,127,PASO DE OVEJAS,3018,2,2,35,29,6,13,18,91,382,6,3,1,0,0,3,16,0,1,0,0,11,0,5,0,1,621,0,11,632,1207
3,30,VERACRUZ,13,EMILIANO ZAPATA,127,PASO DE OVEJAS,3019,2,2,75,27,5,7,2,55,331,2,2,2,0,0,2,22,0,2,1,0,7,0,1,0,1,544,0,8,552,1032
3,30,VERACRUZ,13,EMILIANO ZAPATA,127,PASO DE OVEJAS,3020,2,2,54,43,3,12,13,40,267,2,5,3,0,0,2,14,0,1,0,0,2,1,4,0,2,468,0,10,478,931
3,30,VERACRUZ,13,EMILIANO ZAPATA,127,PASO DE OVEJAS,3021,2,2,69,21,5,13,10,54,333,8,2,3,1,0,1,21,1,1,0,1,5,0,5,0,1,555,0,17,572,1231
3,30,VERACRUZ,13,EMILIANO ZAPATA,127,PASO DE OVEJAS,3022,3,3,62,79,2,26,7,34,514,10,10,2,0,1,3,29,2,0,0,6,6,0,6,0,1,800,0,29,829,1415
3,30,VERACRUZ,13,EMILIANO ZAPATA,127,PASO DE OVEJAS,3023,2,2,42,68,1,13,12,21,235,5,6,3,1,1,1,5,0,1,0,5,8,0,2,0,0,430,0,8,438,805
3,30,VERACRUZ,13,EMILIANO ZAPATA,127,PASO DE OVEJAS,3024,2,2,101,47,1,6,4,56,344,6,9,1,1,0,6,19,2,0,1,0,1,0,2,0,0,607,0,11,618,1073
3,30,VERACRUZ,13,EMILIANO ZAPATA,127,PASO DE OVEJAS,3025,2,2,88,25,7,13,7,57,425,3,4,1,0,0,0,15,0,1,0,1,1,0,0,0,1,649,0,7,656,1115
3,30,VERACRUZ,13,EMILIANO ZAPATA,127,PASO DE OVEJAS,3026,2,2,54,18,2,12,8,13,223,5,1,1,0,0,0,13,1,0,0,0,4,0,5,0,0,360,0,14,374,806
3,30,VERACRUZ,13,EMILIANO ZAPATA,127,PASO DE OVEJAS,3027,2,2,62,77,4,16,10,37,226,2,3,3,0,0,2,14,1,0,0,1,7,0,0,0,1,466,0,8,474,1020
3,30,VERACRUZ,13,EMILIANO ZAPATA,134,PUENTE NACIONAL,3259,2,2,134,21,2,66,7,34,280,8,8,3,0,0,1,9,1,1,0,3,5,0,1,4,2,590,0,17,607,938
3,30,VERACRUZ,13,EMILIANO ZAPATA,134,PUENTE NACIONAL,3260,1,1,35,24,0,58,2,4,43,1,4,1,0,0,0,3,0,0,0,0,0,0,0,0,0,175,0,3,178,216
3,30,VERACRUZ,13,EMILIANO ZAPATA,134,PUENTE NACIONAL,3261,4,4,347,124,8,69,17,227,812,18,22,4,2,0,9,35,0,0,1,0,7,0,6,0,3,1711,0,25,1736,2780
3,30,VERACRUZ,13,EMILIANO ZAPATA,134,PUENTE NACIONAL,3262,2,2,70,35,1,26,6,77,250,2,6,1,1,0,2,14,0,0,2,0,7,0,2,0,0,502,0,15,517,910
3,30,VERACRUZ,13,EMILIANO ZAPATA,134,PUENTE NACIONAL,3263,3,3,137,36,12,71,27,123,623,9,9,3,0,0,3,26,0,0,0,3,15,0,2,0,0,1099,0,21,1120,1927
3,30,VERACRUZ,13,EMILIANO ZAPATA,134,PUENTE NACIONAL,3264,3,3,118,47,7,71,11,55,558,10,7,2,0,0,3,24,2,1,0,0,11,0,4,0,0,931,0,14,945,1391
3,30,VERACRUZ,13,EMILIANO ZAPATA,134,PUENTE NACIONAL,3265,2,2,76,29,9,66,12,54,366,5,3,0,1,0,1,18,1,0,1,3,15,1,5,0,1,667,0,23,690,1382
3,30,VERACRUZ,13,EMILIANO ZAPATA,134,PUENTE NACIONAL,3266,2,2,131,28,2,67,6,26,233,8,7,2,0,0,3,13,0,0,0,0,5,0,0,0,0,531,0,10,541,849
3,30,VERACRUZ,13,EMILIANO ZAPATA,134,PUENTE NACIONAL,3267,3,3,158,50,10,61,10,61,525,10,11,2,0,0,0,21,0,1,0,0,8,0,2,1,1,932,0,20,952,1626
3,30,VERACRUZ,13,EMILIANO ZAPATA,134,PUENTE NACIONAL,3268,1,1,48,23,0,23,13,20,210,2,2,0,0,0,0,4,0,0,0,0,2,0,1,0,0,348,0,3,351,510
3,30,VERACRUZ,13,EMILIANO ZAPATA,134,PUENTE NACIONAL,3269,2,2,125,28,5,84,14,20,363,5,5,3,0,0,2,8,0,0,1,4,6,0,4,0,0,677,0,12,689,1059
3,30,VERACRUZ,13,EMILIANO ZAPATA,134,PUENTE NACIONAL,3270,2,2,68,23,0,72,9,16,348,8,2,1,0,0,0,4,0,0,0,1,6,0,2,0,0,560,0,7,567,876
3,30,VERACRUZ,13,EMILIANO ZAPATA,134,PUENTE NACIONAL,3271,1,1,37,14,3,17,11,13,207,2,3,0,0,0,0,5,0,1,0,5,0,1,0,0,0,319,0,5,324,538
3,30,VERACRUZ,13,EMILIANO ZAPATA,134,PUENTE NACIONAL,3272,3,3,92,28,1,31,21,46,537,7,4,0,0,0,1,24,0,0,0,0,2,0,1,1,0,796,0,24,820,1378
3,30,VERACRUZ,13,EMILIANO ZAPATA,134,PUENTE NACIONAL,3273,2,2,100,43,4,62,8,23,322,4,2,2,0,1,2,5,3,1,0,2,4,1,2,0,2,593,1,20,614,959
3,30,VERACRUZ,13,EMILIANO ZAPATA,190,URSULO GALVAN,4173,3,3,115,75,5,17,17,95,552,7,14,3,0,1,5,26,0,2,0,2,8,1,4,0,1,950,0,17,967,1658
3,30,VERACRUZ,13,EMILIANO ZAPATA,190,URSULO GALVAN,4174,3,3,174,60,4,10,20,58,556,8,5,2,0,1,4,27,1,0,0,3,7,0,2,0,0,942,0,9,951,1611
3,30,VERACRUZ,13,EMILIANO ZAPATA,190,URSULO GALVAN,4175,2,2,117,63,5,8,8,56,348,4,10,6,0,0,0,18,0,2,0,0,7,1,7,0,1,661,0,15,676,1212
3,30,VERACRUZ,13,EMILIANO ZAPATA,190,URSULO GALVAN,4176,2,2,70,57,0,14,15,32,453,2,10,2,0,0,2,22,0,0,0,1,1,0,5,0,0,686,0,12,698,951
3,30,VERACRUZ,13,EMILIANO ZAPATA,190,URSULO GALVAN,4177,2,2,58,29,3,21,21,45,453,6,2,1,0,0,1,16,0,0,0,2,9,0,1,0,1,669,0,10,679,1083
3,30,VERACRUZ,13,EMILIANO ZAPATA,190,URSULO GALVAN,4178,2,2,66,27,4,15,10,53,324,9,4,0,0,0,1,20,0,0,0,0,2,0,1,0,1,537,0,9,546,892
3,30,VERACRUZ,13,EMILIANO ZAPATA,190,URSULO GALVAN,4179,2,2,85,55,10,16,18,58,510,5,8,0,0,0,2,19,0,0,2,0,4,0,5,0,0,797,0,8,805,1291
3,30,VERACRUZ,13,EMILIANO ZAPATA,190,URSULO GALVAN,4180,1,1,58,34,5,9,5,31,257,1,2,4,1,0,0,13,1,0,3,1,0,1,0,0,0,426,0,10,436,705
3,30,VERACRUZ,13,EMILIANO ZAPATA,190,URSULO GALVAN,4181,1,1,60,46,5,7,15,26,277,2,8,3,0,0,0,13,0,1,0,2,2,0,0,0,1,468,0,7,475,736
3,30,VERACRUZ,13,EMILIANO ZAPATA,190,URSULO GALVAN,4182,1,1,38,41,1,5,4,35,229,2,7,1,0,0,3,14,0,0,0,1,3,0,2,0,0,386,0,6,392,619
3,30,VERACRUZ,13,EMILIANO ZAPATA,190,URSULO GALVAN,4183,1,1,94,45,1,6,4,33,213,2,11,4,0,0,1,6,0,0,0,0,2,0,2,0,0,424,0,6,430,699
3,30,VERACRUZ,13,EMILIANO ZAPATA,190,URSULO GALVAN,4184,2,2,71,66,5,8,10,46,327,16,6,1,0,0,1,13,0,0,0,0,5,0,1,0,0,576,0,10,586,916
3,30,VERACRUZ,13,EMILIANO ZAPATA,190,URSULO GALVAN,4185,2,2,93,69,4,16,8,70,493,7,12,1,0,0,1,25,0,0,0,1,11,0,5,0,0,816,0,17,833,1489
3,30,VERACRUZ,13,EMILIANO ZAPATA,190,URSULO GALVAN,4186,2,2,72,49,3,13,12,38,300,8,4,0,0,0,6,16,0,1,0,0,3,0,2,0,0,527,1,6,534,873
3,30,VERACRUZ,13,EMILIANO ZAPATA,190,URSULO GALVAN,4187,1,1,45,26,3,9,5,36,243,4,5,1,0,0,0,12,0,0,0,3,3,0,0,0,0,395,0,10,405,576
3,30,VERACRUZ,13,EMILIANO ZAPATA,190,URSULO GALVAN,4188,2,2,55,28,7,15,13,25,320,1,2,0,0,0,2,19,1,0,1,0,4,0,5,0,2,500,0,6,506,778
3,30,VERACRUZ,13,EMILIANO ZAPATA,190,URSULO GALVAN,4189,2,2,72,31,3,13,14,42,332,9,3,0,0,0,1,24,0,0,1,1,3,0,1,0,2,552,0,13,565,893
3,30,VERACRUZ,13,EMILIANO ZAPATA,190,URSULO GALVAN,4190,3,3,219,86,6,20,29,55,485,3,8,5,0,5,13,15,0,1,2,3,5,7,9,1,0,977,0,32,1009,1628
3,30,VERACRUZ,13,EMILIANO ZAPATA,190,URSULO GALVAN,4191,2,2,78,51,4,15,10,58,357,4,7,1,0,0,2,20,0,0,0,0,5,0,0,0,0,612,0,5,617,989
3,30,VERACRUZ,13,EMILIANO ZAPATA,190,URSULO GALVAN,4192,2,2,49,34,2,15,9,47,334,5,4,1,0,0,6,17,0,1,1,0,4,0,2,0,2,533,0,6,539,889
3,30,VERACRUZ,13,EMILIANO ZAPATA,190,URSULO GALVAN,4193,3,3,126,103,6,20,19,107,655,8,6,5,1,0,4,38,0,1,2,0,13,1,7,0,2,1124,0,16,1140,1773
3,30,VERACRUZ,13,EMILIANO ZAPATA,190,URSULO GALVAN,4194,2,2,42,38,1,12,6,40,320,5,7,2,0,0,0,11,1,1,0,1,3,1,2,0,0,493,0,9,502,854
3,30,VERACRUZ,13,EMILIANO ZAPATA,190,URSULO GALVAN,4195,2,2,79,43,2,33,21,46,430,6,0,3,0,0,3,28,0,1,0,4,13,0,3,0,0,715,0,10,725,1202
3,30,VERACRUZ,14,VERACRUZ,0,VOTO ANTICIPADO,0,0,1,2,0,0,0,0,0,8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,0,12,13
3,30,VERACRUZ,14,VERACRUZ,192,VERACRUZ,4217,5,5,740,124,10,40,15,208,888,9,68,8,2,0,10,65,0,1,3,2,7,0,7,0,1,2208,2,24,2234,3612
3,30,VERACRUZ,14,VERACRUZ,192,VERACRUZ,4218,6,6,769,123,7,51,28,286,1116,15,69,13,2,1,11,65,0,0,0,1,13,0,3,0,1,2574,1,46,2621,4398
3,30,VERACRUZ,14,VERACRUZ,192,VERACRUZ,4219,2,2,154,22,4,21,7,60,295,1,15,3,0,0,9,11,0,0,0,0,4,0,0,0,0,606,0,31,637,1069
3,30,VERACRUZ,14,VERACRUZ,192,VERACRUZ,4220,2,2,307,41,4,8,9,41,179,3,14,2,0,0,1,14,0,0,1,1,3,0,5,0,0,633,1,11,645,875
3,30,VERACRUZ,14,VERACRUZ,192,VERACRUZ,4221,2,2,230,47,4,5,7,58,223,4,21,6,1,0,3,19,0,2,0,0,5,0,2,0,0,637,1,5,643,928
3,30,VERACRUZ,14,VERACRUZ,192,VERACRUZ,4222,1,1,105,26,2,8,5,38,171,1,5,4,0,0,0,6,1,0,0,0,0,0,0,0,0,372,0,16,388,614
3,30,VERACRUZ,14,VERACRUZ,192,VERACRUZ,4223,1,1,86,16,1,10,7,33,154,5,3,4,0,0,2,4,0,2,1,0,5,0,5,0,0,338,0,15,353,573
3,30,VERACRUZ,14,VERACRUZ,192,VERACRUZ,4224,1,1,96,25,0,19,4,35,138,2,10,3,0,1,1,15,0,1,0,0,5,0,1,0,0,356,1,11,368,614
3,30,VERACRUZ,14,VERACRUZ,192,VERACRUZ,4225,3,3,276,76,11,38,17,78,616,12,11,11,3,1,6,21,0,1,1,10,4,1,7,1,1,1203,3,15,1221,1130
3,30,VERACRUZ,14,VERACRUZ,192,VERACRUZ,4226,2,2,215,25,6,15,7,58,313,3,12,2,1,0,4,17,0,0,1,0,7,0,2,0,2,690,0,16,706,1162
3,30,VERACRUZ,14,VERACRUZ,192,VERACRUZ,4227,3,3,419,52,10,27,8,92,472,8,22,2,0,0,2,35,0,2,0,0,2,0,4,0,2,1159,0,10,1169,1797
3,30,VERACRUZ,14,VERACRUZ,192,VERACRUZ,4228,10,10,1174,192,20,76,32,333,1652,22,87,25,2,1,10,105,3,4,3,8,19,0,10,0,3,3781,1,63,3845,6837
3,30,VERACRUZ,14,VERACRUZ,192,VERACRUZ,4230,10,10,1512,212,32,113,40,344,1885,24,97,22,4,0,22,107,11,8,1,4,26,3,16,4,5,4492,4,57,4553,7391
3,30,VERACRUZ,14,VERACRUZ,192,VERACRUZ,4231,7,7,979,145,20,107,34,268,1228,13,64,11,3,0,20,70,1,2,2,1,16,0,4,0,0,2988,0,40,3028,4925
3,30,VERACRUZ,14,VERACRUZ,192,VERACRUZ,4232,2,2,152,22,4,20,7,41,220,2,16,5,2,1,6,15,0,0,2,0,3,0,1,0,0,519,0,13,532,765
3,30,VERACRUZ,14,VERACRUZ,192,VERACRUZ,4233,1,1,160,38,1,5,4,40,196,1,10,4,2,0,3,17,0,1,2,0,1,0,2,0,1,488,0,5,493,722
3,30,VERACRUZ,14,VERACRUZ,192,VERACRUZ,4234,2,2,180,33,2,8,3,41,197,1,6,4,0,0,1,16,0,0,0,1,1,0,2,0,0,496,0,2,498,755
3,30,VERACRUZ,14,VERACRUZ,192,VERACRUZ,4235,1,1,148,22,3,8,3,32,158,1,13,6,1,0,0,12,0,0,0,4,4,0,1,0,0,416,0,19,435,613
3,30,VERACRUZ,14,VERACRUZ,192,VERACRUZ,4236,2,2,283,31,11,12,5,64,368,1,13,1,1,0,5,19,0,1,0,0,6,0,2,0,0,823,0,13,836,1260
3,30,VERACRUZ,14,VERACRUZ,192,VERACRUZ,4237,2,2,224,29,4,24,11,62,262,3,15,5,1,0,4,19,0,1,0,1,6,0,3,0,0,674,2,12,688,1120
3,30,VERACRUZ,14,VERACRUZ,192,VERACRUZ,4238,2,2,201,26,7,6,9,75,322,4,14,0,0,0,3,24,1,0,1,1,3,1,4,0,0,702,1,9,712,1160
3,30,VERACRUZ,14,VERACRUZ,192,VERACRUZ,4239,2,2,197,19,0,14,5,59,266,4,13,7,0,0,6,23,0,1,1,1,3,6,2,0,0,627,0,14,641,1056
3,30,VERACRUZ,14,VERACRUZ,192,VERACRUZ,4240,2,2,101,21,1,11,6,46,262,1,9,3,0,0,1,12,1,0,0,0,3,0,4,0,0,482,1,9,492,835
3,30,VERACRUZ,14,VERACRUZ,192,VERACRUZ,4241,1,1,113,30,1,2,0,32,121,1,12,3,0,0,0,4,0,0,0,0,4,0,0,0,0,323,2,4,329,457
3,30,VERACRUZ,14,VERACRUZ,192,VERACRUZ,4242,1,1,211,41,1,8,8,36,177,0,15,6,1,0,4,16,0,1,0,0,3,0,1,0,0,529,0,7,536,717
3,30,VERACRUZ,14,VERACRUZ,192,VERACRUZ,4243,1,1,244,39,5,7,9,43,163,6,13,4,0,0,3,14,0,0,1,0,1,0,0,0,0,552,0,9,561,746
3,30,VERACRUZ,14,VERACRUZ,192,VERACRUZ,4244,2,2,241,55,2,8,2,45,182,2,12,2,0,0,1,13,0,0,1,0,0,0,4,0,1,571,0,4,575,828
3,30,VERACRUZ,14,VERACRUZ,192,VERACRUZ,4245,1,1,78,19,3,4,2,22,118,2,11,1,0,0,0,10,0,0,0,1,0,0,3,0,2,276,0,8,284,446
3,30,VERACRUZ,14,VERACRUZ,192,VERACRUZ,4246,1,1,94,18,4,5,4,29,124,2,3,0,0,0,0,5,0,0,0,0,0,0,1,0,0,289,1,3,293,445
3,30,VERACRUZ,14,VERACRUZ,192,VERACRUZ,4247,1,1,95,17,2,6,5,16,107,0,7,2,0,0,1,8,0,0,0,0,4,0,1,0,0,271,0,0,271,391
3,30,VERACRUZ,14,VERACRUZ,192,VERACRUZ,4248,2,2,186,38,3,13,3,57,219,3,7,1,0,0,3,17,0,0,0,0,2,0,3,0,0,555,1,4,560,858
3,30,VERACRUZ,14,VERACRUZ,192,VERACRUZ,4249,1,1,137,17,2,8,3,30,143,0,9,1,13,0,0,0,0,0,0,0,0,0,0,0,0,363,0,5,368,579
3,30,VERACRUZ,14,VERACRUZ,192,VERACRUZ,4250,1,1,85,12,1,6,2,31,112,1,2,3,0,0,5,15,1,0,0,0,1,0,1,0,0,278,0,1,279,448
3,30,VERACRUZ,14,VERACRUZ,192,VERACRUZ,4251,1,1,88,8,3,9,2,21,127,0,8,0,0,0,2,13,0,0,0,0,0,0,2,1,0,284,0,1,285,455
3,30,VERACRUZ,14,VERACRUZ,192,VERACRUZ,4252,1,1,189,44,4,11,2,35,131,3,13,2,1,0,3,9,1,0,0,0,2,0,4,0,0,454,0,10,464,694
3,30,VERACRUZ,14,VERACRUZ,192,VERACRUZ,4253,1,1,155,33,3,9,2,28,195,4,8,5,0,0,1,16,0,0,0,0,2,0,2,0,0,463,0,5,468,744
3,30,VERACRUZ,14,VERACRUZ,192,VERACRUZ,4254,2,2,312,41,4,17,7,71,349,4,9,3,2,0,6,27,0,2,0,0,5,0,3,0,0,862,0,8,870,1228
3,30,VERACRUZ,14,VERACRUZ,192,VERACRUZ,4255,2,2,198,28,3,11,4,56,222,4,13,1,0,0,3,11,0,2,0,2,3,0,1,0,0,562,0,11,573,807
3,30,VERACRUZ,14,VERACRUZ,192,VERACRUZ,4256,1,1,121,20,1,9,3,20,111,1,9,2,0,0,2,0,0,1,0,0,0,0,1,0,0,301,0,1,302,420
3,30,VERACRUZ,14,VERACRUZ,192,VERACRUZ,4257,1,1,94,11,0,7,3,28,145,2,9,3,1,0,3,10,0,0,0,0,1,0,1,0,0,318,0,5,323,480
3,30,VERACRUZ,14,VERACRUZ,192,VERACRUZ,4258,2,2,213,22,2,13,7,41,231,5,12,6,0,0,1,6,0,0,0,0,5,0,1,0,1,566,0,3,569,826
3,30,VERACRUZ,14,VERACRUZ,192,VERACRUZ,4259,2,2,168,18,3,15,9,48,216,2,9,1,0,0,2,26,0,1,0,1,3,0,1,0,1,524,0,14,538,831
3,30,VERACRUZ,14,VERACRUZ,192,VERACRUZ,4260,7,7,882,119,8,62,35,219,1152,12,64,15,3,0,13,65,4,4,2,5,15,0,8,0,5,2692,5,34,2731,5210
3,30,VERACRUZ,14,VERACRUZ,192,VERACRUZ,4261,2,2,183,29,0,6,4,38,211,6,10,5,0,0,1,21,0,0,0,0,6,0,1,0,2,523,1,2,526,776
3,30,VERACRUZ,14,VERACRUZ,192,VERACRUZ,4262,7,7,635,142,15,79,35,236,1256,16,41,11,2,0,14,94,0,6,1,4,14,0,6,0,4,2611,1,58,2670,4747
3,30,VERACRUZ,14,VERACRUZ,192,VERACRUZ,4263,2,2,221,36,2,17,10,55,205,2,15,1,2,0,9,22,0,0,1,0,2,0,1,0,0,601,0,6,607,842
3,30,VERACRUZ,14,VERACRUZ,192,VERACRUZ,4264,2,2,272,31,8,11,5,62,291,4,7,4,1,0,0,13,0,0,0,0,3,0,0,2,0,714,0,31,745,1173
3,30,VERACRUZ,14,VERACRUZ,192,VERACRUZ,4265,1,1,110,12,2,11,4,37,168,2,9,0,0,0,1,5,0,0,0,1,0,0,2,0,2,366,0,10,376,592
3,30,VERACRUZ,14,VERACRUZ,192,VERACRUZ,4266,2,2,242,48,3,9,4,44,288,0,11,7,0,0,13,4,1,1,0,1,0,0,0,0,0,676,0,17,693,1009
3,30,VERACRUZ,14,VERACRUZ,192,VERACRUZ,4267,2,2,299,53,6,15,4,57,271,6,16,5,0,0,4,23,0,0,0,1,2,0,4,0,0,766,0,10,776,1163
3,30,VERACRUZ,14,VERACRUZ,192,VERACRUZ,4268,1,1,178,36,5,7,5,50,179,2,10,2,0,0,2,7,0,1,1,1,2,0,2,0,0,490,0,8,498,749
3,30,VERACRUZ,14,VERACRUZ,192,VERACRUZ,4269,1,1,100,15,2,7,3,28,160,4,7,1,0,0,2,7,0,1,0,0,5,0,3,0,1,346,0,3,349,525
3,30,VERACRUZ,14,VERACRUZ,192,VERACRUZ,4270,2,2,157,44,2,14,10,41,246,4,14,7,0,0,4,26,1,1,0,1,4,0,4,0,0,580,0,7,587,917
3,30,VERACRUZ,14,VERACRUZ,192,VERACRUZ,4271,1,1,78,16,1,8,6,17,142,2,5,0,0,0,0,14,0,0,0,0,1,0,1,0,0,291,0,5,296,501
3,30,VERACRUZ,14,VERACRUZ,192,VERACRUZ,4275,2,2,141,29,2,14,6,46,178,1,7,4,0,0,1,14,0,0,0,2,2,0,0,1,0,448,0,6,454,758
3,30,VERACRUZ,14,VERACRUZ,192,VERACRUZ,4276,2,2,144,33,0,8,6,41,222,3,12,5,0,0,2,14,0,0,2,2,3,0,5,0,2,504,0,11,515,791
3,30,VERACRUZ,14,VERACRUZ,192,VERACRUZ,4277,3,3,309,72,10,26,10,88,424,5,29,10,2,0,8,30,0,2,1,1,8,0,6,0,2,1043,0,17,1060,811
3,30,VERACRUZ,14,VERACRUZ,192,VERACRUZ,4278,2,2,146,23,1,12,9,42,224,4,2,2,0,0,1,15,0,0,0,0,4,0,2,0,1,488,0,3,491,796
3,30,VERACRUZ,14,VERACRUZ,192,VERACRUZ,4279,2,2,222,36,6,13,2,46,281,1,10,2,0,0,4,18,0,1,0,1,2,0,2,0,0,647,0,6,653,1018
3,30,VERACRUZ,14,VERACRUZ,192,VERACRUZ,4280,2,2,247,42,4,14,6,68,346,5,23,4,1,0,0,27,0,0,1,1,2,0,2,0,1,794,0,7,801,1363
3,30,VERACRUZ,14,VERACRUZ,192,VERACRUZ,4281,2,2,177,39,3,14,6,33,229,9,6,2,0,0,3,23,0,1,0,1,6,2,3,0,0,557,4,5,566,833
3,30,VERACRUZ,14,VERACRUZ,192,VERACRUZ,4282,1,1,163,27,2,9,5,40,202,3,5,1,0,0,2,9,0,1,0,1,6,0,1,0,1,478,0,13,491,748
3,30,VERACRUZ,14,VERACRUZ,192,VERACRUZ,4283,2,2,215,35,170,10,11,48,153,5,11,5,1,0,3,16,0,0,1,2,1,0,1,0,0,688,0,15,703,1074
3,30,VERACRUZ,14,VERACRUZ,192,VERACRUZ,4284,2,2,210,27,8,25,13,60,344,4,14,3,1,0,3,34,1,2,0,0,4,0,3,0,1,757,0,19,776,1298
3,30,VERACRUZ,14,VERACRUZ,192,VERACRUZ,4285,1,1,140,28,1,6,7,32,180,2,2,1,0,0,3,18,0,0,1,0,1,0,3,0,0,425,1,3,429,662
3,30,VERACRUZ,14,VERACRUZ,192,VERACRUZ,4286,1,1,137,41,1,6,4,36,182,5,9,1,0,0,2,19,0,0,1,0,2,0,3,0,0,449,0,5,454,668
3,30,VERACRUZ,14,VERACRUZ,192,VERACRUZ,4287,1,1,110,15,4,13,6,30,172,1,8,3,0,0,1,7,0,0,0,0,3,0,2,0,1,376,0,5,381,619
3,30,VERACRUZ,14,VERACRUZ,192,VERACRUZ,4288,2,2,148,25,2,6,3,45,198,3,9,2,0,0,1,6,0,0,0,0,1,0,2,0,4,455,1,6,462,837
3,30,VERACRUZ,14,VERACRUZ,192,VERACRUZ,4304,2,2,181,26,0,12,6,58,251,7,13,2,1,0,1,15,0,2,0,0,4,0,2,0,0,581,0,10,591,913
3,30,VERACRUZ,14,VERACRUZ,192,VERACRUZ,4305,2,2,226,24,5,13,2,68,278,4,7,0,0,0,1,19,0,0,1,0,4,0,1,0,0,653,0,15,668,1006
3,30,VERACRUZ,14,VERACRUZ,192,VERACRUZ,4306,2,2,157,31,1,19,9,66,303,5,8,0,0,0,0,19,0,0,0,0,4,0,5,0,0,627,0,9,636,1232
3,30,VERACRUZ,14,VERACRUZ,192,VERACRUZ,4307,9,9,882,165,10,90,36,275,1528,20,54,19,1,0,17,123,1,1,4,2,33,1,7,1,7,3277,1,81,3359,6289
3,30,VERACRUZ,14,VERACRUZ,192,VERACRUZ,4308,3,3,203,45,4,26,15,61,465,6,15,2,1,0,2,45,4,0,2,3,12,0,3,1,1,916,0,22,938,1686
3,30,VERACRUZ,14,VERACRUZ,192,VERACRUZ,4309,2,2,177,39,6,14,15,60,293,7,8,5,0,0,6,29,0,1,1,2,9,0,3,0,1,676,0,14,690,1219
3,30,VERACRUZ,14,VERACRUZ,192,VERACRUZ,4310,2,2,144,30,3,11,9,62,343,0,4,2,0,0,1,10,0,0,1,6,0,0,4,0,2,632,1,27,660,1181
3,30,VERACRUZ,14,VERACRUZ,192,VERACRUZ,4311,2,2,199,36,5,30,15,63,414,13,7,3,0,0,4,23,0,1,1,0,11,1,0,0,2,828,0,31,859,1423
3,30,VERACRUZ,14,VERACRUZ,192,VERACRUZ,4312,2,2,184,25,3,18,8,65,353,5,10,3,1,0,1,22,0,0,0,2,6,0,6,0,3,715,1,16,732,1202
3,30,VERACRUZ,14,VERACRUZ,192,VERACRUZ,4313,1,1,106,16,1,7,4,36,114,5,5,3,1,0,2,3,0,0,0,1,1,0,3,0,0,308,0,4,312,470
3,30,VERACRUZ,14,VERACRUZ,192,VERACRUZ,4336,2,2,172,35,3,23,7,65,408,1,13,2,1,0,0,24,1,1,0,1,21,0,4,0,0,782,0,28,810,1460
3,30,VERACRUZ,14,VERACRUZ,192,VERACRUZ,4337,3,3,124,23,2,9,5,46,312,2,9,7,1,0,3,19,0,0,0,1,6,1,1,0,1,572,0,14,586,1572
3,30,VERACRUZ,14,VERACRUZ,192,VERACRUZ,4338,2,2,160,34,3,9,6,48,290,6,9,5,0,0,0,14,0,1,0,1,4,0,2,0,0,592,0,12,604,1086
3,30,VERACRUZ,14,VERACRUZ,192,VERACRUZ,4339,2,2,179,37,3,26,11,85,362,4,10,2,0,0,2,32,0,1,0,1,6,0,4,0,0,765,0,23,788,1489
3,30,VERACRUZ,14,VERACRUZ,192,VERACRUZ,4340,2,2,235,31,2,22,9,59,356,4,4,3,1,0,1,11,0,0,0,1,1,0,0,0,0,740,0,19,759,1190
3,30,VERACRUZ,14,VERACRUZ,192,VERACRUZ,4341,2,2,271,33,2,10,13,72,320,5,16,3,0,0,3,35,0,1,1,0,5,0,0,0,2,792,0,9,801,1281
3,30,VERACRUZ,14,VERACRUZ,192,VERACRUZ,4342,2,2,164,41,5,16,4,70,261,5,16,2,0,0,0,10,7,0,0,2,3,0,3,0,0,609,0,7,616,982
3,30,VERACRUZ,14,VERACRUZ,192,VERACRUZ,4343,2,2,168,41,5,24,13,67,350,3,9,3,0,0,2,17,0,0,0,1,10,0,4,0,1,718,0,7,725,1257
3,30,VERACRUZ,14,VERACRUZ,192,VERACRUZ,4363,2,2,185,37,0,13,6,42,239,1,12,2,0,0,5,15,0,0,0,1,3,0,0,0,0,561,0,5,566,925
3,30,VERACRUZ,14,VERACRUZ,192,VERACRUZ,4364,2,2,184,30,2,8,9,33,206,1,11,3,1,0,5,13,0,2,2,0,6,0,1,0,2,519,0,14,533,850
