ID_ESTADO,NOMBRE_ESTADO,ID_MUNICIPIO,MUNICIPIO,SECCIONES,CASILLAS,ACTAS_CASILLA-MEC,PAN,PRI,PRD,PVEM,PT,MC,MORENA,FXMV,PAN_PRI_PRD,PAN_PRI,PAN_PRD,PRI_PRD,PVEM_PT_MORENA_FXMV,PVEM_PT_MORENA,PVEM_PT_FXMV,PVEM_MORENA_FXMV,PT_MORENA_FXMV,PVEM_PT,PVEM_MORENA,PVEM_FXMV,PT_MORENA,PT_FXMV,MORENA_FXMV,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,RUTA_ACTA
30,VERACRUZ,171,TEXISTEPEC,16,31,31,560,292,143,364,201,208,6675,100,30,15,7,0,23,182,14,6,8,23,48,3,26,0,14,8942,2,163,9107,14064,
30,VERACRUZ,199,ZARAGOZA,4,13,13,229,680,184,214,125,93,3102,83,37,6,0,2,23,66,4,2,1,7,10,2,13,3,1,4887,2,52,4941,8640,
30,VERACRUZ,212,SANTIAGO SOCHIAPAN,7,17,17,549,364,32,465,167,146,2546,151,51,39,2,1,32,138,2,5,2,15,78,2,19,4,16,4826,0,202,5028,9239,
30,VERACRUZ,72,HIDALGOTITLAN,12,27,27,914,376,73,426,281,239,4616,141,48,13,0,1,18,153,9,7,3,17,51,6,16,1,12,7421,2,164,7587,12886,
30,VERACRUZ,93,JESUS CARRANZA,22,47,47,1061,606,165,405,703,291,6205,115,74,23,7,3,29,289,5,12,9,43,45,9,55,9,11,10174,8,266,10448,20166,
30,VERACRUZ,109,MINATITLAN,105,222,222,7514,4859,675,1655,1174,4154,47221,541,666,144,37,30,347,2151,74,60,55,114,439,23,368,16,90,72407,21,1332,73760,120630,
30,VERACRUZ,209,UXPANAPA,17,41,41,1443,535,77,521,511,380,7944,167,75,26,4,1,19,331,2,6,3,48,101,7,55,9,5,12270,1,315,12586,20857,
30,VERACRUZ,41,COATZACOALCOS,219,433,433,14355,10033,1017,2801,3631,11149,85856,917,1543,264,51,40,887,4730,112,150,169,267,856,81,870,51,200,140030,65,2418,142513,239280,
30,VERACRUZ,63,LAS CHOAPAS,43,113,113,2918,2223,444,834,828,816,16802,320,396,109,30,5,163,851,30,27,28,98,196,7,187,7,54,27373,10,1048,28431,56519,
30,VERACRUZ,84,IXHUATLAN DEL SURESTE,8,23,23,394,386,623,161,156,290,4525,87,74,5,1,3,30,170,17,7,5,26,46,2,38,3,8,7057,0,147,7204,12052,
30,VERACRUZ,112,MOLOACAN,11,27,27,316,1118,56,177,198,229,4709,81,43,12,0,2,30,209,4,8,2,35,54,5,31,1,6,7326,0,150,7476,12266,
30,VERACRUZ,205,NANCHITAL DE LAZARO CARDENAS DEL RIO,21,42,42,891,1820,150,238,162,889,8575,82,155,13,3,5,70,383,4,26,10,19,71,5,57,1,13,13642,2,253,13897,21745,
30,VERACRUZ,206,AGUA DULCE,29,61,61,953,911,267,388,376,600,13552,175,122,15,8,7,62,692,21,24,18,20,147,7,107,5,32,18509,2,379,18890,32297,
30,VERACRUZ,0,VOTO ANTICIPADO,0,0,45,25,17,6,14,6,13,128,4,1,0,0,0,0,5,0,0,0,0,1,0,0,0,0,220,0,0,220,256,
