ID_ESTADO,NOMBRE_ESTADO,DISTRITOS_LOCALES,MUNICIPIOS,SECCIONES,CASILLAS,ACTAS_CASILLA-MEC,PAN_PRI_PRD,PVEM_PT_MORENA_FXMV,MC,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,RUTA_ACTA,OBSERVACIONES
30,VERACRUZ,30,212,4937,10985,11030,1145705,2124214,245075,3514994,1192,90111,3606297,6080765,,
