ID_ESTADO,NOMBRE_ESTADO,ID_MUNICIPIO,MUNICIPIO,SECCIONES,CASILLAS,ACTAS_CASILLA-MEC,PAN,PRI,PRD,PT,PVEM,MC,MORENA,NAH,CAND_IND1,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,CAND_IND7,CAND_IND8,CAND_IND9,CAND_IND10,CAND_IND11,CAND_IND12,CAND_IND13,CAND_IND14,CAND_IND15,CAND_IND16,CAND_IND17,CAND_IND18,CAND_IND19,CAND_IND20,CAND_IND21,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,RUTA_ACTA
13,HIDALGO,73,TLAXCOAPAN,12,39,39,564,916,281,3795,2019,1838,2824,1520,0,0,0,0,0,0,0,0,0,0,0,0,705,1230,0,0,0,0,0,0,0,15692,6,544,16242,23158,
13,HIDALGO,74,TOLCAYUCA,8,23,23,0,1781,145,992,484,0,3591,1933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8926,7,294,9227,13816,
13,HIDALGO,75,TULA DE ALLENDE,52,151,153,1573,1645,0,9485,4553,3014,13734,7394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16818,0,0,0,0,0,0,58216,34,2346,60596,92222,
13,HIDALGO,76,TULANCINGO DE BRAVO,63,219,221,6302,17082,492,6021,2850,3780,20996,11305,0,0,0,0,0,0,0,0,0,0,5007,0,0,0,0,0,0,0,0,0,0,73835,60,3740,77635,138452,
13,HIDALGO,77,VILLA DE TEZONTEPEC,7,17,17,76,123,37,2281,1317,1420,983,529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6766,3,212,6981,10463,
13,HIDALGO,78,XOCHIATIPAN,13,26,26,5091,42,0,473,0,0,3264,1757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10627,0,304,10931,13893,
13,HIDALGO,79,XOCHICOATLAN,9,14,14,16,26,7,2267,39,396,1185,638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4574,1,137,4712,5787,
13,HIDALGO,80,YAHUALICA,15,36,36,1591,2585,795,1129,692,257,3951,2127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13127,1,1016,14144,19265,
13,HIDALGO,81,ZACUALTIPAN DE ANGELES,19,50,50,919,322,0,7172,499,2236,3208,1727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16083,180,607,16870,29025,
13,HIDALGO,82,ZAPOTLAN DE JUAREZ,8,28,28,997,1620,498,2100,2218,911,2149,1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11650,2,342,11994,17645,
13,HIDALGO,83,ZEMPOALA,17,72,72,1653,2687,826,2574,0,6011,9213,4960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27924,40,992,28956,44419,
13,HIDALGO,84,ZIMAPAN,53,74,75,1012,1645,506,1596,3991,729,5656,3045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18180,102,847,19129,32772,
