CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,ACTAS_CASILLA-MEC,PAN,PRI,PRD,PT,PVEM,MC,C_PAN_PRI_PRD,C_MORENA_NAH,CAND_IND1,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,CAND_IND7,CAND_IND8,CAND_IND9,CAND_IND10,CAND_IND11,CAND_IND12,CAND_IND13,CAND_IND14,CAND_IND15,CAND_IND16,CAND_IND17,CAND_IND18,CAND_IND19,CAND_IND20,CAND_IND21,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
4,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,626,1,1,0,0,0,17,0,0,39,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,3,104,176
4,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,627,1,1,0,0,0,60,0,0,150,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296,0,10,306,476
4,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,628,1,1,0,0,0,27,0,0,49,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,0,8,153,265
4,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,629,1,1,0,0,0,33,0,0,112,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,0,27,314,491
4,13,HIDALGO,1,ZIMAPAN,34,LA MISION,646,2,2,3,9,348,293,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,733,0,22,755,1079
4,13,HIDALGO,1,ZIMAPAN,34,LA MISION,647,2,2,0,11,211,226,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509,0,34,543,804
4,13,HIDALGO,1,ZIMAPAN,34,LA MISION,648,1,1,2,9,166,56,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304,0,18,322,466
4,13,HIDALGO,1,ZIMAPAN,34,LA MISION,649,1,1,4,12,165,167,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,437,0,27,464,734
4,13,HIDALGO,1,ZIMAPAN,34,LA MISION,650,2,2,2,8,436,370,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,859,0,45,904,1307
4,13,HIDALGO,1,ZIMAPAN,34,LA MISION,651,1,1,0,5,126,132,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,0,7,281,362
4,13,HIDALGO,1,ZIMAPAN,34,LA MISION,652,1,1,0,0,134,53,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,0,18,250,365
4,13,HIDALGO,1,ZIMAPAN,34,LA MISION,653,1,1,1,2,144,118,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309,0,15,324,471
4,13,HIDALGO,1,ZIMAPAN,34,LA MISION,654,2,2,6,15,274,301,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,627,0,31,658,873
4,13,HIDALGO,1,ZIMAPAN,34,LA MISION,655,3,3,1,13,572,120,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,815,0,38,853,1270
4,13,HIDALGO,1,ZIMAPAN,34,LA MISION,656,1,1,2,3,139,54,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,0,19,258,419
4,13,HIDALGO,1,ZIMAPAN,43,NICOLAS FLORES,780,2,2,290,14,0,0,0,0,0,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,720,1,7,728,935
4,13,HIDALGO,1,ZIMAPAN,43,NICOLAS FLORES,781,1,1,102,6,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,0,4,192,249
4,13,HIDALGO,1,ZIMAPAN,43,NICOLAS FLORES,782,1,1,88,3,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,0,1,207,262
4,13,HIDALGO,1,ZIMAPAN,43,NICOLAS FLORES,783,1,1,67,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,1,111,143
4,13,HIDALGO,1,ZIMAPAN,43,NICOLAS FLORES,784,1,1,203,3,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,0,11,269,361
4,13,HIDALGO,1,ZIMAPAN,43,NICOLAS FLORES,785,1,1,58,2,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,1,3,113,136
4,13,HIDALGO,1,ZIMAPAN,43,NICOLAS FLORES,786,1,1,72,5,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,7,136,202
4,13,HIDALGO,1,ZIMAPAN,43,NICOLAS FLORES,788,1,1,92,0,0,0,0,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,0,8,242,376
4,13,HIDALGO,1,ZIMAPAN,43,NICOLAS FLORES,789,1,1,76,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,0,1,155,201
4,13,HIDALGO,1,ZIMAPAN,43,NICOLAS FLORES,790,1,1,99,1,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,0,6,182,283
4,13,HIDALGO,1,ZIMAPAN,43,NICOLAS FLORES,791,1,1,80,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,0,6,188,244
4,13,HIDALGO,1,ZIMAPAN,43,NICOLAS FLORES,793,1,1,96,6,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,0,3,134,225
4,13,HIDALGO,1,ZIMAPAN,43,NICOLAS FLORES,795,1,1,109,4,0,0,0,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,0,10,284,390
4,13,HIDALGO,1,ZIMAPAN,43,NICOLAS FLORES,796,1,1,101,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,0,4,197,261
4,13,HIDALGO,1,ZIMAPAN,43,NICOLAS FLORES,797,1,1,53,4,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,2,146,231
4,13,HIDALGO,1,ZIMAPAN,43,NICOLAS FLORES,798,1,1,64,2,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,1,114,166
4,13,HIDALGO,1,ZIMAPAN,43,NICOLAS FLORES,799,1,1,101,9,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,0,9,248,373
4,13,HIDALGO,1,ZIMAPAN,43,NICOLAS FLORES,800,1,1,91,5,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,1,9,175,272
4,13,HIDALGO,1,ZIMAPAN,43,NICOLAS FLORES,801,1,1,58,1,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,2,81,120
4,13,HIDALGO,1,ZIMAPAN,46,PACULA,822,1,1,177,3,0,20,0,0,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364,0,13,377,515
4,13,HIDALGO,1,ZIMAPAN,46,PACULA,823,1,1,158,2,0,31,0,0,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338,0,10,348,559
4,13,HIDALGO,1,ZIMAPAN,46,PACULA,824,2,2,195,2,0,59,0,0,0,372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,628,0,24,652,986
4,13,HIDALGO,1,ZIMAPAN,46,PACULA,825,1,1,134,0,0,10,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261,0,14,275,438
4,13,HIDALGO,1,ZIMAPAN,46,PACULA,826,1,1,56,3,0,15,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,0,4,174,254
4,13,HIDALGO,1,ZIMAPAN,46,PACULA,827,1,1,60,0,0,12,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,0,2,155,221
4,13,HIDALGO,1,ZIMAPAN,46,PACULA,828,1,1,84,3,0,21,0,0,0,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,0,1,284,377
4,13,HIDALGO,1,ZIMAPAN,46,PACULA,829,1,1,121,4,0,22,0,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289,0,9,298,409
4,13,HIDALGO,1,ZIMAPAN,46,PACULA,830,1,1,63,0,0,2,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,1,123,167
4,13,HIDALGO,1,ZIMAPAN,46,PACULA,831,1,1,125,3,0,26,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,0,9,251,333
4,13,HIDALGO,1,ZIMAPAN,48,PISAFLORES,962,4,4,0,760,5,66,769,13,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1697,0,80,1777,2710
4,13,HIDALGO,1,ZIMAPAN,48,PISAFLORES,963,1,1,0,156,4,22,186,3,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,396,0,36,432,719
4,13,HIDALGO,1,ZIMAPAN,48,PISAFLORES,964,1,1,0,98,0,4,119,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,0,14,249,414
4,13,HIDALGO,1,ZIMAPAN,48,PISAFLORES,965,1,1,0,89,1,4,79,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,0,14,208,326
4,13,HIDALGO,1,ZIMAPAN,48,PISAFLORES,966,1,1,0,135,1,8,75,3,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278,0,24,302,595
4,13,HIDALGO,1,ZIMAPAN,48,PISAFLORES,967,3,3,0,329,5,44,294,5,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,737,7,54,798,1441
4,13,HIDALGO,1,ZIMAPAN,48,PISAFLORES,968,1,1,0,25,0,4,53,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,3,94,159
4,13,HIDALGO,1,ZIMAPAN,48,PISAFLORES,969,1,1,0,81,0,10,92,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,0,9,208,311
4,13,HIDALGO,1,ZIMAPAN,48,PISAFLORES,970,2,2,0,324,0,9,389,2,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,745,0,44,789,1180
4,13,HIDALGO,1,ZIMAPAN,48,PISAFLORES,971,1,1,0,136,1,4,124,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269,0,10,279,437
4,13,HIDALGO,1,ZIMAPAN,48,PISAFLORES,972,3,3,0,402,1,117,371,11,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,992,0,42,1034,1693
4,13,HIDALGO,1,ZIMAPAN,48,PISAFLORES,973,1,1,0,74,0,17,142,1,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,0,21,291,480
4,13,HIDALGO,1,ZIMAPAN,48,PISAFLORES,974,1,1,0,147,0,17,109,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,0,20,310,509
4,13,HIDALGO,1,ZIMAPAN,48,PISAFLORES,975,1,1,0,91,1,39,128,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,0,14,288,431
4,13,HIDALGO,1,ZIMAPAN,48,PISAFLORES,976,1,1,0,115,0,6,143,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276,0,19,295,471
4,13,HIDALGO,1,ZIMAPAN,48,PISAFLORES,977,1,1,0,61,1,0,107,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,0,14,192,299
4,13,HIDALGO,1,ZIMAPAN,48,PISAFLORES,978,1,1,0,189,0,6,191,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,398,0,18,416,641
4,13,HIDALGO,1,ZIMAPAN,48,PISAFLORES,979,1,1,0,68,0,2,97,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,0,7,183,245
4,13,HIDALGO,1,ZIMAPAN,48,PISAFLORES,980,1,1,0,91,0,4,25,2,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,0,5,146,238
4,13,HIDALGO,1,ZIMAPAN,48,PISAFLORES,981,1,1,0,75,1,7,180,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,0,17,290,413
4,13,HIDALGO,1,ZIMAPAN,58,TASQUILLO,1132,1,1,0,0,0,23,48,0,45,105,68,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,440,0,11,451,702
4,13,HIDALGO,1,ZIMAPAN,58,TASQUILLO,1133,3,3,0,0,0,67,164,0,48,195,212,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,910,0,29,939,1503
4,13,HIDALGO,1,ZIMAPAN,58,TASQUILLO,1134,3,3,0,0,0,60,223,0,80,270,238,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1262,0,54,1316,2136
4,13,HIDALGO,1,ZIMAPAN,58,TASQUILLO,1135,1,1,0,0,0,9,69,0,12,43,12,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,0,17,226,521
4,13,HIDALGO,1,ZIMAPAN,58,TASQUILLO,1137,2,2,0,0,0,21,84,0,30,103,81,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461,0,28,489,802
4,13,HIDALGO,1,ZIMAPAN,58,TASQUILLO,1138,1,1,0,0,0,17,49,0,55,163,64,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439,0,18,457,722
4,13,HIDALGO,1,ZIMAPAN,58,TASQUILLO,1139,1,1,0,0,0,22,62,0,17,66,49,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,0,14,280,548
4,13,HIDALGO,1,ZIMAPAN,58,TASQUILLO,1140,1,1,0,0,0,2,19,0,2,25,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,3,61,109
4,13,HIDALGO,1,ZIMAPAN,58,TASQUILLO,1141,1,1,0,0,0,4,31,0,6,21,16,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,11,127,313
4,13,HIDALGO,1,ZIMAPAN,58,TASQUILLO,1142,2,2,0,0,0,15,220,0,25,89,63,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,459,0,22,481,764
4,13,HIDALGO,1,ZIMAPAN,58,TASQUILLO,1143,1,1,0,0,0,12,42,0,12,44,14,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,0,9,180,291
4,13,HIDALGO,1,ZIMAPAN,58,TASQUILLO,1144,1,1,0,0,0,6,83,0,7,111,30,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,0,9,282,480
4,13,HIDALGO,1,ZIMAPAN,58,TASQUILLO,1145,1,1,0,0,0,10,119,0,21,79,34,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305,0,11,316,445
4,13,HIDALGO,1,ZIMAPAN,58,TASQUILLO,1146,2,2,0,0,0,34,52,0,13,123,90,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,394,0,19,413,804
4,13,HIDALGO,1,ZIMAPAN,58,TASQUILLO,1147,1,1,0,0,0,20,79,0,14,57,30,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,0,10,261,417
4,13,HIDALGO,1,ZIMAPAN,58,TASQUILLO,1148,1,1,0,0,0,15,74,0,17,155,102,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,31,423,706
4,13,HIDALGO,1,ZIMAPAN,58,TASQUILLO,1149,1,1,0,0,0,30,145,0,45,81,25,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365,0,19,384,709
4,13,HIDALGO,1,ZIMAPAN,58,TASQUILLO,1150,3,3,0,0,0,187,98,0,256,223,31,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,911,0,45,956,1639
4,13,HIDALGO,1,ZIMAPAN,58,TASQUILLO,1151,3,3,0,0,0,33,190,0,15,167,248,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,821,0,56,877,1719
4,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3
4,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1644,3,3,0,0,0,107,204,56,210,514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1091,13,34,1138,2126
4,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1645,2,2,0,0,0,70,127,43,185,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,777,1,24,802,1377
4,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1646,2,2,0,0,0,27,81,22,143,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,475,1,13,489,774
4,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1647,2,2,0,0,0,51,129,16,91,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,570,3,21,594,1027
4,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1648,2,2,0,0,0,45,101,24,145,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,536,0,28,564,921
4,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1649,2,2,0,0,0,52,72,32,175,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,584,2,22,608,944
4,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1650,3,3,0,0,0,99,219,52,241,464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1075,9,38,1122,1839
4,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1651,1,1,0,0,0,6,7,0,4,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,2,1,42,103
4,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1653,1,1,0,0,0,16,102,10,37,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305,1,26,332,539
4,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1654,1,1,0,0,0,10,10,7,29,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,1,5,85,124
4,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1655,1,1,0,0,0,3,15,8,13,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,4,92,132
4,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1656,1,1,0,0,0,10,16,3,53,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,4,119,157
4,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1657,1,1,0,0,0,5,7,2,15,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,5,102,183
4,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1660,1,1,0,0,0,24,45,3,13,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,0,12,170,279
4,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1661,1,1,0,0,0,11,23,2,9,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,6,100,177
4,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1662,1,1,0,0,0,51,41,2,24,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,3,11,219,362
4,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1663,1,1,0,0,0,24,70,6,20,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,1,18,229,358
4,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1664,1,1,0,0,0,16,63,4,17,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,1,4,134,249
4,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1667,1,1,0,0,0,5,24,0,16,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,2,115,252
4,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1668,1,1,0,0,0,37,105,13,46,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333,13,25,371,737
4,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1669,1,1,0,0,0,16,28,4,11,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,7,95,159
4,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1670,1,1,0,0,0,5,14,1,22,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,6,122,235
4,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1673,1,1,0,0,0,3,18,1,6,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,6,75,163
4,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1675,2,2,0,0,0,37,193,15,66,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,517,6,18,541,992
4,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1676,2,2,0,0,0,79,152,33,94,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,632,1,30,663,1209
4,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1678,3,3,0,0,0,126,319,47,175,495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1162,4,40,1206,1914
4,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1679,3,3,0,0,0,111,244,38,140,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1021,6,55,1082,1918
4,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1680,2,2,0,0,0,41,206,35,104,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,720,1,47,768,1401
4,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1681,1,1,0,0,0,3,28,1,6,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,8,93,262
4,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1682,1,1,0,0,0,13,74,18,63,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414,0,17,431,725
4,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1683,3,3,0,0,0,82,142,55,194,448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,921,3,39,963,1591
4,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1684,2,2,0,0,0,66,126,9,75,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,1,34,535,887
4,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1686,1,1,0,0,0,7,44,1,18,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,4,118,216
4,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1687,1,1,0,0,0,26,61,12,59,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,0,18,293,496
4,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1688,1,1,0,0,0,19,34,2,31,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,0,35,280,581
4,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1689,1,1,0,0,0,2,12,2,11,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,4,58,106
4,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1691,1,1,0,0,0,8,36,4,23,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,1,101,141
4,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1692,1,1,0,0,0,31,40,9,29,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,0,10,249,412
4,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1693,1,1,0,0,0,9,45,2,26,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,5,12,172,284
4,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1694,3,3,0,0,0,81,184,40,130,914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1349,0,47,1396,2170
4,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1695,1,1,0,0,0,1,13,6,12,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,1,1,72,133
4,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1696,1,1,0,0,0,25,87,8,51,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261,3,4,268,432
