CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,ACTAS_CASILLA-MEC,PAN,PRI,PRD,PVEM,PT,MC,MORENA,CAND_IND1,PVEM_MORENA,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
3,27,TABASCO,10,CENTRO,4,CENTRO,1175,2,2,14,24,15,44,41,16,432,,,586,0,47,633,1157
3,27,TABASCO,10,CENTRO,4,CENTRO,1176,2,2,7,23,12,51,40,10,435,,,578,0,62,640,1362
3,27,TABASCO,10,CENTRO,4,CENTRO,1177,4,4,12,38,18,111,57,27,765,,,1028,0,135,1163,2894
3,27,TABASCO,10,CENTRO,4,CENTRO,1178,4,4,22,52,18,131,70,22,866,,,1181,5,86,1272,2892
3,27,TABASCO,10,CENTRO,4,CENTRO,1179,5,5,34,51,22,139,63,24,775,,,1108,0,84,1192,3115
3,27,TABASCO,10,CENTRO,4,CENTRO,1193,2,2,10,10,17,54,44,9,336,,,480,0,69,549,1219
3,27,TABASCO,10,CENTRO,4,CENTRO,1194,3,3,16,29,16,78,48,21,609,,,817,0,87,904,1937
3,27,TABASCO,10,CENTRO,4,CENTRO,1195,3,3,21,59,78,104,85,19,799,,,1165,0,136,1301,2178
3,27,TABASCO,10,CENTRO,4,CENTRO,1196,3,3,27,39,22,92,75,13,580,,,848,1,72,921,1824
3,27,TABASCO,10,CENTRO,4,CENTRO,1197,4,4,38,82,33,128,163,22,912,,,1378,1,90,1469,2649
3,27,TABASCO,10,CENTRO,4,CENTRO,1198,1,1,3,5,5,11,17,3,115,,,159,1,14,174,312
3,27,TABASCO,11,COMALCALCO,5,COMALCALCO,0,0,1,0,0,1,0,0,0,1,,,2,0,1,3,6
3,27,TABASCO,11,COMALCALCO,5,COMALCALCO,512,3,3,53,10,294,61,95,7,559,,,1079,1,49,1129,1651
3,27,TABASCO,11,COMALCALCO,5,COMALCALCO,513,6,6,45,20,720,99,96,14,1760,,,2754,0,108,2862,4407
3,27,TABASCO,11,COMALCALCO,5,COMALCALCO,514,1,1,15,13,95,18,15,4,243,,,403,0,20,423,662
3,27,TABASCO,11,COMALCALCO,5,COMALCALCO,515,3,3,22,15,290,55,25,11,801,,,1219,0,59,1278,1321
3,27,TABASCO,11,COMALCALCO,5,COMALCALCO,518,1,1,9,4,87,10,10,3,238,,,361,0,15,376,538
3,27,TABASCO,11,COMALCALCO,5,COMALCALCO,519,1,1,23,8,112,19,12,5,275,,,454,0,20,474,720
3,27,TABASCO,11,COMALCALCO,5,COMALCALCO,521,2,2,17,5,154,21,21,2,274,,,494,2,29,525,780
3,27,TABASCO,11,COMALCALCO,5,COMALCALCO,525,4,4,16,14,354,140,17,4,738,,,1283,0,47,1330,1834
3,27,TABASCO,11,COMALCALCO,5,COMALCALCO,526,2,2,11,4,194,24,16,0,282,,,531,0,28,559,795
3,27,TABASCO,11,COMALCALCO,5,COMALCALCO,530,2,2,7,3,188,26,12,5,358,,,599,0,21,620,846
3,27,TABASCO,11,COMALCALCO,5,COMALCALCO,531,2,2,30,5,216,50,38,0,351,,,690,1,31,722,998
3,27,TABASCO,11,COMALCALCO,5,COMALCALCO,532,2,2,9,9,212,20,16,0,371,,,637,0,26,663,827
3,27,TABASCO,11,COMALCALCO,5,COMALCALCO,533,2,2,14,5,195,46,17,2,486,,,765,0,30,795,1131
3,27,TABASCO,11,COMALCALCO,5,COMALCALCO,534,2,2,4,5,141,27,17,3,407,,,604,0,33,637,908
3,27,TABASCO,11,COMALCALCO,5,COMALCALCO,535,2,2,7,5,248,10,12,8,315,,,605,0,34,639,903
3,27,TABASCO,11,COMALCALCO,5,COMALCALCO,537,1,1,19,6,124,36,16,0,285,,,486,0,13,499,653
3,27,TABASCO,11,COMALCALCO,5,COMALCALCO,549,2,2,4,9,196,22,20,4,598,,,853,0,59,912,1398
3,27,TABASCO,11,COMALCALCO,5,COMALCALCO,550,3,3,4,12,320,39,23,17,849,,,1264,1,72,1337,1859
3,27,TABASCO,11,COMALCALCO,5,COMALCALCO,552,3,3,20,11,290,40,41,14,939,,,1355,0,46,1401,1996
3,27,TABASCO,11,COMALCALCO,5,COMALCALCO,557,4,4,5,12,497,50,28,6,869,,,1467,0,79,1546,2262
3,27,TABASCO,11,COMALCALCO,5,COMALCALCO,559,3,3,7,16,393,39,28,9,740,,,1232,0,91,1323,1960
3,27,TABASCO,11,COMALCALCO,5,COMALCALCO,560,4,4,20,21,400,33,32,13,900,,,1419,0,44,1463,2299
3,27,TABASCO,11,COMALCALCO,5,COMALCALCO,561,2,2,3,4,211,25,18,7,615,,,883,0,29,912,1370
3,27,TABASCO,11,COMALCALCO,5,COMALCALCO,570,5,5,11,49,798,30,39,13,1045,,,1985,2,145,2132,3214
3,27,TABASCO,11,COMALCALCO,5,COMALCALCO,571,3,3,12,29,470,29,12,6,720,,,1278,0,38,1316,2042
3,27,TABASCO,11,COMALCALCO,5,COMALCALCO,572,3,3,11,15,301,19,13,13,683,,,1055,0,49,1104,1765
3,27,TABASCO,11,COMALCALCO,5,COMALCALCO,573,3,3,11,15,297,23,20,17,631,,,1014,0,57,1071,1825
3,27,TABASCO,11,COMALCALCO,5,COMALCALCO,574,3,3,7,12,350,26,22,6,759,,,1182,0,69,1251,2146
3,27,TABASCO,11,COMALCALCO,5,COMALCALCO,575,7,7,14,29,791,74,57,26,1641,,,2632,0,131,2763,4428
3,27,TABASCO,11,COMALCALCO,5,COMALCALCO,589,3,3,9,9,357,28,20,13,876,,,1312,0,65,1377,1992
3,27,TABASCO,11,COMALCALCO,5,COMALCALCO,592,5,5,18,68,653,37,50,20,1094,,,1940,3,109,2052,3107
3,27,TABASCO,11,COMALCALCO,5,COMALCALCO,594,4,4,20,7,474,50,33,8,913,,,1505,0,83,1588,2448
3,27,TABASCO,11,COMALCALCO,5,COMALCALCO,600,4,4,16,14,693,61,37,12,896,,,1729,0,72,1801,2729
3,27,TABASCO,11,COMALCALCO,5,COMALCALCO,602,3,3,16,10,385,19,21,15,773,,,1239,3,80,1322,1935
3,27,TABASCO,11,COMALCALCO,5,COMALCALCO,604,3,3,11,23,400,26,23,12,719,,,1214,0,66,1280,1897
3,27,TABASCO,11,COMALCALCO,5,COMALCALCO,605,1,1,4,5,178,11,5,8,265,,,476,0,35,511,738
3,27,TABASCO,11,COMALCALCO,5,COMALCALCO,606,4,4,8,26,452,51,26,13,815,,,1391,1,100,1492,2368
3,27,TABASCO,11,COMALCALCO,5,COMALCALCO,608,3,3,5,8,560,31,22,5,654,,,1285,29,47,1361,1957
3,27,TABASCO,11,COMALCALCO,6,CUNDUACAN,618,3,3,7,32,72,48,25,30,645,,,859,8,58,925,1624
3,27,TABASCO,11,COMALCALCO,6,CUNDUACAN,619,2,2,7,11,27,52,12,7,582,,,698,0,85,783,1378
3,27,TABASCO,11,COMALCALCO,6,CUNDUACAN,620,3,3,9,41,79,99,21,18,680,,,947,0,83,1030,1750
3,27,TABASCO,11,COMALCALCO,6,CUNDUACAN,621,2,2,11,12,48,90,36,9,688,,,894,1,63,958,1480
3,27,TABASCO,11,COMALCALCO,6,CUNDUACAN,622,2,2,4,8,20,55,14,22,380,,,503,0,44,547,1042
3,27,TABASCO,11,COMALCALCO,6,CUNDUACAN,624,3,3,16,18,59,96,23,20,655,,,887,0,149,1036,1681
3,27,TABASCO,11,COMALCALCO,6,CUNDUACAN,626,2,2,4,9,20,52,11,16,530,,,642,0,48,690,1145
3,27,TABASCO,11,COMALCALCO,6,CUNDUACAN,627,2,2,5,8,12,45,20,3,478,,,571,0,43,614,1085
3,27,TABASCO,11,COMALCALCO,6,CUNDUACAN,628,2,2,11,17,28,59,15,5,695,,,830,0,334,1164,1393
3,27,TABASCO,11,COMALCALCO,6,CUNDUACAN,633,2,2,6,21,23,40,16,13,491,,,610,0,61,671,1056
3,27,TABASCO,12,COMALCALCO,5,COMALCALCO,0,0,1,0,0,0,0,0,0,2,,,2,0,0,2,2
3,27,TABASCO,12,COMALCALCO,5,COMALCALCO,516,2,2,8,15,211,32,19,23,573,,,881,1,40,922,1422
3,27,TABASCO,12,COMALCALCO,5,COMALCALCO,517,2,2,10,20,222,18,13,23,445,,,751,0,31,782,1072
3,27,TABASCO,12,COMALCALCO,5,COMALCALCO,520,1,1,4,17,146,8,6,7,199,,,387,0,19,406,599
3,27,TABASCO,12,COMALCALCO,5,COMALCALCO,522,2,2,10,16,177,12,7,14,339,,,575,0,27,602,889
3,27,TABASCO,12,COMALCALCO,5,COMALCALCO,523,3,3,18,32,298,35,16,23,659,,,1081,2,35,1118,1589
3,27,TABASCO,12,COMALCALCO,5,COMALCALCO,524,1,1,11,12,118,8,10,16,266,,,441,0,8,449,650
3,27,TABASCO,12,COMALCALCO,5,COMALCALCO,527,2,2,7,7,166,11,6,11,321,,,529,0,15,544,792
3,27,TABASCO,12,COMALCALCO,5,COMALCALCO,529,2,2,2,10,149,10,6,10,342,,,529,0,41,570,835
3,27,TABASCO,12,COMALCALCO,5,COMALCALCO,536,3,3,24,21,322,48,32,48,756,,,1251,1,47,1299,1905
3,27,TABASCO,12,COMALCALCO,5,COMALCALCO,548,3,3,3,21,361,27,20,11,466,,,909,0,62,971,1545
3,27,TABASCO,12,COMALCALCO,5,COMALCALCO,551,3,3,1,10,512,30,20,13,663,,,1249,0,86,1335,1965
3,27,TABASCO,12,COMALCALCO,5,COMALCALCO,553,2,2,0,39,194,10,19,12,544,,,818,0,61,879,1424
3,27,TABASCO,12,COMALCALCO,5,COMALCALCO,554,3,3,3,13,402,19,16,9,780,,,1242,6,69,1317,1957
3,27,TABASCO,12,COMALCALCO,5,COMALCALCO,556,2,2,8,12,221,14,11,11,470,,,747,0,38,785,1169
3,27,TABASCO,12,COMALCALCO,5,COMALCALCO,558,3,3,6,12,414,20,15,8,640,,,1115,4,67,1186,1745
3,27,TABASCO,12,COMALCALCO,5,COMALCALCO,562,3,3,3,14,292,19,21,15,743,,,1107,1,57,1165,1737
3,27,TABASCO,12,COMALCALCO,5,COMALCALCO,563,2,2,3,5,236,15,18,15,568,,,860,0,65,925,1428
3,27,TABASCO,12,COMALCALCO,5,COMALCALCO,564,2,2,4,4,148,14,9,5,423,,,607,0,43,650,1012
3,27,TABASCO,12,COMALCALCO,5,COMALCALCO,565,3,3,3,19,276,29,16,11,617,,,971,2,61,1034,1677
3,27,TABASCO,12,COMALCALCO,5,COMALCALCO,566,2,2,1,9,220,19,10,15,527,,,801,0,9,810,1265
3,27,TABASCO,12,COMALCALCO,5,COMALCALCO,567,3,3,3,11,241,11,14,9,554,,,843,0,46,889,1176
3,27,TABASCO,12,COMALCALCO,5,COMALCALCO,568,3,3,8,11,310,27,25,22,775,,,1178,0,63,1241,1850
3,27,TABASCO,12,COMALCALCO,5,COMALCALCO,569,2,2,4,0,202,15,5,7,522,,,755,0,49,804,1267
3,27,TABASCO,12,COMALCALCO,5,COMALCALCO,576,4,4,4,16,698,25,27,16,932,,,1718,0,97,1815,2532
3,27,TABASCO,12,COMALCALCO,5,COMALCALCO,577,3,3,2,9,412,20,16,17,685,,,1161,0,44,1205,1753
3,27,TABASCO,12,COMALCALCO,5,COMALCALCO,578,4,4,5,31,404,28,21,15,895,,,1399,0,88,1487,2277
3,27,TABASCO,12,COMALCALCO,5,COMALCALCO,579,2,2,5,8,230,16,4,1,443,,,707,0,43,750,1132
3,27,TABASCO,12,COMALCALCO,5,COMALCALCO,580,2,2,1,10,313,12,13,9,335,,,693,0,38,731,1040
3,27,TABASCO,12,COMALCALCO,5,COMALCALCO,581,4,4,6,19,494,36,27,27,863,,,1472,0,82,1554,2337
3,27,TABASCO,12,COMALCALCO,5,COMALCALCO,582,3,3,4,8,334,30,20,10,614,,,1020,0,69,1089,1652
3,27,TABASCO,12,COMALCALCO,5,COMALCALCO,583,3,3,6,23,328,12,14,21,795,,,1199,0,59,1258,1931
3,27,TABASCO,12,COMALCALCO,5,COMALCALCO,584,2,2,5,30,285,24,11,16,494,,,865,0,47,912,1465
3,27,TABASCO,12,COMALCALCO,5,COMALCALCO,585,2,2,7,20,245,12,11,11,639,,,945,0,39,984,1442
3,27,TABASCO,12,COMALCALCO,5,COMALCALCO,586,3,3,2,57,382,30,15,15,675,,,1176,0,62,1238,1913
3,27,TABASCO,12,COMALCALCO,5,COMALCALCO,587,4,4,4,22,534,53,31,19,999,,,1662,0,75,1737,2590
3,27,TABASCO,12,COMALCALCO,5,COMALCALCO,588,3,3,4,13,388,11,10,14,464,,,904,0,50,954,1548
3,27,TABASCO,12,COMALCALCO,5,COMALCALCO,590,5,5,11,43,552,46,38,28,1113,,,1831,1,99,1931,3105
3,27,TABASCO,12,COMALCALCO,5,COMALCALCO,591,3,3,8,22,378,31,21,16,650,,,1126,0,71,1197,2017
3,27,TABASCO,12,COMALCALCO,5,COMALCALCO,593,3,3,3,31,361,27,15,16,557,,,1010,0,57,1067,1687
3,27,TABASCO,12,COMALCALCO,5,COMALCALCO,595,2,2,1,21,324,19,6,12,438,,,821,0,50,871,1350
3,27,TABASCO,12,COMALCALCO,5,COMALCALCO,596,2,2,5,12,269,14,8,9,565,,,882,0,59,941,1401
3,27,TABASCO,12,COMALCALCO,5,COMALCALCO,597,2,2,2,7,269,12,9,9,424,,,732,0,46,778,1095
3,27,TABASCO,12,COMALCALCO,5,COMALCALCO,598,3,3,2,18,388,25,29,17,744,,,1223,0,81,1304,2243
3,27,TABASCO,12,COMALCALCO,5,COMALCALCO,599,2,2,4,16,198,13,8,9,412,,,660,0,50,710,1212
3,27,TABASCO,12,COMALCALCO,5,COMALCALCO,601,4,4,7,31,573,21,19,17,887,,,1555,3,90,1648,2502
3,27,TABASCO,12,COMALCALCO,5,COMALCALCO,603,4,4,5,20,286,16,9,9,685,,,1030,0,87,1117,1802
3,27,TABASCO,12,COMALCALCO,5,COMALCALCO,607,4,4,0,33,567,13,21,16,828,,,1478,0,82,1560,2371
3,27,TABASCO,12,COMALCALCO,5,COMALCALCO,1145,3,3,3,12,407,22,26,23,551,,,1044,0,45,1089,1671
3,27,TABASCO,12,COMALCALCO,5,COMALCALCO,1146,1,1,3,4,160,7,6,7,275,,,462,0,28,490,715
3,27,TABASCO,12,COMALCALCO,5,COMALCALCO,1147,4,4,9,9,508,45,39,25,1064,,,1699,0,55,1754,2903
3,27,TABASCO,12,COMALCALCO,5,COMALCALCO,1152,1,1,9,16,103,10,13,15,217,,,383,0,12,395,566
3,27,TABASCO,12,COMALCALCO,5,COMALCALCO,1153,5,5,15,37,441,48,40,46,1102,,,1729,0,74,1803,2740
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,0,0,1,0,0,0,0,0,0,1,1,,2,0,0,2,2
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,609,5,5,13,13,149,250,22,60,810,488,,1805,13,77,1895,3236
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,610,3,3,16,14,106,164,13,48,453,441,,1255,1,55,1311,1991
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,611,4,4,10,21,82,218,23,68,550,511,,1483,1,85,1569,2483
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,612,2,2,3,9,54,128,8,30,305,252,,789,0,22,811,1182
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,613,3,3,6,18,135,226,5,34,387,352,,1163,0,22,1185,1430
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,614,4,4,10,14,91,188,6,39,571,456,,1375,1,90,1466,2329
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,615,2,2,2,10,49,140,8,21,316,220,,766,1,35,802,1189
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,616,3,3,16,10,49,167,7,55,491,367,,1162,0,39,1201,1911
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,617,3,3,10,20,61,157,17,44,469,466,,1244,2,42,1288,1938
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,623,2,2,2,19,11,158,12,31,325,97,,655,1,74,730,1305
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,625,3,3,5,5,23,134,12,86,583,167,,1015,0,60,1075,1707
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,629,3,3,6,19,14,197,6,26,384,174,,826,0,45,871,1637
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,630,3,3,6,18,20,119,10,15,417,200,,805,0,75,880,1549
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,631,3,3,4,14,26,195,14,31,527,195,,1006,0,49,1055,1805
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,632,2,2,4,12,17,98,15,21,346,177,,690,0,28,718,1080
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,634,2,2,2,12,16,72,14,24,397,181,,718,0,57,775,1273
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,635,4,4,11,37,30,140,25,30,505,436,,1214,0,83,1297,2281
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,636,3,3,3,9,14,210,13,26,448,175,,898,0,47,945,1764
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,637,2,2,6,10,17,207,21,16,382,167,,826,0,51,877,1499
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,638,3,3,10,15,18,105,16,34,459,464,,1121,0,66,1187,1910
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,639,3,3,24,14,28,131,19,18,547,271,,1052,0,59,1111,1670
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,640,3,3,4,19,18,83,19,12,551,175,,881,0,86,967,1750
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,641,4,4,9,17,20,184,17,26,804,243,,1320,0,105,1425,2677
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,642,4,4,8,37,28,132,13,28,921,255,,1422,0,69,1491,2534
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,643,2,2,1,6,19,102,12,7,373,194,,714,0,47,761,1202
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,644,2,2,7,17,31,129,12,21,418,153,,788,0,62,850,1436
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,645,5,5,37,18,23,98,13,20,704,455,,1368,0,85,1453,2310
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,646,2,2,3,8,13,82,9,34,318,339,,806,0,37,843,1320
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,647,2,2,7,7,44,212,6,20,381,175,,852,0,49,901,1414
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,648,3,3,4,13,22,77,13,22,505,311,,967,0,44,1011,1593
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,649,2,2,4,13,11,87,7,36,346,308,,812,0,50,862,1487
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,650,2,2,7,21,20,118,4,7,254,221,,652,0,53,705,1273
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,651,3,3,5,17,23,97,16,46,560,150,,914,0,65,979,1477
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,652,2,2,5,8,14,67,9,7,251,423,,784,0,47,831,1315
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,653,3,3,2,15,20,93,20,84,534,207,,975,0,85,1060,1702
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,655,3,3,4,5,10,46,17,19,347,260,,708,0,44,752,1158
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,656,4,4,8,11,34,131,22,33,1024,196,,1459,0,62,1521,2315
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,657,2,2,3,10,3,45,1,7,230,258,,557,0,43,600,1017
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,658,3,3,20,13,61,167,19,21,557,136,,994,0,45,1039,1593
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,659,5,5,4,14,62,185,25,47,713,499,,1549,0,106,1655,3144
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,660,1,1,3,10,10,19,10,17,239,92,,400,0,27,427,662
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,661,2,2,3,8,3,126,20,47,325,85,,617,0,40,657,1036
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,662,2,2,3,15,28,90,8,91,479,121,,835,0,46,881,1482
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,663,5,5,11,20,25,219,23,562,906,208,,1974,0,148,2122,3490
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,664,2,2,4,15,11,83,63,16,402,120,,714,0,46,760,1204
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,665,4,4,6,42,40,82,34,61,990,187,,1442,0,113,1555,2412
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,666,3,3,6,18,26,115,17,31,713,75,,1001,0,109,1110,1625
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,667,2,2,3,17,13,133,19,47,346,80,,658,0,37,695,1171
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,1202,3,3,9,12,41,98,19,39,541,382,,1141,1,53,1195,2022
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,1203,2,2,2,10,17,100,18,28,295,216,,686,0,52,738,1245
3,27,TABASCO,14,EMILIANO ZAPATA,7,EMILIANO ZAPATA,0,0,1,0,0,0,0,0,1,7,,,8,0,0,8,11
3,27,TABASCO,14,EMILIANO ZAPATA,7,EMILIANO ZAPATA,668,4,4,22,7,23,54,36,540,744,,,1426,0,47,1473,2287
3,27,TABASCO,14,EMILIANO ZAPATA,7,EMILIANO ZAPATA,669,2,2,14,2,7,15,16,274,345,,,673,0,40,713,1037
3,27,TABASCO,14,EMILIANO ZAPATA,7,EMILIANO ZAPATA,670,2,2,23,9,10,33,11,208,299,,,593,0,17,610,699
3,27,TABASCO,14,EMILIANO ZAPATA,7,EMILIANO ZAPATA,671,2,2,24,2,5,28,14,317,396,,,786,0,23,809,1025
3,27,TABASCO,14,EMILIANO ZAPATA,7,EMILIANO ZAPATA,672,3,3,10,4,16,37,35,454,784,,,1340,0,57,1397,2079
3,27,TABASCO,14,EMILIANO ZAPATA,7,EMILIANO ZAPATA,673,2,2,13,2,6,27,20,300,374,,,742,0,33,775,1019
3,27,TABASCO,14,EMILIANO ZAPATA,7,EMILIANO ZAPATA,674,6,6,34,7,21,113,71,877,1174,,,2297,0,100,2397,3669
3,27,TABASCO,14,EMILIANO ZAPATA,7,EMILIANO ZAPATA,675,2,2,13,2,9,15,16,219,295,,,569,2,28,599,812
3,27,TABASCO,14,EMILIANO ZAPATA,7,EMILIANO ZAPATA,676,2,2,9,6,14,33,29,254,401,,,746,0,28,774,1133
3,27,TABASCO,14,EMILIANO ZAPATA,7,EMILIANO ZAPATA,677,5,5,34,11,28,87,64,876,1287,,,2387,0,84,2471,3685
3,27,TABASCO,14,EMILIANO ZAPATA,7,EMILIANO ZAPATA,678,5,5,14,4,5,35,22,859,1265,,,2204,0,97,2301,3280
3,27,TABASCO,14,EMILIANO ZAPATA,7,EMILIANO ZAPATA,679,3,3,5,1,1,16,59,253,468,,,803,2,28,833,1026
3,27,TABASCO,14,EMILIANO ZAPATA,7,EMILIANO ZAPATA,680,1,1,0,0,0,5,2,70,105,,,182,0,8,190,224
3,27,TABASCO,14,EMILIANO ZAPATA,7,EMILIANO ZAPATA,681,2,2,5,1,2,21,14,296,338,,,677,0,29,706,849
3,27,TABASCO,14,EMILIANO ZAPATA,7,EMILIANO ZAPATA,682,1,1,5,1,0,14,9,191,294,,,514,0,24,538,672
3,27,TABASCO,14,EMILIANO ZAPATA,7,EMILIANO ZAPATA,683,2,2,4,4,6,29,13,305,405,,,766,0,33,799,1124
3,27,TABASCO,14,EMILIANO ZAPATA,11,JONUTA,846,3,3,7,10,536,30,18,26,822,,,1449,3,51,1503,1958
3,27,TABASCO,14,EMILIANO ZAPATA,11,JONUTA,847,4,4,18,12,414,22,8,23,751,,,1248,2,39,1289,1536
3,27,TABASCO,14,EMILIANO ZAPATA,11,JONUTA,848,2,2,5,5,293,23,5,22,506,,,859,0,41,900,1163
3,27,TABASCO,14,EMILIANO ZAPATA,11,JONUTA,849,2,2,6,8,304,14,9,16,517,,,874,4,24,902,1145
3,27,TABASCO,14,EMILIANO ZAPATA,11,JONUTA,850,1,1,1,5,99,6,2,4,175,,,292,0,18,310,417
3,27,TABASCO,14,EMILIANO ZAPATA,11,JONUTA,851,2,2,5,5,280,8,2,5,351,,,656,0,19,675,803
3,27,TABASCO,14,EMILIANO ZAPATA,11,JONUTA,852,2,2,1,2,203,10,2,4,327,,,549,0,16,565,669
3,27,TABASCO,14,EMILIANO ZAPATA,11,JONUTA,853,1,1,4,0,145,11,4,4,394,,,562,0,11,573,688
3,27,TABASCO,14,EMILIANO ZAPATA,11,JONUTA,854,1,1,0,0,72,0,0,2,55,,,129,0,3,132,167
3,27,TABASCO,14,EMILIANO ZAPATA,11,JONUTA,855,1,1,2,0,98,6,2,5,144,,,257,0,19,276,350
3,27,TABASCO,14,EMILIANO ZAPATA,11,JONUTA,856,1,1,0,0,53,1,3,2,184,,,243,0,8,251,303
3,27,TABASCO,14,EMILIANO ZAPATA,11,JONUTA,857,2,2,1,7,252,9,13,10,350,,,642,0,26,668,829
3,27,TABASCO,14,EMILIANO ZAPATA,11,JONUTA,858,2,2,3,7,223,16,3,8,527,,,787,0,26,813,1053
3,27,TABASCO,14,EMILIANO ZAPATA,11,JONUTA,859,3,3,2,1,334,9,5,6,606,,,963,0,48,1011,1248
3,27,TABASCO,14,EMILIANO ZAPATA,11,JONUTA,860,2,2,3,7,221,6,3,4,521,,,765,0,19,784,965
3,27,TABASCO,14,EMILIANO ZAPATA,11,JONUTA,861,2,2,4,17,391,20,11,24,598,,,1065,0,49,1114,1395
3,27,TABASCO,14,EMILIANO ZAPATA,11,JONUTA,862,2,2,4,2,154,13,5,13,382,,,573,0,18,591,687
3,27,TABASCO,14,EMILIANO ZAPATA,11,JONUTA,863,2,2,4,12,366,18,13,10,574,,,997,0,32,1029,1340
3,27,TABASCO,14,EMILIANO ZAPATA,11,JONUTA,864,1,1,2,0,51,3,2,1,263,,,322,0,12,334,391
3,27,TABASCO,14,EMILIANO ZAPATA,11,JONUTA,865,2,2,3,3,147,17,8,9,670,,,857,0,45,902,1089
3,27,TABASCO,14,EMILIANO ZAPATA,11,JONUTA,866,1,1,3,0,135,3,3,3,314,,,461,0,21,482,577
3,27,TABASCO,14,EMILIANO ZAPATA,11,JONUTA,867,1,1,0,0,141,2,2,0,290,,,435,0,11,446,630
3,27,TABASCO,14,EMILIANO ZAPATA,11,JONUTA,868,3,3,2,4,440,31,17,9,814,,,1317,0,35,1352,1737
3,27,TABASCO,14,EMILIANO ZAPATA,11,JONUTA,869,2,2,0,4,204,7,9,4,821,,,1049,0,40,1089,1324
3,27,TABASCO,14,EMILIANO ZAPATA,11,JONUTA,870,2,2,1,4,188,14,7,6,639,,,859,0,45,904,1185
3,27,TABASCO,14,EMILIANO ZAPATA,11,JONUTA,871,2,2,0,1,109,10,4,6,574,,,704,0,30,734,866
3,27,TABASCO,14,EMILIANO ZAPATA,12,MACUSPANA,886,3,3,19,51,37,127,16,13,345,,,608,0,69,677,1474
3,27,TABASCO,14,EMILIANO ZAPATA,12,MACUSPANA,887,1,1,6,4,10,34,2,7,141,,,204,0,14,218,411
