CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,ID_DEMARCACION_LOCAL,DEMARCACION_LOCAL,TIPO_DE_CANDIDATURA,NOMBRE_ACTOR_POLITICO,NUMERO_LISTA,PERSONA_CANDIDATA,IDENTIDAD_SEXO_GENERICA,ACCION_AFIRMATIVA,RUTA_CONSTANCIA,PARTIDO_POLITICO
1,14,JALISCO,,,,,,,GOB,MC,1,JESUS PABLO LEMUS NAVARRO,1,,,MC
1,14,JALISCO,1,TEQUILA,,,,,DIP_LOC_MR,PVEM_PT_MORENA_HAGAMOS_FUTURO,1,SERGIO MIGUEL MARTIN CASTELLANOS,1,,,PT
1,14,JALISCO,2,LAGOS DE MORENO,,,,,DIP_LOC_MR,PAN_PRI_PRD,1,JULIO CESAR HURTADO LUNA,1,,,PAN
1,14,JALISCO,3,TEPATITLAN DE MORELOS,,,,,DIP_LOC_MR,PAN_PRI_PRD,1,MARCO TULIO MOYA DIAZ,1,,,PAN
1,14,JALISCO,4,ZAPOPAN,,,,,DIP_LOC_MR,PVEM_PT_MORENA_HAGAMOS_FUTURO,1,TONANTZIN ELUSAY CARDENAS MENDEZ,2,,,FUTURO
1,14,JALISCO,5,PUERTO VALLARTA,,,,,DIP_LOC_MR,PVEM_PT_MORENA_HAGAMOS_FUTURO,1,YUSSARA ELIZABETH CANALES GONZALEZ,2,,,PVEM
1,14,JALISCO,6,ZAPOPAN,,,,,DIP_LOC_MR,MC,1,LAURA GABRIELA CARDENAS RODRIGUEZ,2,,,MC
1,14,JALISCO,7,TONALA,,,,,DIP_LOC_MR,PVEM_PT_MORENA_HAGAMOS_FUTURO,1,MARTA ESTELA ARIZMENDI FOMBONA,2,,,MORENA
1,14,JALISCO,8,GUADALAJARA,,,,,DIP_LOC_MR,MC,1,PRISCILLA FRANCO BARBA,2,,,MC
1,14,JALISCO,9,GUADALAJARA,,,,,DIP_LOC_MR,PVEM_PT_MORENA_HAGAMOS_FUTURO,1,ITZUL BARRERA RODRIGUEZ,2,,,MORENA
1,14,JALISCO,10,ZAPOPAN,,,,,DIP_LOC_MR,MC,1,MONICA PAOLA MAGAÑA MENDOZA,2,,,MC
1,14,JALISCO,11,GUADALAJARA,,,,,DIP_LOC_MR,PVEM_PT_MORENA_HAGAMOS_FUTURO,1,ITZCOATL TONATIUH BRAVO PADILLA,1,,,HAGAMOS
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,,,,,DIP_LOC_MR,MC,1,ADRIANA GABRIELA MEDINA ORTIZ,2,,,MC
1,14,JALISCO,13,SAN PEDRO TLAQUEPAQUE,,,,,DIP_LOC_MR,PVEM_PT_MORENA_HAGAMOS_FUTURO,1,LEONARDO ALMAGUER CASTAÑEDA,1,,,PT
1,14,JALISCO,14,TLAJOMULCO DE ZUÑIGA,,,,,DIP_LOC_MR,PVEM_PT_MORENA_HAGAMOS_FUTURO,1,MARIANA CASILLAS GUERRERO,2,CANDIDATURAS DE PERSONAS JOVENES,,FUTURO
1,14,JALISCO,15,LA BARCA,,,,,DIP_LOC_MR,PAN_PRI_PRD,1,JOSE AURELIO FONSECA OLIVARES,1,,,PRI
1,14,JALISCO,16,SAN PEDRO TLAQUEPAQUE,,,,,DIP_LOC_MR,PVEM_PT_MORENA_HAGAMOS_FUTURO,1,ALBERTO ALFARO GARCIA,1,,,MORENA
1,14,JALISCO,17,JOCOTEPEC,,,,,DIP_LOC_MR,PVEM_PT_MORENA_HAGAMOS_FUTURO,1,JOSE GUADALUPE BUENROSTRO MARTINEZ,1,,,PVEM
1,14,JALISCO,18,AUTLAN DE NAVARRO,,,,,DIP_LOC_MR,PVEM_PT_MORENA_HAGAMOS_FUTURO,1,EDGAR ENRIQUE VELAZQUEZ GONZALEZ,1,,,HAGAMOS
1,14,JALISCO,19,ZAPOTLAN EL GRANDE,,,,,DIP_LOC_MR,PVEM_PT_MORENA_HAGAMOS_FUTURO,1,ALEJANDRO BARRAGAN SANCHEZ,1,,,MORENA
1,14,JALISCO,20,TONALA,,,,,DIP_LOC_MR,PVEM_PT_MORENA_HAGAMOS_FUTURO,1,VALERIA GUADALUPE AVILA GUTIERREZ,2,,,HAGAMOS
1,14,JALISCO,3,TEPATITLAN DE MORELOS,,,,,DIP_LOC_RP,PVEM_PT_MORENA_HAGAMOS_FUTURO,1,MARTIN FRANCO CUEVAS,1,,,MORENA
1,14,JALISCO,4,ZAPOPAN,,,,,DIP_LOC_RP,MC,1,ALEJANDRA MARGARITA GIADANS VALENZUELA,2,,,MC
1,14,JALISCO,8,GUADALAJARA,,,,,DIP_LOC_RP,PAN_PRI_PRD,1,CESAR OCTAVIO MADRIGAL DIAZ,1,,,PAN
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,,,,,DIP_LOC_RP,PVEM_PT_MORENA_HAGAMOS_FUTURO,1,BRENDA GUADALUPE CARRERA GARCIA,2,,,MORENA
1,14,JALISCO,14,TLAJOMULCO DE ZUÑIGA,,,,,DIP_LOC_RP,MC,1,LUIS OCTAVIO VIDRIO MARTINEZ,1,,,MC
1,14,JALISCO,,,,,,,DIP_LOC_RP,MORENA,1,MARIA CANDELARIA OCHOA AVALOS,2,,,MORENA
1,14,JALISCO,,,,,,,DIP_LOC_RP,MORENA,2,EMMANUEL ALEJANDRO PUERTO COVARRUBIAS,1,CANDIDATURAS DE PERSONAS JOVENES,,MORENA
1,14,JALISCO,,,,,,,DIP_LOC_RP,MORENA,5,NORMA LOPEZ RAMIREZ,2,CANDIDATURAS DE LA DIVERSIDAD SEXUAL,,MORENA
1,14,JALISCO,,,,,,,DIP_LOC_RP,MORENA,4,MIGUEL DE LA ROSA FIGUEROA,1,,,MORENA
1,14,JALISCO,,,,,,,DIP_LOC_RP,MC,1,VERONICA MAGDALENA JIMENEZ VAZQUEZ,2,,,MC
1,14,JALISCO,,,,,,,DIP_LOC_RP,MC,2,SALVADOR ZAMORA ZAMORA,1,,,MC
1,14,JALISCO,,,,,,,DIP_LOC_RP,MC,4,JOSE LUIS TOSTADO BASTIDAS,1,,,MC
1,14,JALISCO,,,,,,,DIP_LOC_RP,MC,5,ESTHER MONTSERRAT PEREZ CISNEROS,2,CANDIDATURAS DE LA DIVERSIDAD SEXUAL,,MC
1,14,JALISCO,,,,,,,DIP_LOC_RP,MC,6,OMAR ENRIQUE CERVANTES RIVERA,1,,,MC
1,14,JALISCO,,,,,,,DIP_LOC_RP,PAN,1,CLAUDIA MURGUIA TORRES,2,,,PAN
1,14,JALISCO,,,,,,,DIP_LOC_RP,PAN,2,ISAIAS CORTES BERUMEN,1,,,PAN
1,14,JALISCO,,,,,,,DIP_LOC_RP,PRI,1,MARIA DEL REFUGIO CAMARENA JAUREGUI,2,,,PRI
1,14,JALISCO,,,,,,,DIP_LOC_RP,PRI,3,ALONDRA GETSEMANY FAUSTO DE LEON,2,,,PRI
1,14,JALISCO,,,1,ACATIC,,,PRES_MUN,MC,1,SANDRA CASTAÑEDA ALATORRE,2,,,MC
1,14,JALISCO,,,1,ACATIC,,,REG_MR,MC,2,RAMON PAREDES GUERRERO,1,,,MC
1,14,JALISCO,,,1,ACATIC,,,REG_MR,MC,3,CONSUELO PEREZ MUÑOZ,2,,,MC
1,14,JALISCO,,,1,ACATIC,,,REG_MR,MC,4,RAFAEL HERNANDEZ LOPEZ,1,,,MC
1,14,JALISCO,,,1,ACATIC,,,SIND_MR,MC,5,SUSANA CONCEPCION ALVARADO RAYGOZA,2,,,MC
1,14,JALISCO,,,1,ACATIC,,,REG_MR,MC,6,ESTEBAN ANTONIO MALDONADO RIVERA,1,CANDIDATURAS DE PERSONAS JOVENES,,MC
1,14,JALISCO,,,1,ACATIC,,,REG_MR,MC,7,KAREN DAYANA NAVARRO ALVARADO,2,,,MC
1,14,JALISCO,,,1,ACATIC,,,REG_RP,PAN_PRI_PRD,1,OLIVERIO ESAU MOYA DIAZ,1,CANDIDATURAS DE PERSONAS JOVENES,,PAN
1,14,JALISCO,,,1,ACATIC,,,REG_RP,PAN_PRI_PRD,2,MARIA DEL REFUGIO GUTIERREZ HERNANDEZ,2,,,PAN
1,14,JALISCO,,,1,ACATIC,,,REG_RP,PVEM_PT_MORENA_HAGAMOS_FUTURO,1,CLAUDIA CECILIA FLORES SALCEDO,2,,,HAGAMOS
1,14,JALISCO,,,1,ACATIC,,,REG_RP,PVEM_PT_MORENA_HAGAMOS_FUTURO,2,J JESUS DIAZ REAL,1,,,HAGAMOS
1,14,JALISCO,,,2,ACATLAN DE JUAREZ,,,PRES_MUN,MC,1,JAIME ENRIQUE VELASCO LOPEZ,1,,,MC
1,14,JALISCO,,,2,ACATLAN DE JUAREZ,,,SIND_MR,MC,2,ITSEL ESTEFANIA SEDANO MORENO,2,CANDIDATURAS DE PERSONAS JOVENES,,MC
1,14,JALISCO,,,2,ACATLAN DE JUAREZ,,,REG_MR,MC,3,JUAN CARLOS MOSQUEDA GARCIA,1,,,MC
1,14,JALISCO,,,2,ACATLAN DE JUAREZ,,,REG_MR,MC,4,NARDA MARIBEL MONTES ECHAURY,2,,,MC
1,14,JALISCO,,,2,ACATLAN DE JUAREZ,,,REG_MR,MC,5,CRISTHIAN OMAR DE LA O MARTINEZ,1,,,MC
1,14,JALISCO,,,2,ACATLAN DE JUAREZ,,,REG_MR,MC,6,ALEJANDRA ELIZABETH GARCIA FLORES,2,,,MC
1,14,JALISCO,,,2,ACATLAN DE JUAREZ,,,REG_MR,MC,7,J GUADALUPE GONZALEZ PONCE,1,,,MC
1,14,JALISCO,,,2,ACATLAN DE JUAREZ,,,REG_RP,PAN_PRI_PRD,2,GABRIELA TORRES ROMAN,2,,,PAN
1,14,JALISCO,,,2,ACATLAN DE JUAREZ,,,REG_RP,MORENA,1,MARIA DE LA LUZ SANTANA MONTES,2,,,MORENA
1,14,JALISCO,,,2,ACATLAN DE JUAREZ,,,REG_RP,PT,1,JUAN CARLOS GARCIA IBARRA,1,CANDIDATURAS DE PERSONAS JOVENES,,PT
1,14,JALISCO,,,2,ACATLAN DE JUAREZ,,,REG_RP,PVEM,1,HECTOR HERNANDEZ MORENO,1,,,PVEM
1,14,JALISCO,,,3,AHUALULCO DE MERCADO,,,PRES_MUN,MC,1,JOSE BLADIMIR ARREOLA ALVAREZ,1,,,MC
1,14,JALISCO,,,3,AHUALULCO DE MERCADO,,,REG_MR,MC,2,MARIA NOELIA VALDEZ ARANDA,2,,,MC
