CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,ACTA_CASILLA-MEC,URNA_ELECTRONICA,PAN,PRI,PRD,PVEM,PT,UDC,MC,MORENA,CAND_IND1,CAND_IND2,PRI_PRD_UDC,PRI_PRD,PRI_UDC,PRD_UDC,PT_MORENA,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,347,C,1,0,C01,0,38,180,19,23,9,0,3,90,0,0,1,0,0,0,3,366,0,23,389,599,Grupo de recuento,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,347,C,2,0,C02,0,42,138,22,25,11,0,6,85,0,0,4,1,1,0,5,340,0,15,355,599,Grupo de recuento,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,348,B,1,0,B,0,34,153,20,20,12,0,3,73,0,0,0,0,2,0,7,324,0,33,357,619,Acta casilla,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,348,C,1,0,C01,0,36,187,7,30,4,1,3,70,0,0,0,2,0,0,8,348,0,12,360,619,Grupo de recuento,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,348,C,2,0,C02,0,22,169,19,15,4,0,6,91,0,0,0,4,0,0,2,332,0,24,356,619,Grupo de recuento,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,348,C,3,0,C03,0,25,176,15,24,7,3,2,67,0,0,0,0,0,1,4,324,1,18,343,618,Grupo de recuento,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,349,B,1,0,B,0,21,177,12,26,2,0,2,87,0,0,0,8,0,0,6,341,0,21,362,589,Grupo de recuento,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,349,C,1,0,C01,0,21,201,23,19,7,3,0,74,0,0,3,4,0,0,5,360,0,10,370,589,Grupo de recuento,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,349,C,2,0,C02,0,22,205,18,20,2,1,2,83,0,0,1,5,0,0,4,363,0,12,375,589,Grupo de recuento,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,350,B,1,0,B,0,33,166,8,23,9,2,6,95,0,0,3,1,0,0,8,354,0,14,368,660,Grupo de recuento,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,350,C,1,0,C01,0,48,205,11,23,9,2,6,88,0,0,3,0,0,1,3,399,0,24,423,660,Grupo de recuento,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,351,B,1,0,B,0,29,224,6,23,9,1,8,92,0,0,1,2,1,0,3,399,0,13,412,637,Grupo de recuento,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,351,C,1,0,C01,0,23,244,8,34,14,3,4,101,0,0,4,0,0,0,14,449,0,21,470,637,Grupo de recuento,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,352,B,1,0,B,0,43,170,7,22,5,0,6,73,0,0,1,5,0,0,3,335,0,4,339,474,Grupo de recuento,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,352,C,1,0,C01,0,37,170,2,4,4,1,3,66,0,0,1,1,0,0,3,292,0,13,305,473,Acta casilla,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,353,B,1,0,B,0,45,138,6,10,10,5,4,63,0,0,0,1,2,0,3,287,0,8,295,434,Acta casilla,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,353,C,1,0,C01,0,52,136,5,15,7,1,3,61,0,0,2,1,0,0,3,286,0,6,292,433,Grupo de recuento,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,354,B,1,0,B,0,61,179,8,7,9,1,5,56,0,0,0,0,0,0,6,332,0,7,339,473,Grupo de recuento,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,355,B,1,0,B,0,131,194,5,10,2,1,2,45,0,0,3,2,0,0,2,397,0,3,400,525,Acta casilla,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,355,C,1,0,C01,0,104,219,5,5,4,2,8,54,0,0,4,1,0,0,2,408,0,1,409,524,Acta casilla,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,356,B,1,0,B,0,43,247,2,14,14,4,8,123,0,0,0,0,0,0,0,455,0,13,468,734,Acta casilla,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,356,C,1,0,C01,0,23,218,10,11,12,0,2,129,0,0,2,0,2,0,9,418,0,0,418,733,Grupo de recuento,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,357,B,1,0,B,0,115,178,12,7,6,4,4,54,0,0,4,2,1,0,6,393,0,6,399,566,Grupo de recuento,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,357,C,3,0,C03,0,116,221,9,6,5,1,6,52,0,0,1,1,0,0,2,420,0,8,428,566,Grupo de recuento,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,357,C,1,0,C01,0,106,215,6,4,7,1,8,61,0,0,2,2,0,0,2,414,0,6,420,566,Grupo de recuento,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,357,C,2,0,C02,0,114,158,7,8,11,1,6,41,0,0,7,1,1,1,4,360,0,0,360,566,Grupo de recuento,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,358,B,1,0,B,0,37,114,5,14,9,1,7,64,0,0,1,0,0,0,2,254,0,7,261,400,Grupo de recuento,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,358,C,1,0,C01,0,51,108,3,10,6,4,3,42,0,0,0,0,0,0,2,229,0,9,238,399,Grupo de recuento,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,359,B,1,0,B,0,17,197,10,18,5,3,3,77,0,0,1,0,1,0,1,333,0,7,340,480,Grupo de recuento,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,359,C,1,0,C01,0,37,182,8,12,4,0,1,68,0,0,0,0,0,0,2,314,0,9,323,480,Grupo de recuento,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,360,B,1,0,B,0,26,224,7,26,6,0,0,88,0,0,1,3,0,0,4,385,0,11,396,607,Grupo de recuento,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,360,C,1,0,C01,0,25,248,4,21,10,0,3,85,0,0,0,1,2,0,2,401,0,11,412,606,Grupo de recuento,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,361,B,1,0,B,0,26,196,17,19,5,0,5,76,0,0,0,0,0,0,0,344,0,12,356,535,Acta casilla,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,361,C,1,0,C01,0,21,199,9,21,8,0,2,53,0,0,0,1,0,0,3,317,0,9,326,535,Grupo de recuento,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,361,C,2,0,C02,0,24,229,10,14,3,0,2,62,0,0,0,2,0,0,3,349,0,14,363,535,Grupo de recuento,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,362,B,1,0,B,0,42,181,18,20,13,3,7,93,0,0,0,2,2,0,5,386,0,26,412,721,Grupo de recuento,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,362,C,4,0,C04,0,40,153,16,22,10,1,5,112,0,0,4,5,1,0,3,372,0,20,392,720,Grupo de recuento,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,362,C,3,0,C03,0,29,208,19,37,17,0,5,91,0,0,0,0,0,0,1,407,0,14,421,720,Grupo de recuento,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,362,C,1,0,C01,0,36,209,14,34,11,0,8,100,0,0,0,0,0,0,4,416,0,23,439,721,Grupo de recuento,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,362,C,2,0,C02,0,48,178,23,13,10,1,6,86,0,0,1,3,0,0,4,373,0,23,396,720,Grupo de recuento,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,363,B,1,0,B,0,26,262,21,22,8,1,3,91,0,0,4,0,0,0,4,442,0,1,443,649,Grupo de recuento,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,364,B,1,0,B,0,34,200,9,36,13,3,2,108,0,0,0,3,0,0,6,414,0,18,432,657,Acta casilla,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,364,C,1,0,C01,0,39,204,16,26,16,0,4,86,0,0,0,1,1,0,4,397,0,20,417,656,Grupo de recuento,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,365,B,1,0,B,0,31,291,10,29,8,1,6,94,0,0,3,0,1,0,8,482,0,15,497,745,Grupo de recuento,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,366,B,1,0,B,0,47,162,6,17,4,1,8,73,0,0,3,0,0,0,4,325,0,3,328,477,Acta casilla,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,367,B,1,0,B,0,29,149,5,6,6,0,3,74,0,0,2,0,0,0,2,276,0,6,282,413,Acta casilla,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,367,C,1,0,C01,0,30,153,6,10,6,0,1,58,0,0,0,1,2,0,2,269,0,9,278,413,Grupo de recuento,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,368,B,1,0,B,0,76,195,7,8,5,0,6,46,0,0,1,1,0,0,2,347,0,1,348,478,Grupo de recuento,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,368,C,1,0,C01,0,91,189,7,9,4,0,6,27,0,0,4,2,0,0,4,343,0,4,347,477,Acta casilla,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,369,B,1,0,B,0,135,303,6,13,3,1,9,48,0,0,2,1,1,0,3,525,0,2,527,708,Grupo de recuento,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,369,C,1,0,C01,0,142,266,8,16,4,0,10,62,0,0,1,0,0,0,1,510,0,5,515,708,Grupo de recuento,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,370,B,1,0,B,0,27,166,7,22,9,1,2,102,0,0,3,4,0,0,5,348,0,8,356,529,Grupo de recuento,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,370,C,1,0,C01,0,27,174,8,17,12,1,4,82,0,0,0,3,2,0,4,334,0,16,350,529,Grupo de recuento,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,370,C,2,0,C02,0,25,190,9,25,8,0,5,82,0,0,1,3,2,0,3,353,0,12,365,529,Grupo de recuento,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,371,B,1,0,B,0,23,209,15,23,11,2,4,107,0,0,0,0,0,0,0,394,0,17,411,621,Acta casilla,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,371,C,1,0,C01,0,34,182,22,19,12,3,1,101,0,0,1,5,0,0,4,384,0,13,397,620,Grupo de recuento,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,371,C,2,0,C02,0,30,271,12,15,9,1,7,80,0,0,0,1,0,0,9,435,0,12,447,620,Grupo de recuento,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,372,B,1,0,B,0,54,175,13,20,7,7,5,79,0,0,1,1,0,0,2,364,0,8,372,505,Grupo de recuento,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,372,C,1,0,C01,0,46,189,9,21,10,2,2,75,0,0,1,0,0,0,1,356,0,5,361,505,Grupo de recuento,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,372,C,2,0,C02,0,50,162,3,20,6,0,6,83,0,0,0,1,0,1,2,334,0,4,338,504,Grupo de recuento,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,373,B,1,0,B,0,95,216,18,12,11,0,5,77,0,0,0,1,1,0,3,439,0,9,448,645,Grupo de recuento,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,373,C,1,0,C01,0,89,226,6,5,8,2,1,86,0,0,6,3,0,0,2,434,0,6,440,644,Grupo de recuento,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,374,B,1,0,B,0,75,221,8,12,6,1,3,78,0,0,4,0,0,0,3,411,0,8,419,618,Acta casilla,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,375,B,1,0,B,0,71,166,9,13,4,1,7,87,0,0,3,3,1,0,4,369,0,12,381,572,Grupo de recuento,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,376,B,1,0,B,0,25,179,33,26,26,1,2,91,0,0,3,3,0,0,3,392,0,20,412,594,Acta casilla,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,376,C,1,0,C01,0,22,169,22,17,9,0,2,70,0,0,2,4,1,0,4,322,0,32,354,593,Acta casilla,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,377,B,1,0,B,0,24,216,26,16,64,1,5,80,0,0,2,4,0,0,2,440,0,16,456,737,Grupo de recuento,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,377,C,7,0,C07,0,35,206,12,22,10,2,4,91,0,0,1,2,0,0,2,387,0,7,394,736,Grupo de recuento,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,377,C,1,0,C01,0,33,188,15,28,6,2,4,97,0,0,2,1,1,0,3,380,0,0,380,737,Grupo de recuento,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,377,C,2,0,C02,0,28,214,17,29,8,1,3,69,0,0,0,4,0,0,1,374,0,19,393,736,Grupo de recuento,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,377,C,3,0,C03,0,26,191,19,25,8,0,6,8,0,0,1,1,0,0,4,289,0,11,300,736,Grupo de recuento,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,377,C,4,0,C04,0,31,189,20,25,6,0,1,100,0,0,3,3,3,0,7,388,0,12,400,736,Acta casilla,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,377,C,5,0,C05,0,33,223,19,19,8,1,1,67,0,0,0,1,0,0,0,372,0,0,372,736,Grupo de recuento,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,377,C,6,0,C06,0,34,196,20,27,5,2,1,101,0,0,0,3,0,0,3,392,0,21,413,736,Grupo de recuento,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,378,B,1,0,B,0,27,206,16,34,14,2,6,109,0,0,2,1,1,0,4,422,0,11,433,703,Grupo de recuento,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,378,C,1,0,C01,0,29,195,24,21,8,1,6,126,0,0,1,2,0,1,1,415,0,14,429,703,Grupo de recuento,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,379,B,1,0,B,0,44,231,7,26,7,1,5,103,0,0,2,3,0,0,3,432,0,18,450,683,Grupo de recuento,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,379,C,1,0,C01,0,39,243,14,30,9,1,6,83,0,0,2,2,1,0,4,434,0,17,451,683,Grupo de recuento,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,380,B,1,0,B,0,46,170,6,13,6,3,8,60,0,0,0,3,0,0,3,318,0,8,326,523,Acta casilla,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,381,B,1,0,B,0,38,160,6,11,10,1,3,62,0,0,3,0,0,0,2,296,0,5,301,451,Acta casilla,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,381,C,1,0,C01,0,37,148,1,23,11,6,0,63,0,0,2,1,0,0,4,296,0,9,305,450,Grupo de recuento,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,382,B,1,0,B,0,58,205,19,9,14,1,2,104,0,0,6,5,3,0,0,426,0,10,436,643,Grupo de recuento,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,382,C,1,0,C01,0,61,188,23,13,9,2,7,105,0,0,6,1,0,0,12,427,0,0,427,643,Grupo de recuento,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,383,B,1,0,B,0,44,209,3,16,7,2,3,65,0,0,2,3,0,0,4,358,0,12,370,526,Grupo de recuento,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,383,C,2,0,C02,0,53,185,8,12,11,3,3,79,0,0,0,0,1,0,9,364,0,5,369,526,Grupo de recuento,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,383,C,1,0,C01,0,60,160,4,19,9,1,3,80,0,0,2,0,1,0,2,341,0,6,347,526,Acta casilla,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,384,B,1,0,B,0,14,191,13,21,9,0,4,65,0,0,0,0,0,0,1,318,0,17,335,513,Grupo de recuento,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,384,C,2,0,C02,0,32,194,10,12,8,0,1,67,0,0,0,1,0,0,3,328,0,15,343,512,Acta casilla,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,384,C,1,0,C01,0,17,184,15,27,8,1,5,71,0,0,1,1,0,0,5,335,0,10,345,513,Grupo de recuento,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,385,B,1,0,B,0,41,201,18,31,5,1,7,83,0,0,1,3,0,0,3,394,0,0,394,609,Grupo de recuento,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,385,C,1,0,C01,0,35,223,19,18,8,1,4,81,0,0,3,3,0,0,5,400,0,7,407,608,Grupo de recuento,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,385,C,2,0,C02,0,39,241,22,26,6,8,0,84,0,0,3,1,1,8,3,442,0,10,452,608,Grupo de recuento,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,386,B,1,0,B,0,31,179,17,21,9,1,5,98,0,0,5,6,1,0,3,376,0,16,392,582,Grupo de recuento,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,386,C,1,0,C01,0,28,177,31,23,8,2,5,77,0,0,1,2,0,0,3,357,0,10,367,582,Grupo de recuento,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,387,B,1,0,B,0,25,212,21,20,4,2,2,112,0,0,2,0,0,0,1,401,0,23,424,642,Acta casilla,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,387,C,1,0,C01,0,39,258,16,18,7,2,4,97,0,0,2,3,0,0,5,451,0,12,463,641,Grupo de recuento,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,388,B,1,0,B,0,34,233,16,17,9,1,3,99,0,0,1,2,0,0,5,420,0,10,430,668,Grupo de recuento,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,389,B,1,0,B,0,23,143,9,17,10,1,4,61,0,0,0,0,0,0,4,272,0,11,283,409,Grupo de recuento,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,389,C,1,0,C01,0,33,131,10,8,9,1,4,69,0,0,0,0,0,0,1,266,0,0,266,408,Grupo de recuento,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,390,B,1,0,B,0,61,213,8,17,9,0,10,79,0,0,3,4,0,1,4,409,0,4,413,630,Acta casilla,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,390,C,1,0,C01,0,53,223,12,12,13,0,3,94,0,0,1,0,0,0,3,414,1,8,423,630,Acta casilla,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,391,B,1,0,B,0,31,117,8,11,7,1,7,53,0,0,4,0,0,0,3,242,0,11,253,398,Grupo de recuento,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,391,C,1,0,C01,0,33,109,7,8,2,0,8,67,0,0,2,0,2,0,2,240,0,8,248,398,Grupo de recuento,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,392,B,1,0,B,0,44,141,11,7,11,2,2,63,0,0,1,0,0,0,3,285,0,11,296,494,Acta casilla,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,392,C,1,0,C01,0,40,161,19,18,11,2,4,52,0,0,1,1,0,0,0,309,0,9,318,494,Grupo de recuento,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,393,B,1,0,B,0,68,214,12,26,12,0,4,90,0,0,1,2,0,1,3,433,0,8,441,675,Acta casilla,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,394,B,1,0,B,0,27,122,3,15,7,1,2,89,0,0,0,0,0,0,3,269,0,5,274,393,Grupo de recuento,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,395,B,1,0,B,0,25,128,9,8,6,2,3,68,0,0,3,1,1,0,2,256,0,4,260,386,Grupo de recuento,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,395,C,1,0,C01,0,17,128,13,5,4,2,3,80,0,0,1,0,1,1,2,257,0,13,270,386,Grupo de recuento,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,396,B,1,0,B,0,41,198,8,15,9,0,5,77,0,0,1,2,0,0,4,360,0,21,381,568,Acta casilla,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,396,C,1,0,C01,0,32,169,11,14,6,2,8,107,0,0,3,4,1,0,2,359,0,13,372,567,Grupo de recuento,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,397,B,1,0,B,0,31,237,16,27,6,2,6,102,0,0,5,2,2,0,2,438,0,15,453,723,Grupo de recuento,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,397,C,1,0,C01,0,44,211,20,18,11,0,3,127,0,0,1,1,0,1,5,442,0,14,456,722,Acta casilla,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,397,C,2,0,C02,0,40,244,0,34,4,4,4,110,0,0,2,4,1,0,2,449,0,17,466,722,Grupo de recuento,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,398,B,1,0,B,0,47,245,13,19,10,0,3,104,0,0,1,1,1,0,5,449,0,0,449,693,Grupo de recuento,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,398,C,1,0,C01,0,38,216,15,31,8,1,8,119,0,0,2,4,1,0,6,449,0,11,460,693,Acta casilla,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,398,C,2,0,C02,0,32,217,13,21,13,0,7,116,0,0,2,0,0,0,2,423,0,14,437,693,Grupo de recuento,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,399,B,1,0,B,0,40,177,13,18,15,0,8,97,0,0,3,3,0,0,5,379,0,7,386,619,Grupo de recuento,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,399,C,1,0,C01,0,52,208,3,15,11,3,5,101,0,0,0,3,0,0,2,403,0,5,408,618,Grupo de recuento,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,400,B,1,0,B,0,76,208,3,32,8,0,9,83,0,0,1,0,0,0,6,426,0,6,432,652,Acta casilla,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,401,B,1,0,B,0,62,204,9,16,13,3,12,121,0,0,3,3,0,0,5,451,0,0,451,725,Grupo de recuento,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,402,B,1,0,B,0,45,203,21,9,9,3,6,62,0,0,2,2,0,0,5,367,0,9,376,584,Acta casilla,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,402,C,1,0,C01,0,50,190,14,21,5,2,4,81,0,0,2,2,0,0,7,378,0,8,386,583,Grupo de recuento,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,403,B,1,0,B,0,24,159,2,15,5,0,6,41,0,0,2,1,0,1,2,258,0,17,275,443,Acta casilla,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,403,C,1,0,C01,0,29,158,5,16,5,1,3,63,0,0,2,1,0,2,3,288,0,12,300,443,Grupo de recuento,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,404,B,1,0,B,0,29,187,0,20,11,0,16,114,0,0,3,12,1,0,2,395,0,8,403,614,Grupo de recuento,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,404,C,1,0,C01,0,18,210,8,19,7,2,3,101,0,0,1,2,1,0,3,375,0,20,395,613,Grupo de recuento,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,405,B,1,0,B,0,28,184,18,13,7,2,4,107,0,0,1,2,0,0,8,374,0,13,387,582,Grupo de recuento,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,405,C,1,0,C01,0,25,180,10,19,8,1,8,111,0,0,1,5,1,0,6,375,0,14,389,581,Grupo de recuento,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,406,B,1,0,B,0,32,206,14,22,3,2,4,103,0,0,0,1,0,0,2,389,0,16,405,586,Grupo de recuento,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,406,C,1,0,C01,0,42,230,18,2,7,1,11,114,0,0,1,0,0,0,6,432,0,14,446,585,Grupo de recuento,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,407,B,1,0,B,0,39,245,10,27,9,4,5,141,0,0,0,3,0,0,4,487,0,11,498,709,Grupo de recuento,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,407,C,1,0,C01,0,29,173,11,19,7,4,5,120,0,0,2,3,0,0,6,379,0,15,394,708,Grupo de recuento,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,408,B,1,0,B,0,54,187,4,17,2,1,4,82,0,0,1,2,0,0,5,359,0,11,370,549,Grupo de recuento,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,408,C,1,0,C01,0,39,182,3,10,2,0,9,90,0,0,1,0,0,0,7,343,0,9,352,548,Grupo de recuento,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,409,B,1,0,B,0,70,150,8,11,11,1,2,86,0,0,0,0,0,0,8,347,0,8,355,521,Acta casilla,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,410,B,1,0,B,0,36,154,4,5,7,2,2,59,0,0,1,0,0,0,2,272,0,7,279,403,Grupo de recuento,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,410,C,1,0,C01,0,56,121,14,10,4,0,3,57,0,0,2,1,0,0,4,272,0,3,275,403,Grupo de recuento,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,411,B,1,0,B,0,36,123,6,6,6,2,1,75,0,0,4,1,0,0,2,262,0,8,270,413,Grupo de recuento,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,411,C,1,0,C01,0,35,148,16,9,7,3,3,52,0,0,2,0,1,0,2,278,0,5,283,413,Acta casilla,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,412,B,1,0,B,0,59,233,18,28,10,2,6,125,0,0,1,0,0,0,5,487,0,14,501,750,Grupo de recuento,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,412,C,1,0,C01,0,52,240,22,27,6,4,7,107,0,0,2,0,0,0,7,474,0,15,489,749,Grupo de recuento,,,
2,5,COAHUILA,5,MONCLOVA,18,MONCLOVA,413,B,1,0,B,0,59,215,7,25,18,3,6,101,0,0,3,3,0,0,2,442,0,17,459,690,Grupo de recuento,,,
