CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,ACTA_CASILLA-MEC,URNA_ELECTRONICA,PAN,PRI,PRD,PVEM,PT,UDC,MC,MORENA,CAND_IND1,CAND_IND2,PRI_PRD_UDC,PRI_PRD,PRI_UDC,PRD_UDC,PT_MORENA,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
2,5,COAHUILA,1,ACUÑA,2,ACUÑA,1815,C,1,0,C01,0,0,115,24,25,3,86,7,84,0,0,6,3,3,1,0,357,0,19,376,679,Grupo de recuento,,,
2,5,COAHUILA,1,ACUÑA,2,ACUÑA,1815,C,2,0,C02,0,0,112,36,16,8,87,6,68,0,0,7,2,4,0,6,352,0,12,364,679,Grupo de recuento,,,
2,5,COAHUILA,1,ACUÑA,2,ACUÑA,1815,C,3,0,C03,0,0,117,20,23,7,86,4,69,0,0,5,0,4,1,3,339,0,12,351,679,Grupo de recuento,,,
2,5,COAHUILA,1,ACUÑA,2,ACUÑA,1816,B,1,0,B,0,0,137,10,9,10,111,6,55,0,0,3,2,4,2,1,350,0,12,362,578,Acta casilla,,,
2,5,COAHUILA,1,ACUÑA,2,ACUÑA,1816,C,1,0,C01,0,2,128,10,15,5,94,6,62,0,0,5,0,2,3,3,335,0,13,348,577,Acta casilla,,,
2,5,COAHUILA,1,ACUÑA,2,ACUÑA,1817,B,1,0,B,0,2,128,2,30,10,100,10,93,0,0,2,0,4,1,5,387,0,9,396,705,Grupo de recuento,,,
2,5,COAHUILA,1,ACUÑA,2,ACUÑA,1817,C,3,0,C03,0,1,127,10,18,7,106,9,99,0,0,2,0,3,0,3,385,0,10,395,705,Acta casilla,,,
2,5,COAHUILA,1,ACUÑA,2,ACUÑA,1817,C,1,0,C01,0,2,119,5,30,9,115,9,102,0,0,2,1,3,1,3,401,0,8,409,705,Grupo de recuento,,,
2,5,COAHUILA,1,ACUÑA,2,ACUÑA,1817,C,2,0,C02,0,1,130,5,28,13,98,16,102,0,0,2,1,8,2,4,410,1,6,417,705,Grupo de recuento,,,
2,5,COAHUILA,1,ACUÑA,14,JIMENEZ,240,B,1,0,B,0,0,93,2,0,31,9,15,61,0,0,0,4,2,0,15,232,0,3,235,391,Acta casilla,,,
2,5,COAHUILA,1,ACUÑA,14,JIMENEZ,241,B,1,0,B,0,0,143,3,0,60,7,22,125,0,0,5,2,1,0,27,395,0,17,412,634,Acta levantada en consejo,,,
2,5,COAHUILA,1,ACUÑA,14,JIMENEZ,242,B,1,0,B,0,0,123,12,0,25,22,17,157,0,0,1,1,0,0,10,368,0,15,383,627,Acta levantada en consejo,,,
2,5,COAHUILA,1,ACUÑA,14,JIMENEZ,242,E,1,0,E01,0,0,81,2,0,18,4,23,106,0,0,2,0,0,0,9,245,0,5,250,396,Acta levantada en consejo,,,
2,5,COAHUILA,1,ACUÑA,14,JIMENEZ,242,E,2,0,E02,0,0,48,3,0,16,3,7,102,0,0,6,0,0,0,16,201,1,5,207,384,Acta levantada en consejo,,,
2,5,COAHUILA,1,ACUÑA,14,JIMENEZ,242,E,2,1,E02C01,0,0,48,4,0,19,4,6,108,0,0,2,0,1,0,13,205,0,9,214,383,Acta levantada en consejo,,,
2,5,COAHUILA,1,ACUÑA,14,JIMENEZ,243,B,1,0,B,0,0,128,4,0,6,24,14,84,0,0,2,1,2,0,6,271,0,9,280,488,Acta levantada en consejo,,,
2,5,COAHUILA,1,ACUÑA,14,JIMENEZ,243,C,1,0,C01,0,0,128,3,0,5,11,19,86,0,0,3,2,2,0,4,263,0,11,274,487,Acta levantada en consejo,,,
2,5,COAHUILA,1,ACUÑA,14,JIMENEZ,244,B,1,0,B,0,0,85,4,0,6,8,24,52,0,0,8,3,1,1,3,195,0,13,208,398,Acta levantada en consejo,,,
2,5,COAHUILA,1,ACUÑA,14,JIMENEZ,244,C,1,0,C01,0,0,99,3,0,9,18,22,45,0,0,3,2,2,1,3,207,0,8,215,397,Acta casilla,,,
2,5,COAHUILA,1,ACUÑA,14,JIMENEZ,245,B,1,0,B,0,0,119,15,0,13,32,79,58,0,0,6,3,2,0,5,332,0,17,349,583,Acta casilla,,,
2,5,COAHUILA,1,ACUÑA,14,JIMENEZ,245,C,1,0,C01,0,0,144,11,0,14,33,61,57,0,0,8,2,3,0,4,337,0,14,351,583,Acta levantada en consejo,,,
2,5,COAHUILA,1,ACUÑA,14,JIMENEZ,245,C,2,0,C02,0,0,129,9,0,9,28,86,74,0,0,3,0,2,2,12,354,0,11,365,583,Acta levantada en consejo,,,
2,5,COAHUILA,1,ACUÑA,14,JIMENEZ,246,B,1,0,B,0,0,101,5,0,11,40,77,59,0,0,2,0,2,0,4,301,0,5,306,509,Acta levantada en consejo,,,
2,5,COAHUILA,1,ACUÑA,14,JIMENEZ,246,C,2,0,C02,0,0,90,6,0,12,33,66,60,0,0,4,4,0,0,5,280,0,9,289,508,Acta levantada en consejo,,,
2,5,COAHUILA,1,ACUÑA,14,JIMENEZ,246,C,1,0,C01,0,0,130,12,0,20,17,56,54,0,0,1,1,0,0,6,297,0,11,308,508,Acta casilla,,,
2,5,COAHUILA,1,ACUÑA,14,JIMENEZ,247,B,1,0,B,0,0,75,5,0,1,9,2,21,0,0,1,3,1,0,0,118,0,2,120,193,Acta casilla,,,
2,5,COAHUILA,1,ACUÑA,14,JIMENEZ,248,B,1,0,B,0,0,39,0,0,33,1,8,39,0,0,2,0,0,0,6,128,0,8,136,238,Acta levantada en consejo,,,
2,5,COAHUILA,1,ACUÑA,14,JIMENEZ,249,B,1,0,B,0,0,166,10,0,16,52,35,91,0,0,2,2,6,0,8,388,1,21,410,627,Acta levantada en consejo,,,
2,5,COAHUILA,1,ACUÑA,38,ZARAGOZA,1506,B,1,0,B,0,31,105,21,0,208,9,37,0,0,0,5,4,0,0,0,420,0,9,429,715,Acta levantada en consejo,,,
2,5,COAHUILA,1,ACUÑA,38,ZARAGOZA,1506,C,1,0,C01,0,16,111,29,0,208,10,35,0,0,0,7,2,3,0,0,421,0,10,431,714,Acta levantada en consejo,,,
2,5,COAHUILA,1,ACUÑA,38,ZARAGOZA,1507,B,1,0,B,0,16,97,25,0,134,8,25,0,0,0,3,3,3,0,0,314,0,8,322,572,Acta levantada en consejo,,,
2,5,COAHUILA,1,ACUÑA,38,ZARAGOZA,1507,C,1,0,C01,0,9,68,21,0,181,15,28,0,0,0,1,4,2,0,0,329,0,9,338,572,Acta casilla,,,
2,5,COAHUILA,1,ACUÑA,38,ZARAGOZA,1507,C,2,0,C02,0,13,82,25,0,189,7,28,0,0,0,1,0,0,0,0,345,0,4,349,572,Acta levantada en consejo,,,
2,5,COAHUILA,1,ACUÑA,38,ZARAGOZA,1507,C,3,0,C03,0,7,83,33,0,160,9,33,0,0,0,2,2,4,0,0,333,0,12,345,571,Acta levantada en consejo,,,
2,5,COAHUILA,1,ACUÑA,38,ZARAGOZA,1508,B,1,0,B,0,10,107,9,0,164,5,24,0,0,0,3,2,1,0,0,325,0,8,333,550,Acta casilla,,,
2,5,COAHUILA,1,ACUÑA,38,ZARAGOZA,1508,C,1,0,C01,0,14,88,16,0,155,3,26,0,0,0,3,4,1,0,0,310,0,8,318,550,Acta casilla,,,
2,5,COAHUILA,1,ACUÑA,38,ZARAGOZA,1509,B,1,0,B,0,8,68,9,0,103,5,17,0,0,0,2,0,0,0,0,212,0,5,217,391,Acta casilla,,,
2,5,COAHUILA,1,ACUÑA,38,ZARAGOZA,1509,C,1,0,C01,0,7,50,15,0,111,5,18,0,0,0,1,2,2,0,0,211,0,8,219,390,Acta casilla,,,
2,5,COAHUILA,1,ACUÑA,38,ZARAGOZA,1510,B,1,0,B,0,18,78,15,0,153,7,13,0,0,0,4,2,1,0,0,291,0,3,294,509,Acta casilla,,,
2,5,COAHUILA,1,ACUÑA,38,ZARAGOZA,1510,C,1,0,C01,0,12,83,11,0,160,3,20,0,0,0,5,2,0,2,0,298,0,8,306,509,Acta casilla,,,
2,5,COAHUILA,1,ACUÑA,38,ZARAGOZA,1511,B,1,0,B,0,4,85,12,0,109,7,9,0,0,0,4,1,0,0,0,231,0,7,238,409,Acta casilla,,,
2,5,COAHUILA,1,ACUÑA,38,ZARAGOZA,1511,C,1,0,C01,0,6,84,12,0,124,2,12,0,0,0,4,4,0,0,0,248,0,3,251,409,Acta casilla,,,
2,5,COAHUILA,1,ACUÑA,38,ZARAGOZA,1512,B,1,0,B,0,9,90,11,0,132,5,13,0,0,0,6,0,0,0,0,266,1,9,276,467,Acta casilla,,,
2,5,COAHUILA,1,ACUÑA,38,ZARAGOZA,1512,C,1,0,C01,0,4,97,17,0,146,2,8,0,0,0,5,3,0,0,0,282,0,7,289,467,Acta casilla,,,
2,5,COAHUILA,1,ACUÑA,38,ZARAGOZA,1513,B,1,0,B,0,8,82,49,0,188,13,42,0,0,0,8,1,3,0,0,394,0,16,410,709,Acta levantada en consejo,,,
2,5,COAHUILA,1,ACUÑA,38,ZARAGOZA,1513,C,1,0,C01,0,9,106,29,0,189,10,34,0,0,0,5,6,2,0,0,390,0,10,400,708,Acta levantada en consejo,,,
2,5,COAHUILA,1,ACUÑA,38,ZARAGOZA,1515,B,1,0,B,0,10,64,5,0,36,9,5,0,0,0,2,0,1,1,0,133,0,4,137,293,Acta levantada en consejo,,,
2,5,COAHUILA,1,ACUÑA,38,ZARAGOZA,1516,B,1,0,B,0,12,116,10,0,106,3,10,0,0,0,1,3,0,0,0,261,0,8,269,422,Acta levantada en consejo,,,
2,5,COAHUILA,1,ACUÑA,38,ZARAGOZA,1517,B,1,0,B,0,1,25,1,0,46,2,9,0,0,0,0,0,0,0,0,84,0,1,85,147,Acta casilla,,,
2,5,COAHUILA,1,ACUÑA,38,ZARAGOZA,1518,B,1,0,B,0,1,23,4,0,43,6,5,0,0,0,1,0,1,0,0,84,0,4,88,165,Acta casilla,,,
2,5,COAHUILA,1,ACUÑA,38,ZARAGOZA,1520,B,1,0,B,0,9,80,35,0,147,71,27,0,0,0,4,4,6,4,0,387,0,12,399,656,Acta levantada en consejo,,,
2,5,COAHUILA,2,PIEDRAS NEGRAS,25,PIEDRAS NEGRAS,577,B,1,0,B,0,1,134,5,9,50,1,9,145,0,0,0,0,0,0,10,364,0,13,377,681,Grupo de recuento,,,
2,5,COAHUILA,2,PIEDRAS NEGRAS,25,PIEDRAS NEGRAS,577,C,1,0,C01,0,0,136,8,5,36,0,16,160,0,0,4,1,0,1,19,386,0,15,401,680,Grupo de recuento,,,
2,5,COAHUILA,2,PIEDRAS NEGRAS,25,PIEDRAS NEGRAS,577,C,3,0,C03,0,0,140,7,5,48,1,17,127,0,0,3,0,0,0,25,373,0,17,390,680,Grupo de recuento,,,
2,5,COAHUILA,2,PIEDRAS NEGRAS,25,PIEDRAS NEGRAS,577,C,2,0,C02,0,1,157,5,5,40,2,12,122,0,0,4,0,0,0,35,383,0,7,390,680,Acta casilla,,,
2,5,COAHUILA,2,PIEDRAS NEGRAS,25,PIEDRAS NEGRAS,577,C,4,0,C04,0,4,150,5,5,37,0,16,123,0,0,2,1,1,0,25,369,0,13,382,680,Grupo de recuento,,,
2,5,COAHUILA,2,PIEDRAS NEGRAS,25,PIEDRAS NEGRAS,577,C,5,0,C05,0,2,142,3,3,42,2,18,151,0,0,0,3,0,0,11,377,0,15,392,680,Grupo de recuento,,,
2,5,COAHUILA,2,PIEDRAS NEGRAS,25,PIEDRAS NEGRAS,578,B,1,0,B,0,1,99,3,6,37,1,10,142,0,0,2,0,0,0,15,316,0,11,327,557,Grupo de recuento,,,
2,5,COAHUILA,2,PIEDRAS NEGRAS,25,PIEDRAS NEGRAS,578,C,1,0,C01,0,4,93,1,5,22,2,16,132,0,0,6,1,0,0,19,301,0,15,316,557,Grupo de recuento,,,
2,5,COAHUILA,2,PIEDRAS NEGRAS,25,PIEDRAS NEGRAS,579,B,1,0,B,0,3,161,7,6,20,1,18,108,0,0,7,0,1,0,19,351,0,12,363,602,Acta casilla,,,
2,5,COAHUILA,2,PIEDRAS NEGRAS,25,PIEDRAS NEGRAS,580,B,1,0,B,0,1,117,5,4,37,2,12,133,0,0,0,4,0,0,22,337,0,10,347,714,Acta casilla,,,
2,5,COAHUILA,2,PIEDRAS NEGRAS,25,PIEDRAS NEGRAS,580,C,7,0,C07,0,2,111,8,4,33,1,10,130,0,0,3,1,2,0,18,323,0,10,333,713,Grupo de recuento,,,
2,5,COAHUILA,2,PIEDRAS NEGRAS,25,PIEDRAS NEGRAS,580,C,6,0,C06,0,2,131,10,3,46,0,10,143,0,0,2,1,1,0,19,368,0,0,368,713,Grupo de recuento,,,
2,5,COAHUILA,2,PIEDRAS NEGRAS,25,PIEDRAS NEGRAS,580,C,8,0,C08,0,1,136,7,2,25,1,13,137,0,0,4,0,1,1,25,353,0,14,367,713,Grupo de recuento,,,
2,5,COAHUILA,2,PIEDRAS NEGRAS,25,PIEDRAS NEGRAS,580,C,1,0,C01,0,1,132,7,3,30,1,17,175,0,0,6,0,0,0,17,389,0,11,400,714,Acta casilla,,,
2,5,COAHUILA,2,PIEDRAS NEGRAS,25,PIEDRAS NEGRAS,580,C,5,0,C05,0,1,141,8,3,39,2,11,142,0,0,3,3,0,0,15,368,0,18,386,713,Grupo de recuento,,,
2,5,COAHUILA,2,PIEDRAS NEGRAS,25,PIEDRAS NEGRAS,580,C,2,0,C02,0,2,154,6,5,40,1,9,153,0,0,1,1,0,0,11,383,0,13,396,713,Grupo de recuento,,,
2,5,COAHUILA,2,PIEDRAS NEGRAS,25,PIEDRAS NEGRAS,580,C,3,0,C03,0,4,123,7,5,31,4,19,152,0,0,1,1,1,0,25,373,0,11,384,713,Grupo de recuento,,,
2,5,COAHUILA,2,PIEDRAS NEGRAS,25,PIEDRAS NEGRAS,580,C,4,0,C04,0,6,129,4,3,34,1,11,125,0,0,4,3,1,0,37,358,0,3,361,713,Grupo de recuento,,,
2,5,COAHUILA,2,PIEDRAS NEGRAS,25,PIEDRAS NEGRAS,580,C,13,0,C13,0,1,119,3,4,39,1,10,138,0,0,2,2,2,0,18,339,0,16,355,713,Grupo de recuento,,,
2,5,COAHUILA,2,PIEDRAS NEGRAS,25,PIEDRAS NEGRAS,580,C,12,0,C12,0,2,126,13,5,33,0,20,145,0,0,2,1,1,0,20,368,0,5,373,713,Grupo de recuento,,,
2,5,COAHUILA,2,PIEDRAS NEGRAS,25,PIEDRAS NEGRAS,580,C,11,0,C11,0,3,122,6,4,22,0,16,118,0,0,3,1,2,0,17,314,0,9,323,713,Grupo de recuento,,,
2,5,COAHUILA,2,PIEDRAS NEGRAS,25,PIEDRAS NEGRAS,580,C,10,0,C10,0,1,113,9,2,34,1,2,110,0,0,1,2,0,0,15,290,0,14,304,713,Grupo de recuento,,,
2,5,COAHUILA,2,PIEDRAS NEGRAS,25,PIEDRAS NEGRAS,580,C,9,0,C09,0,4,145,6,4,23,0,10,150,0,0,4,3,0,1,15,365,0,12,377,713,Grupo de recuento,,,
2,5,COAHUILA,2,PIEDRAS NEGRAS,25,PIEDRAS NEGRAS,580,E,1,2,E01C02,0,0,129,7,4,50,1,7,177,0,0,0,0,0,0,0,375,0,8,383,635,Acta casilla,,,
2,5,COAHUILA,2,PIEDRAS NEGRAS,25,PIEDRAS NEGRAS,580,E,1,3,E01C03,0,0,118,9,5,45,2,12,149,0,0,1,1,7,0,18,367,0,4,371,635,Grupo de recuento,,,
2,5,COAHUILA,2,PIEDRAS NEGRAS,25,PIEDRAS NEGRAS,580,E,1,1,E01C01,0,2,102,8,3,33,2,11,161,0,0,2,0,0,0,26,350,0,7,357,635,Grupo de recuento,,,
2,5,COAHUILA,2,PIEDRAS NEGRAS,25,PIEDRAS NEGRAS,580,E,1,0,E01,0,0,99,6,5,32,0,11,173,0,0,1,0,0,0,31,358,0,13,371,635,Grupo de recuento,,,
2,5,COAHUILA,2,PIEDRAS NEGRAS,25,PIEDRAS NEGRAS,580,E,1,4,E01C04,0,0,116,6,5,37,1,16,143,0,0,1,1,1,0,21,348,0,0,348,634,Grupo de recuento,,,
2,5,COAHUILA,2,PIEDRAS NEGRAS,25,PIEDRAS NEGRAS,581,B,1,0,B,0,2,139,16,9,36,0,16,138,0,0,6,0,0,0,24,386,0,16,402,698,Grupo de recuento,,,
2,5,COAHUILA,2,PIEDRAS NEGRAS,25,PIEDRAS NEGRAS,581,C,1,0,C01,0,4,143,4,6,30,0,18,165,0,0,1,0,0,0,19,390,0,2,392,698,Grupo de recuento,,,
2,5,COAHUILA,2,PIEDRAS NEGRAS,25,PIEDRAS NEGRAS,581,C,2,0,C02,0,0,163,8,3,48,2,9,123,0,0,4,6,0,0,27,393,0,13,406,698,Grupo de recuento,,,
2,5,COAHUILA,2,PIEDRAS NEGRAS,25,PIEDRAS NEGRAS,581,C,3,0,C03,0,4,131,10,3,40,4,11,136,0,0,5,20,0,0,22,386,0,21,407,697,Grupo de recuento,,,
2,5,COAHUILA,2,PIEDRAS NEGRAS,25,PIEDRAS NEGRAS,582,B,1,0,B,0,1,87,1,3,13,1,12,90,0,0,2,0,2,0,8,220,0,8,228,415,Grupo de recuento,,,
2,5,COAHUILA,2,PIEDRAS NEGRAS,25,PIEDRAS NEGRAS,583,B,1,0,B,0,6,108,2,5,33,3,22,110,0,0,0,1,2,0,16,308,0,16,324,546,Grupo de recuento,,,
2,5,COAHUILA,2,PIEDRAS NEGRAS,25,PIEDRAS NEGRAS,584,B,1,0,B,0,5,109,7,1,29,1,19,73,0,0,4,8,0,0,12,268,0,12,280,458,Acta casilla,,,
2,5,COAHUILA,2,PIEDRAS NEGRAS,25,PIEDRAS NEGRAS,585,B,1,0,B,0,4,134,7,7,28,2,16,143,0,0,4,5,1,0,18,369,0,15,384,625,Grupo de recuento,,,
2,5,COAHUILA,2,PIEDRAS NEGRAS,25,PIEDRAS NEGRAS,585,C,1,0,C01,0,6,146,5,8,40,1,13,121,0,0,2,0,1,0,20,363,0,15,378,625,Grupo de recuento,,,
2,5,COAHUILA,2,PIEDRAS NEGRAS,25,PIEDRAS NEGRAS,585,C,2,0,C02,0,4,144,6,4,30,3,8,136,0,0,3,1,0,0,27,366,0,16,382,624,Grupo de recuento,,,
2,5,COAHUILA,2,PIEDRAS NEGRAS,25,PIEDRAS NEGRAS,586,B,1,0,B,0,1,141,13,7,37,2,16,160,0,0,1,5,2,0,11,396,0,16,412,712,Acta casilla,,,
2,5,COAHUILA,2,PIEDRAS NEGRAS,25,PIEDRAS NEGRAS,586,C,5,0,C05,0,1,179,5,3,26,0,12,151,0,0,7,0,0,0,23,407,0,17,424,712,Grupo de recuento,,,
2,5,COAHUILA,2,PIEDRAS NEGRAS,25,PIEDRAS NEGRAS,586,C,6,0,C06,0,3,145,8,4,39,1,14,128,0,0,6,2,0,0,20,370,0,10,380,712,Grupo de recuento,,,
2,5,COAHUILA,2,PIEDRAS NEGRAS,25,PIEDRAS NEGRAS,586,C,7,0,C07,0,4,156,9,5,42,0,12,140,0,0,3,0,3,0,20,394,0,15,409,711,Grupo de recuento,,,
2,5,COAHUILA,2,PIEDRAS NEGRAS,25,PIEDRAS NEGRAS,586,C,8,0,C08,0,1,162,12,9,37,0,12,148,0,0,0,1,2,0,28,412,0,12,424,711,Grupo de recuento,,,
2,5,COAHUILA,2,PIEDRAS NEGRAS,25,PIEDRAS NEGRAS,586,C,4,0,C04,0,3,144,11,5,40,3,6,149,0,0,5,3,1,0,19,389,0,2,391,712,Grupo de recuento,,,
2,5,COAHUILA,2,PIEDRAS NEGRAS,25,PIEDRAS NEGRAS,586,C,3,0,C03,0,2,152,7,6,35,0,8,146,0,0,2,3,0,0,32,393,0,15,408,712,Grupo de recuento,,,
2,5,COAHUILA,2,PIEDRAS NEGRAS,25,PIEDRAS NEGRAS,586,C,2,0,C02,0,2,167,16,3,29,0,14,127,0,0,3,0,0,0,20,381,0,16,397,712,Acta casilla,,,
2,5,COAHUILA,2,PIEDRAS NEGRAS,25,PIEDRAS NEGRAS,586,C,1,0,C01,0,2,171,15,4,25,2,15,151,0,0,8,3,0,0,19,415,0,54,469,712,Acta levantada en consejo,,,
2,5,COAHUILA,2,PIEDRAS NEGRAS,25,PIEDRAS NEGRAS,587,B,1,0,B,0,2,160,6,6,32,0,19,142,0,0,6,3,0,0,25,401,0,18,419,714,Acta casilla,,,
2,5,COAHUILA,2,PIEDRAS NEGRAS,25,PIEDRAS NEGRAS,587,C,11,0,C11,0,1,189,8,5,36,1,17,144,0,0,1,2,0,0,21,425,0,13,438,713,Grupo de recuento,,,
2,5,COAHUILA,2,PIEDRAS NEGRAS,25,PIEDRAS NEGRAS,587,C,8,0,C08,0,2,172,5,2,26,2,14,136,0,0,4,2,2,0,12,379,0,12,391,713,Grupo de recuento,,,
2,5,COAHUILA,2,PIEDRAS NEGRAS,25,PIEDRAS NEGRAS,587,C,7,0,C07,0,3,131,5,4,42,0,18,123,0,0,4,1,2,0,16,349,0,20,369,713,Grupo de recuento,,,
2,5,COAHUILA,2,PIEDRAS NEGRAS,25,PIEDRAS NEGRAS,587,C,6,0,C06,0,4,132,2,2,43,1,18,144,0,0,5,5,0,0,12,368,0,19,387,714,Grupo de recuento,,,
2,5,COAHUILA,2,PIEDRAS NEGRAS,25,PIEDRAS NEGRAS,587,C,2,0,C02,0,0,149,6,1,43,1,16,153,0,0,2,5,0,0,28,404,0,11,415,714,Grupo de recuento,,,
2,5,COAHUILA,2,PIEDRAS NEGRAS,25,PIEDRAS NEGRAS,587,C,5,0,C05,0,1,153,4,47,1,16,142,3,0,0,2,1,0,20,0,390,0,10,400,714,Grupo de recuento,,,
2,5,COAHUILA,2,PIEDRAS NEGRAS,25,PIEDRAS NEGRAS,587,C,1,0,C01,0,3,155,4,6,30,1,17,150,0,0,4,3,0,0,18,391,0,10,401,714,Grupo de recuento,,,
2,5,COAHUILA,2,PIEDRAS NEGRAS,25,PIEDRAS NEGRAS,587,C,10,0,C10,0,5,173,7,2,24,1,26,144,0,0,2,2,0,0,20,406,0,14,420,713,Grupo de recuento,,,
2,5,COAHUILA,2,PIEDRAS NEGRAS,25,PIEDRAS NEGRAS,587,C,9,0,C09,0,3,190,3,6,39,1,18,133,0,0,8,6,0,0,21,428,0,16,444,713,Grupo de recuento,,,
2,5,COAHUILA,2,PIEDRAS NEGRAS,25,PIEDRAS NEGRAS,587,C,4,0,C04,0,2,171,2,8,34,0,21,154,0,0,2,2,2,0,25,423,0,9,432,714,Grupo de recuento,,,
2,5,COAHUILA,2,PIEDRAS NEGRAS,25,PIEDRAS NEGRAS,587,C,3,0,C03,0,1,172,7,1,34,4,19,137,0,0,3,2,0,0,22,402,0,19,421,714,Grupo de recuento,,,
2,5,COAHUILA,2,PIEDRAS NEGRAS,25,PIEDRAS NEGRAS,588,B,1,0,B,0,5,141,6,8,35,1,14,195,0,0,0,3,1,0,29,438,0,19,457,703,Grupo de recuento,,,
2,5,COAHUILA,2,PIEDRAS NEGRAS,25,PIEDRAS NEGRAS,588,C,1,0,C01,0,3,168,7,7,25,1,11,147,0,0,7,0,2,0,26,404,0,25,429,702,Grupo de recuento,,,
2,5,COAHUILA,2,PIEDRAS NEGRAS,25,PIEDRAS NEGRAS,588,C,2,0,C02,0,2,144,8,6,49,1,10,144,0,0,5,2,1,0,22,394,0,24,418,702,Grupo de recuento,,,
2,5,COAHUILA,2,PIEDRAS NEGRAS,25,PIEDRAS NEGRAS,589,B,1,0,B,0,0,79,5,4,25,0,9,94,0,0,4,4,0,0,15,239,0,9,248,399,Grupo de recuento,,,
2,5,COAHUILA,2,PIEDRAS NEGRAS,25,PIEDRAS NEGRAS,590,B,1,0,B,0,0,106,8,4,14,0,6,54,0,0,5,2,3,0,18,220,0,7,227,408,Grupo de recuento,,,
2,5,COAHUILA,2,PIEDRAS NEGRAS,25,PIEDRAS NEGRAS,591,B,1,0,B,0,6,170,3,3,36,0,15,115,0,0,6,3,0,0,15,372,0,18,390,638,Grupo de recuento,,,
2,5,COAHUILA,2,PIEDRAS NEGRAS,25,PIEDRAS NEGRAS,592,B,1,0,B,0,1,93,2,6,25,1,12,69,0,0,3,2,0,0,14,228,0,0,228,370,Grupo de recuento,,,
2,5,COAHUILA,2,PIEDRAS NEGRAS,25,PIEDRAS NEGRAS,593,B,1,0,B,0,5,168,2,0,17,3,10,92,0,0,7,1,0,0,16,321,0,5,326,509,Grupo de recuento,,,
2,5,COAHUILA,2,PIEDRAS NEGRAS,25,PIEDRAS NEGRAS,593,C,1,0,C01,0,6,153,7,5,25,3,9,84,0,0,10,1,1,0,11,315,0,7,322,509,Grupo de recuento,,,
2,5,COAHUILA,2,PIEDRAS NEGRAS,25,PIEDRAS NEGRAS,594,B,1,0,B,0,12,285,4,1,21,1,15,89,0,0,9,3,1,0,12,453,0,10,463,706,Grupo de recuento,,,
2,5,COAHUILA,2,PIEDRAS NEGRAS,25,PIEDRAS NEGRAS,594,C,1,0,C01,0,15,296,6,1,28,2,16,98,0,0,9,0,0,0,5,476,0,5,481,706,Acta casilla,,,
2,5,COAHUILA,2,PIEDRAS NEGRAS,25,PIEDRAS NEGRAS,595,B,1,0,B,0,6,176,4,6,19,2,15,110,0,0,7,1,1,1,16,364,0,10,374,568,Acta casilla,,,
2,5,COAHUILA,2,PIEDRAS NEGRAS,25,PIEDRAS NEGRAS,595,C,2,0,C02,0,10,183,2,7,23,2,9,134,0,0,5,1,3,0,9,388,0,10,398,567,Grupo de recuento,,,
2,5,COAHUILA,2,PIEDRAS NEGRAS,25,PIEDRAS NEGRAS,595,C,1,0,C01,0,8,183,2,5,29,2,13,108,0,0,5,4,0,0,19,378,1,7,386,568,Grupo de recuento,,,
2,5,COAHUILA,2,PIEDRAS NEGRAS,25,PIEDRAS NEGRAS,596,B,1,0,B,0,6,130,8,3,24,2,15,82,0,0,9,4,1,0,21,305,0,13,318,577,Acta casilla,,,
2,5,COAHUILA,2,PIEDRAS NEGRAS,25,PIEDRAS NEGRAS,597,B,1,0,B,0,8,181,9,5,30,0,23,125,0,0,2,2,1,0,17,403,0,8,411,695,Acta casilla,,,
2,5,COAHUILA,2,PIEDRAS NEGRAS,25,PIEDRAS NEGRAS,598,B,1,0,B,0,5,172,7,4,29,1,9,81,0,0,0,2,0,0,12,322,0,10,332,587,Acta casilla,,,
2,5,COAHUILA,2,PIEDRAS NEGRAS,25,PIEDRAS NEGRAS,599,B,1,0,B,0,3,92,0,3,12,0,3,48,0,0,3,0,0,0,10,174,0,5,179,352,Acta casilla,,,
2,5,COAHUILA,2,PIEDRAS NEGRAS,25,PIEDRAS NEGRAS,600,B,1,0,B,0,2,165,4,3,25,5,14,84,0,0,6,1,0,0,24,333,0,4,337,572,Grupo de recuento,,,
2,5,COAHUILA,2,PIEDRAS NEGRAS,25,PIEDRAS NEGRAS,600,S,1,0,S01,0,0,3,0,1,1,0,1,7,0,0,0,0,0,0,0,13,0,2,15,0,Acta casilla,,,
2,5,COAHUILA,2,PIEDRAS NEGRAS,25,PIEDRAS NEGRAS,601,B,1,0,B,0,10,195,5,4,32,1,19,111,0,0,6,1,1,0,17,402,0,2,404,649,Grupo de recuento,,,
2,5,COAHUILA,2,PIEDRAS NEGRAS,25,PIEDRAS NEGRAS,601,C,3,0,C03,0,5,180,5,4,31,3,17,132,0,0,10,4,2,0,19,412,0,8,420,648,Acta casilla,,,
