CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,ACTAS_CASILLA-MEC,PAN,PRI,PRD,PVEM,PT,MC,MORENA,PUP,NAO,FXMO,MUJER,C_PAN_PRI_PRD,C_PAN_PRI,C_PAN_PRD,C_PRI_PRD,C_PAN_PRI_1,C_PAN_PRD_1,C_PAN_PRD_PUP,C_PAN_PRD_2,C_PAN_PUP,C_PRD_PUP,C_PAN_PRD_NAO,C_PAN_PRD_3,C_PAN_NAO,C_PRD_NAO,C_PRI_PRD_1,C_PRD_PUP_1,C_PRD_NAO_1,C_PVEM_MORENA_NAO_FXMO,C_PVEM_MORENA_NAO,C_PVEM_MORENA_FXMO,C_PVEM_NAO_FXMO,C_MORENA_NAO_FXMO,C_PVEM_MORENA,C_PVEM_NAO,C_PVEM_FXMO,C_MORENA_NAO,C_MORENA_FXMO,C_NAO_FXMO,C_PVEM_MORENA_NAO_1,C_PVEM_MORENA_1,C_PVEM_NAO_1,C_MORENA_NAO_1,C_PVEM_MORENA_2,C_PVEM_MORENA_FXMO_1,C_PVEM_MORENA_3,C_PVEM_FXMO_1,C_MORENA_FXMO_1,C_PVEM_NAO_2,C_PVEM_FXMO_2,C_PT_PUP_NAO,C_PT_PUP,C_PT_NAO,C_PUP_NAO,C_PT_PUP_1,C_PT_NAO_1,C_MORENA_NAO_FXMO_1,C_MORENA_NAO_2,C_MORENA_FXMO_2,C_NAO_FXMO_1,C_MORENA_NAO_3,C_MORENA_FXMO_3,C_PUP_NAO_FXMO,C_PUP_NAO_1,C_PUP_FXMO,C_NAO_FXMO_2,C_PUP_NAO_2,C_PUP_FXMO_1,C_NAO_FXMO_3,CAND_IND1,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,CAND_IND7,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
3,20,OAXACA,11,MATIAS ROMERO,57,MATIAS ROMERO AVENDAÑO,398,2,2,17,9,2,72,318,3,91,0,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,523,0,15,538,882
3,20,OAXACA,11,MATIAS ROMERO,57,MATIAS ROMERO AVENDAÑO,399,2,2,30,20,3,33,484,5,154,0,4,2,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,745,0,28,773,1318
3,20,OAXACA,11,MATIAS ROMERO,57,MATIAS ROMERO AVENDAÑO,400,4,4,63,66,7,69,776,7,320,0,5,5,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1328,2,49,1379,2337
3,20,OAXACA,11,MATIAS ROMERO,57,MATIAS ROMERO AVENDAÑO,401,2,2,20,18,2,50,350,3,101,0,3,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,552,0,13,565,943
3,20,OAXACA,11,MATIAS ROMERO,57,MATIAS ROMERO AVENDAÑO,402,3,3,17,10,0,77,293,4,91,0,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,499,0,14,513,857
3,20,OAXACA,11,MATIAS ROMERO,57,MATIAS ROMERO AVENDAÑO,403,2,2,17,11,3,51,496,5,188,0,5,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,784,0,18,802,1218
3,20,OAXACA,11,MATIAS ROMERO,57,MATIAS ROMERO AVENDAÑO,404,2,2,30,46,4,55,389,3,119,0,3,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,656,0,15,671,1071
3,20,OAXACA,11,MATIAS ROMERO,57,MATIAS ROMERO AVENDAÑO,405,2,2,33,31,2,53,315,2,121,0,2,0,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569,1,10,580,943
3,20,OAXACA,11,MATIAS ROMERO,57,MATIAS ROMERO AVENDAÑO,406,2,2,28,32,4,49,467,7,205,0,3,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,804,0,19,823,1336
3,20,OAXACA,11,MATIAS ROMERO,57,MATIAS ROMERO AVENDAÑO,407,3,3,51,55,8,87,743,5,231,0,7,1,1,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1206,0,43,1249,2192
3,20,OAXACA,11,MATIAS ROMERO,57,MATIAS ROMERO AVENDAÑO,408,3,3,57,84,8,31,681,9,197,0,6,3,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1082,0,49,1131,1916
3,20,OAXACA,11,MATIAS ROMERO,57,MATIAS ROMERO AVENDAÑO,409,2,2,19,67,3,21,302,4,482,0,4,12,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,920,0,34,954,1483
3,20,OAXACA,11,MATIAS ROMERO,57,MATIAS ROMERO AVENDAÑO,410,2,2,5,18,3,23,261,3,404,0,4,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,732,0,48,780,1215
3,20,OAXACA,11,MATIAS ROMERO,57,MATIAS ROMERO AVENDAÑO,411,2,2,14,9,0,25,178,4,263,0,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,502,0,43,545,904
3,20,OAXACA,11,MATIAS ROMERO,57,MATIAS ROMERO AVENDAÑO,412,3,3,80,49,5,48,308,4,203,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,702,0,45,747,1169
3,20,OAXACA,11,MATIAS ROMERO,57,MATIAS ROMERO AVENDAÑO,413,1,1,18,22,2,43,29,16,153,0,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291,0,12,303,507
3,20,OAXACA,11,MATIAS ROMERO,57,MATIAS ROMERO AVENDAÑO,414,3,3,21,22,2,36,250,6,237,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,585,0,20,605,923
3,20,OAXACA,11,MATIAS ROMERO,57,MATIAS ROMERO AVENDAÑO,415,3,3,11,11,6,113,339,12,500,0,8,7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1014,0,50,1064,1769
3,20,OAXACA,10,SAN PEDRO Y SAN PABLO AYUTLA,57,MATIAS ROMERO AVENDAÑO,416,2,2,26,33,8,57,165,3,90,0,9,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,396,0,13,409,649
3,20,OAXACA,11,MATIAS ROMERO,57,MATIAS ROMERO AVENDAÑO,417,2,2,11,24,2,30,178,4,195,0,2,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455,0,15,470,781
3,20,OAXACA,11,MATIAS ROMERO,57,MATIAS ROMERO AVENDAÑO,418,1,1,27,38,2,6,39,0,93,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,0,6,212,331
3,20,OAXACA,11,MATIAS ROMERO,57,MATIAS ROMERO AVENDAÑO,419,2,2,56,23,11,11,130,0,96,0,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332,0,14,346,570
3,20,OAXACA,11,MATIAS ROMERO,57,MATIAS ROMERO AVENDAÑO,420,4,4,90,58,27,44,488,18,298,0,4,5,3,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1045,0,65,1110,2339
3,20,OAXACA,11,MATIAS ROMERO,57,MATIAS ROMERO AVENDAÑO,421,1,1,6,4,3,3,79,1,37,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,0,8,144,246
3,20,OAXACA,24,MIAHUATLAN DE PORFIRIO DIAZ,59,MIAHUATLAN DE PORFIRIO DIAZ,432,4,4,3,12,6,21,186,24,394,587,35,6,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,3,4,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1299,0,52,1351,2022
3,20,OAXACA,24,MIAHUATLAN DE PORFIRIO DIAZ,59,MIAHUATLAN DE PORFIRIO DIAZ,433,6,6,17,16,5,39,328,102,857,1186,75,14,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,1,3,2,4,1,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2678,0,103,2781,4500
3,20,OAXACA,24,MIAHUATLAN DE PORFIRIO DIAZ,59,MIAHUATLAN DE PORFIRIO DIAZ,434,4,4,10,16,1,18,174,44,294,599,38,8,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1217,0,43,1260,1849
3,20,OAXACA,24,MIAHUATLAN DE PORFIRIO DIAZ,59,MIAHUATLAN DE PORFIRIO DIAZ,435,3,3,9,6,1,12,138,35,250,468,28,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,965,0,47,1012,1668
3,20,OAXACA,24,MIAHUATLAN DE PORFIRIO DIAZ,59,MIAHUATLAN DE PORFIRIO DIAZ,436,3,3,5,2,0,10,176,13,228,456,33,6,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,10,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,956,0,51,1007,1643
3,20,OAXACA,24,MIAHUATLAN DE PORFIRIO DIAZ,59,MIAHUATLAN DE PORFIRIO DIAZ,437,3,3,7,15,2,16,167,40,376,524,35,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1207,0,50,1257,2019
3,20,OAXACA,24,MIAHUATLAN DE PORFIRIO DIAZ,59,MIAHUATLAN DE PORFIRIO DIAZ,438,5,5,6,18,4,38,247,59,599,778,93,15,7,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,3,8,2,0,13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1905,0,94,1999,3350
3,20,OAXACA,24,MIAHUATLAN DE PORFIRIO DIAZ,59,MIAHUATLAN DE PORFIRIO DIAZ,439,2,2,2,11,1,16,157,40,189,414,23,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,860,0,26,886,1424
3,20,OAXACA,24,MIAHUATLAN DE PORFIRIO DIAZ,59,MIAHUATLAN DE PORFIRIO DIAZ,440,5,5,11,12,5,21,253,61,488,525,53,6,8,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,2,4,3,1,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1471,1,72,1544,2561
3,20,OAXACA,24,MIAHUATLAN DE PORFIRIO DIAZ,59,MIAHUATLAN DE PORFIRIO DIAZ,441,6,6,20,15,3,38,273,68,754,998,82,21,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,1,1,3,5,5,0,10,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2318,1,70,2389,3961
3,20,OAXACA,24,MIAHUATLAN DE PORFIRIO DIAZ,59,MIAHUATLAN DE PORFIRIO DIAZ,442,3,3,8,21,4,38,12,5,885,247,56,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,7,1,1,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1317,0,59,1376,1950
3,20,OAXACA,24,MIAHUATLAN DE PORFIRIO DIAZ,59,MIAHUATLAN DE PORFIRIO DIAZ,443,1,1,3,2,0,6,4,2,15,225,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261,0,18,279,504
3,20,OAXACA,24,MIAHUATLAN DE PORFIRIO DIAZ,59,MIAHUATLAN DE PORFIRIO DIAZ,444,2,2,1,9,1,11,17,2,232,329,17,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,1,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,641,0,48,689,1105
3,20,OAXACA,24,MIAHUATLAN DE PORFIRIO DIAZ,59,MIAHUATLAN DE PORFIRIO DIAZ,445,2,2,6,19,1,21,27,3,437,165,40,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,752,0,48,800,1366
3,20,OAXACA,24,MIAHUATLAN DE PORFIRIO DIAZ,59,MIAHUATLAN DE PORFIRIO DIAZ,446,4,4,7,13,3,14,19,4,328,315,15,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,1,2,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,747,0,48,795,1640
3,20,OAXACA,24,MIAHUATLAN DE PORFIRIO DIAZ,59,MIAHUATLAN DE PORFIRIO DIAZ,447,2,2,2,7,0,12,26,7,297,218,37,7,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,3,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,628,0,33,661,966
3,20,OAXACA,24,MIAHUATLAN DE PORFIRIO DIAZ,59,MIAHUATLAN DE PORFIRIO DIAZ,448,1,1,2,2,1,4,9,1,110,52,7,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,0,19,218,385
3,20,OAXACA,24,MIAHUATLAN DE PORFIRIO DIAZ,59,MIAHUATLAN DE PORFIRIO DIAZ,449,3,3,5,23,2,14,36,30,407,378,39,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,954,0,31,985,1519
3,20,OAXACA,24,MIAHUATLAN DE PORFIRIO DIAZ,59,MIAHUATLAN DE PORFIRIO DIAZ,450,1,1,1,7,0,9,44,2,89,191,17,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366,0,22,388,632
3,20,OAXACA,24,MIAHUATLAN DE PORFIRIO DIAZ,59,MIAHUATLAN DE PORFIRIO DIAZ,451,1,1,0,2,0,7,9,3,173,34,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,0,18,276,480
3,20,OAXACA,24,MIAHUATLAN DE PORFIRIO DIAZ,59,MIAHUATLAN DE PORFIRIO DIAZ,452,2,2,2,14,4,21,16,1,222,57,61,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,413,0,24,437,875
3,20,OAXACA,24,MIAHUATLAN DE PORFIRIO DIAZ,59,MIAHUATLAN DE PORFIRIO DIAZ,453,1,1,0,2,0,1,0,0,88,48,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,0,4,162,223
3,20,OAXACA,13,OAXACA DE JUAREZ,66,OAXACA DE JUAREZ,472,5,5,61,132,38,673,46,120,520,62,19,37,101,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1823,1,77,1901,3142
3,20,OAXACA,13,OAXACA DE JUAREZ,66,OAXACA DE JUAREZ,473,3,3,41,79,30,310,61,80,337,32,12,19,43,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1053,1,43,1097,1838
3,20,OAXACA,13,OAXACA DE JUAREZ,66,OAXACA DE JUAREZ,474,3,3,38,60,12,348,65,82,319,32,8,17,56,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1042,1,70,1113,1906
3,20,OAXACA,13,OAXACA DE JUAREZ,66,OAXACA DE JUAREZ,475,3,3,20,50,18,285,65,97,368,38,6,18,50,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1018,0,52,1070,1894
3,20,OAXACA,13,OAXACA DE JUAREZ,66,OAXACA DE JUAREZ,476,3,3,111,132,51,311,62,89,286,13,15,25,108,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1213,0,66,1279,1910
3,20,OAXACA,13,OAXACA DE JUAREZ,66,OAXACA DE JUAREZ,477,4,4,37,119,18,438,120,113,329,35,16,19,124,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1370,0,69,1439,2526
3,20,OAXACA,13,OAXACA DE JUAREZ,66,OAXACA DE JUAREZ,479,3,3,44,93,32,277,69,125,306,23,15,19,55,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1064,1,56,1121,1867
3,20,OAXACA,13,OAXACA DE JUAREZ,66,OAXACA DE JUAREZ,480,3,3,231,143,111,263,72,122,291,9,20,16,55,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1343,0,46,1389,2065
3,20,OAXACA,13,OAXACA DE JUAREZ,66,OAXACA DE JUAREZ,481,6,6,294,249,129,744,91,188,635,32,21,35,108,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2544,2,104,2650,4056
3,20,OAXACA,13,OAXACA DE JUAREZ,66,OAXACA DE JUAREZ,483,3,3,71,83,35,275,39,81,346,26,19,12,50,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1047,0,37,1084,1679
3,20,OAXACA,13,OAXACA DE JUAREZ,66,OAXACA DE JUAREZ,484,2,2,52,78,12,218,32,67,288,72,12,17,43,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,893,0,39,932,1432
3,20,OAXACA,13,OAXACA DE JUAREZ,66,OAXACA DE JUAREZ,485,2,2,44,108,25,184,34,83,303,33,15,18,33,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,889,0,38,927,1330
