CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,ACTAS_CASILLA-MEC,PAN,PRI,PRD,MC,PVEM,MORENA,PT,QS,PVEM_MORENA_PT,PVEM_MORENA,PVEM_PT,MORENA_PT,PAN_PRI_PRD,PAN_PRI,PAN_PRD,PRI_PRD,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
5,22,QUERETARO,9,AMEALCO DE BONFIL,7,HUIMILPAN,146,2,2,210,47,31,31,203,74,12,13,6,14,5,1,0,12,0,0,659,1,46,706,1235
5,22,QUERETARO,9,AMEALCO DE BONFIL,7,HUIMILPAN,148,3,3,169,72,25,26,465,91,7,24,22,9,2,1,0,8,0,0,921,0,44,965,1722
5,22,QUERETARO,9,AMEALCO DE BONFIL,7,HUIMILPAN,149,3,3,181,50,8,24,345,118,10,18,17,17,4,1,0,14,0,0,807,0,45,852,1613
5,22,QUERETARO,9,AMEALCO DE BONFIL,7,HUIMILPAN,150,4,4,280,104,30,36,297,93,16,15,13,6,2,3,0,10,0,0,905,1,73,979,2258
5,22,QUERETARO,9,AMEALCO DE BONFIL,7,HUIMILPAN,151,3,3,162,37,25,50,197,68,10,25,11,4,4,0,0,9,0,0,602,0,43,645,1427
5,22,QUERETARO,9,AMEALCO DE BONFIL,7,HUIMILPAN,152,5,5,305,89,19,54,397,186,21,24,22,18,4,0,0,18,0,0,1157,0,77,1234,2753
5,22,QUERETARO,15,JALPAN DE SERRA,8,JALPAN DE SERRA,153,6,6,806,209,43,73,78,1022,73,71,52,10,2,7,70,8,0,0,2524,0,108,2632,4165
5,22,QUERETARO,15,JALPAN DE SERRA,8,JALPAN DE SERRA,154,5,5,696,172,25,64,51,723,38,62,23,11,2,4,62,18,3,2,1956,1,103,2060,2637
5,22,QUERETARO,15,JALPAN DE SERRA,8,JALPAN DE SERRA,155,5,5,571,113,26,75,69,809,52,55,31,14,3,5,38,13,0,0,1874,1,106,1981,3250
5,22,QUERETARO,15,JALPAN DE SERRA,8,JALPAN DE SERRA,156,4,4,475,139,16,51,47,435,39,36,28,8,1,2,36,16,2,0,1331,0,87,1418,2297
5,22,QUERETARO,15,JALPAN DE SERRA,8,JALPAN DE SERRA,157,3,3,144,56,8,14,23,244,24,13,21,11,3,4,13,10,1,0,589,0,85,674,1266
5,22,QUERETARO,15,JALPAN DE SERRA,8,JALPAN DE SERRA,158,4,4,123,82,13,10,32,234,23,9,9,6,5,3,10,9,0,0,568,0,49,617,1166
5,22,QUERETARO,15,JALPAN DE SERRA,8,JALPAN DE SERRA,159,1,1,38,26,1,5,17,72,5,6,2,1,0,2,5,4,0,0,184,0,28,212,416
5,22,QUERETARO,15,JALPAN DE SERRA,8,JALPAN DE SERRA,160,2,2,65,29,5,12,21,218,24,6,11,4,0,0,6,0,0,0,401,1,22,424,654
5,22,QUERETARO,15,JALPAN DE SERRA,8,JALPAN DE SERRA,161,3,3,235,88,24,43,53,438,36,23,23,6,2,4,21,8,1,1,1006,2,75,1083,1806
5,22,QUERETARO,15,JALPAN DE SERRA,8,JALPAN DE SERRA,162,2,2,56,20,2,14,13,115,13,2,7,5,1,4,8,0,0,0,260,0,22,282,518
5,22,QUERETARO,15,JALPAN DE SERRA,8,JALPAN DE SERRA,163,2,2,111,47,9,10,17,128,13,4,4,1,2,0,3,1,1,0,351,0,24,375,678
5,22,QUERETARO,15,JALPAN DE SERRA,8,JALPAN DE SERRA,164,2,2,133,20,8,16,21,216,20,13,5,4,0,3,16,2,1,0,478,0,60,538,1025
5,22,QUERETARO,15,JALPAN DE SERRA,8,JALPAN DE SERRA,165,2,2,89,21,2,11,12,167,9,3,7,4,3,2,9,1,2,0,342,0,37,379,638
5,22,QUERETARO,15,JALPAN DE SERRA,8,JALPAN DE SERRA,166,1,1,100,24,8,18,22,165,19,10,9,7,2,1,3,7,1,0,396,0,37,433,722
5,22,QUERETARO,15,JALPAN DE SERRA,8,JALPAN DE SERRA,167,3,3,196,46,19,18,64,374,42,31,5,9,1,2,6,4,2,0,819,0,85,904,1614
5,22,QUERETARO,15,JALPAN DE SERRA,9,LANDA DE MATAMOROS,168,4,4,672,368,7,29,34,444,28,12,21,6,0,6,20,8,7,0,1662,1,93,1756,2637
5,22,QUERETARO,15,JALPAN DE SERRA,9,LANDA DE MATAMOROS,169,2,2,196,138,4,3,17,124,6,3,1,2,4,1,4,5,0,0,508,0,40,548,1035
5,22,QUERETARO,15,JALPAN DE SERRA,9,LANDA DE MATAMOROS,170,2,2,178,200,2,1,18,176,13,2,6,4,0,4,6,3,0,0,613,0,45,658,1063
5,22,QUERETARO,15,JALPAN DE SERRA,9,LANDA DE MATAMOROS,171,3,3,273,361,7,16,22,223,17,5,15,7,5,1,11,5,2,2,972,0,79,1051,1618
5,22,QUERETARO,15,JALPAN DE SERRA,9,LANDA DE MATAMOROS,172,2,2,227,146,2,5,16,161,20,0,6,1,5,1,7,2,2,0,601,0,41,642,1127
5,22,QUERETARO,15,JALPAN DE SERRA,9,LANDA DE MATAMOROS,173,2,2,204,190,5,3,19,61,6,3,6,2,1,0,0,2,1,0,503,0,35,538,856
5,22,QUERETARO,15,JALPAN DE SERRA,9,LANDA DE MATAMOROS,174,3,3,291,285,7,22,22,338,42,13,17,3,3,3,9,2,1,0,1058,0,66,1124,1848
5,22,QUERETARO,15,JALPAN DE SERRA,9,LANDA DE MATAMOROS,175,2,2,174,266,9,3,18,148,16,2,9,2,0,0,3,5,1,1,657,0,49,706,1146
5,22,QUERETARO,15,JALPAN DE SERRA,9,LANDA DE MATAMOROS,176,4,4,460,447,9,21,26,226,14,6,8,5,0,1,7,5,1,1,1237,0,76,1313,1802
5,22,QUERETARO,15,JALPAN DE SERRA,9,LANDA DE MATAMOROS,177,2,2,94,183,2,4,12,104,7,2,7,1,3,0,0,3,2,1,425,0,37,462,704
5,22,QUERETARO,15,JALPAN DE SERRA,9,LANDA DE MATAMOROS,178,1,1,89,85,0,1,6,62,8,2,4,2,0,1,1,0,1,1,263,0,16,279,486
5,22,QUERETARO,15,JALPAN DE SERRA,9,LANDA DE MATAMOROS,179,1,1,95,126,2,3,10,68,7,3,1,1,2,0,1,2,1,0,322,0,17,339,494
5,22,QUERETARO,15,JALPAN DE SERRA,9,LANDA DE MATAMOROS,180,3,3,340,279,8,115,26,227,15,6,5,5,3,4,4,4,4,1,1046,0,84,1130,1648
5,22,QUERETARO,15,JALPAN DE SERRA,9,LANDA DE MATAMOROS,181,1,1,185,46,2,8,20,52,7,1,1,0,0,0,1,0,0,0,323,0,16,339,529
5,22,QUERETARO,13,EL MARQUES,10,EL MARQUES,182,5,5,793,149,26,89,59,977,61,32,0,0,0,0,0,0,9,0,2195,0,111,2306,3170
5,22,QUERETARO,13,EL MARQUES,10,EL MARQUES,183,4,4,728,105,11,81,59,910,81,35,0,0,0,0,0,0,6,0,2016,1,92,2109,2805
5,22,QUERETARO,13,EL MARQUES,10,EL MARQUES,184,6,6,1431,100,17,90,47,868,77,22,0,0,0,0,0,0,15,0,2667,4,111,2782,4106
5,22,QUERETARO,13,EL MARQUES,10,EL MARQUES,185,4,4,717,108,10,69,37,645,38,19,0,0,0,0,0,0,9,0,1652,23,93,1768,2399
5,22,QUERETARO,13,EL MARQUES,10,EL MARQUES,186,2,2,304,52,0,10,20,126,3,5,0,0,0,0,0,0,0,0,520,0,48,568,941
5,22,QUERETARO,13,EL MARQUES,10,EL MARQUES,187,2,2,386,72,3,21,11,231,12,7,0,0,0,0,0,0,0,0,743,0,42,785,1124
5,22,QUERETARO,13,EL MARQUES,10,EL MARQUES,188,6,6,833,178,27,51,95,824,60,28,0,0,0,0,0,0,190,0,2286,0,163,2449,3601
5,22,QUERETARO,13,EL MARQUES,10,EL MARQUES,189,5,5,736,196,12,66,61,802,86,22,0,0,0,0,0,0,8,0,1989,4,130,2123,3162
5,22,QUERETARO,13,EL MARQUES,10,EL MARQUES,191,6,6,917,122,22,68,68,1077,57,35,0,0,0,0,0,0,25,0,2391,1,141,2533,3775
5,22,QUERETARO,13,EL MARQUES,10,EL MARQUES,192,6,6,1272,181,18,42,62,400,106,32,0,0,0,0,0,0,9,0,2122,1,162,2285,3476
5,22,QUERETARO,13,EL MARQUES,10,EL MARQUES,193,3,3,432,77,8,58,36,452,33,6,0,0,0,0,0,0,2,0,1104,0,64,1168,1841
5,22,QUERETARO,13,EL MARQUES,10,EL MARQUES,194,3,3,458,104,9,29,48,445,27,17,0,0,0,0,0,0,5,0,1142,0,93,1235,1729
5,22,QUERETARO,13,EL MARQUES,10,EL MARQUES,196,6,6,957,307,22,53,60,1011,51,30,0,0,0,0,0,0,9,0,2500,0,159,2659,4139
5,22,QUERETARO,13,EL MARQUES,10,EL MARQUES,197,3,3,637,91,10,23,36,496,21,20,0,0,0,0,0,0,3,0,1337,0,70,1407,2064
5,22,QUERETARO,13,EL MARQUES,10,EL MARQUES,198,5,5,1085,144,26,59,56,886,29,45,0,0,0,0,0,0,13,0,2343,1,136,2480,3431
5,22,QUERETARO,13,EL MARQUES,10,EL MARQUES,199,5,5,772,121,13,61,52,831,35,24,0,0,0,0,0,0,5,0,1914,0,119,2033,3097
5,22,QUERETARO,13,EL MARQUES,10,EL MARQUES,200,7,7,1092,169,20,88,148,1164,56,46,0,0,0,0,0,0,7,0,2790,0,150,2940,4601
5,22,QUERETARO,13,EL MARQUES,10,EL MARQUES,202,23,23,2504,380,79,305,205,3462,216,120,0,0,0,0,0,0,30,0,7301,5,423,7729,15610
5,22,QUERETARO,13,EL MARQUES,10,EL MARQUES,203,20,20,2476,782,40,333,163,2740,99,140,0,0,0,0,0,0,29,0,6802,2,298,7102,12352
5,22,QUERETARO,9,AMEALCO DE BONFIL,10,EL MARQUES,204,16,16,1452,171,63,209,263,2212,146,124,147,38,7,13,0,29,0,0,4874,3,162,5039,10864
5,22,QUERETARO,9,AMEALCO DE BONFIL,10,EL MARQUES,205,28,28,4624,308,176,699,454,3966,267,331,252,57,11,38,0,116,0,0,11299,6,321,11626,20039
5,22,QUERETARO,9,AMEALCO DE BONFIL,10,EL MARQUES,206,5,5,574,61,20,42,80,632,24,25,34,10,3,11,0,19,0,0,1535,0,57,1592,2080
5,22,QUERETARO,9,AMEALCO DE BONFIL,10,EL MARQUES,207,5,5,880,48,17,73,77,902,36,33,37,14,3,4,0,20,0,0,2144,1,64,2209,3482
5,22,QUERETARO,9,AMEALCO DE BONFIL,10,EL MARQUES,208,5,5,730,105,19,54,101,770,65,39,43,9,7,11,0,8,0,0,1961,1,52,2014,3115
5,22,QUERETARO,9,AMEALCO DE BONFIL,10,EL MARQUES,209,3,3,585,97,11,35,81,480,37,23,18,8,13,2,0,9,0,0,1399,0,35,1434,2195
5,22,QUERETARO,12,TEQUISQUIAPAN,11,PEDRO ESCOBEDO,210,3,3,393,308,10,122,69,319,87,13,0,0,0,0,0,0,1,0,1322,1,69,1392,2129
5,22,QUERETARO,12,TEQUISQUIAPAN,11,PEDRO ESCOBEDO,211,2,2,260,178,6,113,50,247,59,14,0,0,0,0,0,0,4,0,931,0,26,957,1443
5,22,QUERETARO,12,TEQUISQUIAPAN,11,PEDRO ESCOBEDO,212,6,6,577,458,26,197,136,748,180,38,0,0,0,0,0,0,0,0,2360,2,95,2457,4084
5,22,QUERETARO,12,TEQUISQUIAPAN,11,PEDRO ESCOBEDO,213,3,3,349,206,7,97,88,341,119,16,0,0,0,0,0,0,3,0,1226,0,66,1292,1948
5,22,QUERETARO,12,TEQUISQUIAPAN,11,PEDRO ESCOBEDO,215,3,3,230,170,14,106,169,398,57,15,0,0,0,0,0,0,3,0,1162,0,27,1189,2068
5,22,QUERETARO,12,TEQUISQUIAPAN,11,PEDRO ESCOBEDO,216,4,4,276,212,18,95,171,809,61,24,0,0,0,0,0,0,0,0,1666,0,80,1746,2750
5,22,QUERETARO,12,TEQUISQUIAPAN,11,PEDRO ESCOBEDO,217,4,4,215,235,19,63,209,616,83,19,0,0,0,0,0,0,3,0,1462,0,59,1521,2357
5,22,QUERETARO,12,TEQUISQUIAPAN,11,PEDRO ESCOBEDO,218,3,3,197,147,11,60,123,357,69,10,0,0,0,0,0,0,0,0,974,0,66,1040,1653
5,22,QUERETARO,12,TEQUISQUIAPAN,11,PEDRO ESCOBEDO,219,3,3,287,359,19,117,92,374,64,12,0,0,0,0,0,0,0,0,1324,1,46,1371,1868
5,22,QUERETARO,12,TEQUISQUIAPAN,11,PEDRO ESCOBEDO,220,3,3,147,91,5,48,272,545,65,9,0,0,0,0,0,0,3,0,1185,0,92,1277,2018
5,22,QUERETARO,12,TEQUISQUIAPAN,11,PEDRO ESCOBEDO,221,4,4,175,109,6,43,296,501,95,17,0,0,0,0,0,0,1,0,1243,0,71,1314,2406
5,22,QUERETARO,12,TEQUISQUIAPAN,11,PEDRO ESCOBEDO,222,5,5,431,333,26,130,98,726,76,15,0,0,0,0,0,0,8,0,1843,0,101,1944,3239
5,22,QUERETARO,12,TEQUISQUIAPAN,11,PEDRO ESCOBEDO,223,4,4,270,193,17,112,195,601,107,21,0,0,0,0,0,0,0,0,1516,1,58,1575,2272
5,22,QUERETARO,12,TEQUISQUIAPAN,11,PEDRO ESCOBEDO,224,4,4,420,114,23,58,123,741,144,11,0,0,0,0,0,0,5,0,1639,0,77,1716,2313
5,22,QUERETARO,12,TEQUISQUIAPAN,11,PEDRO ESCOBEDO,225,3,3,438,176,19,46,92,407,98,20,0,0,0,0,0,0,7,0,1303,1,63,1367,1762
5,22,QUERETARO,12,TEQUISQUIAPAN,11,PEDRO ESCOBEDO,226,4,4,326,279,16,78,153,638,47,12,0,0,0,0,0,0,2,0,1551,0,100,1651,2850
5,22,QUERETARO,12,TEQUISQUIAPAN,11,PEDRO ESCOBEDO,227,4,4,226,177,15,71,186,661,65,80,0,0,0,0,0,0,3,0,1484,0,80,1564,2636
5,22,QUERETARO,12,TEQUISQUIAPAN,11,PEDRO ESCOBEDO,228,5,5,287,215,22,78,131,812,73,75,0,0,0,0,0,0,0,0,1693,21,83,1797,3400
5,22,QUERETARO,12,TEQUISQUIAPAN,11,PEDRO ESCOBEDO,229,2,2,110,107,9,34,78,381,42,9,0,0,0,0,0,0,0,0,770,0,45,815,1389
5,22,QUERETARO,12,TEQUISQUIAPAN,11,PEDRO ESCOBEDO,230,7,7,601,326,19,119,281,1084,133,33,0,0,0,0,0,0,5,0,2601,0,141,2742,4381
5,22,QUERETARO,12,TEQUISQUIAPAN,11,PEDRO ESCOBEDO,231,5,5,261,230,15,163,165,775,56,22,0,0,0,0,0,0,1,0,1688,0,108,1796,2941
5,22,QUERETARO,12,TEQUISQUIAPAN,11,PEDRO ESCOBEDO,232,1,1,50,64,5,33,26,187,21,4,0,0,0,0,0,0,0,0,390,0,27,417,687
5,22,QUERETARO,12,TEQUISQUIAPAN,11,PEDRO ESCOBEDO,233,5,5,642,217,16,101,198,772,128,22,0,0,0,0,0,0,7,0,2103,2,98,2203,3356
5,22,QUERETARO,14,EZEQUIEL MONTES,12,PEÑAMILLER,234,3,3,459,22,4,417,35,344,98,1,0,0,0,0,21,0,2,0,1403,0,83,1486,1884
5,22,QUERETARO,14,EZEQUIEL MONTES,12,PEÑAMILLER,235,1,1,59,15,3,9,14,136,43,2,0,0,0,0,1,1,0,0,283,0,18,301,396
5,22,QUERETARO,14,EZEQUIEL MONTES,12,PEÑAMILLER,236,2,2,68,2,1,20,6,73,15,1,0,0,0,0,5,2,1,0,194,0,8,202,302
5,22,QUERETARO,14,EZEQUIEL MONTES,12,PEÑAMILLER,237,4,4,507,12,13,73,40,333,632,2,0,0,0,0,20,4,0,0,1636,0,95,1731,2477
5,22,QUERETARO,14,EZEQUIEL MONTES,12,PEÑAMILLER,238,1,1,80,6,0,19,14,125,54,1,0,0,0,0,0,0,0,0,299,0,22,321,527
5,22,QUERETARO,14,EZEQUIEL MONTES,12,PEÑAMILLER,239,1,1,72,4,5,28,10,93,29,0,0,0,0,0,2,1,0,0,244,0,23,267,467
5,22,QUERETARO,14,EZEQUIEL MONTES,12,PEÑAMILLER,240,3,3,325,18,4,56,39,310,151,7,0,0,0,0,10,0,1,0,921,0,45,966,1228
5,22,QUERETARO,14,EZEQUIEL MONTES,12,PEÑAMILLER,241,3,3,228,13,14,125,27,226,144,4,0,0,0,0,9,0,0,0,790,0,41,831,1242
5,22,QUERETARO,14,EZEQUIEL MONTES,12,PEÑAMILLER,242,3,3,151,8,6,64,25,224,83,7,0,0,0,0,6,1,0,0,575,0,45,620,990
5,22,QUERETARO,14,EZEQUIEL MONTES,12,PEÑAMILLER,243,1,1,158,6,2,42,27,194,73,3,0,0,0,0,7,1,0,0,513,0,32,545,715
5,22,QUERETARO,14,EZEQUIEL MONTES,12,PEÑAMILLER,244,1,1,78,7,3,45,29,218,130,1,0,0,0,0,1,0,0,0,512,0,44,556,718
5,22,QUERETARO,14,EZEQUIEL MONTES,12,PEÑAMILLER,245,4,4,455,31,15,346,47,1000,121,19,0,0,0,0,17,5,2,0,2058,0,53,2111,2822
5,22,QUERETARO,14,EZEQUIEL MONTES,12,PEÑAMILLER,246,1,1,18,1,1,14,2,34,8,1,0,0,0,0,1,0,0,0,80,0,4,84,112
5,22,QUERETARO,14,EZEQUIEL MONTES,12,PEÑAMILLER,247,3,3,454,25,11,220,41,504,116,6,0,0,0,0,18,2,2,0,1399,0,53,1452,1857
5,22,QUERETARO,15,JALPAN DE SERRA,13,PINAL DE AMOLES,248,4,4,756,102,130,26,52,301,33,23,12,6,2,7,9,20,2,0,1481,0,87,1568,2120
5,22,QUERETARO,15,JALPAN DE SERRA,13,PINAL DE AMOLES,249,2,2,322,81,101,23,23,117,14,16,7,3,2,1,5,18,2,0,735,0,42,777,986
5,22,QUERETARO,15,JALPAN DE SERRA,13,PINAL DE AMOLES,250,3,3,370,26,143,16,20,118,19,11,8,6,2,4,6,19,0,0,768,1,59,828,1584
5,22,QUERETARO,15,JALPAN DE SERRA,13,PINAL DE AMOLES,251,3,3,391,42,264,11,42,157,14,1,2,4,4,2,4,19,3,3,963,0,55,1018,1614
5,22,QUERETARO,15,JALPAN DE SERRA,13,PINAL DE AMOLES,252,2,2,192,24,67,8,15,63,8,2,2,0,2,0,0,11,0,1,395,0,29,424,760
5,22,QUERETARO,15,JALPAN DE SERRA,13,PINAL DE AMOLES,253,4,4,683,65,230,44,39,310,29,25,12,5,4,3,18,18,2,0,1487,0,95,1582,2565
5,22,QUERETARO,15,JALPAN DE SERRA,13,PINAL DE AMOLES,254,3,3,289,57,135,14,26,106,17,10,2,2,0,2,6,17,1,0,684,0,47,731,1318
5,22,QUERETARO,15,JALPAN DE SERRA,13,PINAL DE AMOLES,255,1,1,104,12,29,3,4,36,3,1,0,0,1,2,1,3,0,0,199,0,19,218,372
5,22,QUERETARO,15,JALPAN DE SERRA,13,PINAL DE AMOLES,256,3,3,196,36,70,5,30,128,30,7,6,3,2,2,5,12,1,1,534,0,55,589,923
5,22,QUERETARO,15,JALPAN DE SERRA,13,PINAL DE AMOLES,257,1,1,166,14,34,4,29,59,6,6,1,1,2,0,3,4,0,1,330,0,16,346,475
5,22,QUERETARO,15,JALPAN DE SERRA,13,PINAL DE AMOLES,258,2,2,349,43,110,20,41,150,17,7,3,4,4,0,3,14,1,0,766,0,52,818,1219
5,22,QUERETARO,15,JALPAN DE SERRA,13,PINAL DE AMOLES,259,2,2,169,25,113,7,28,119,17,8,2,3,4,6,6,15,2,0,524,0,60,584,1061
5,22,QUERETARO,15,JALPAN DE SERRA,13,PINAL DE AMOLES,260,3,3,232,32,104,10,38,217,34,9,6,5,2,1,6,13,3,3,715,0,53,768,1341
5,22,QUERETARO,15,JALPAN DE SERRA,13,PINAL DE AMOLES,261,3,3,263,39,136,13,45,156,18,9,6,6,2,2,9,29,1,4,738,0,91,829,1557
5,22,QUERETARO,15,JALPAN DE SERRA,13,PINAL DE AMOLES,262,3,3,334,91,194,15,52,185,15,8,6,3,1,5,6,47,0,3,965,1,69,1035,1558
5,22,QUERETARO,15,JALPAN DE SERRA,13,PINAL DE AMOLES,263,2,2,140,13,54,7,20,56,8,2,1,1,0,1,0,9,1,0,313,0,18,331,488
5,22,QUERETARO,15,JALPAN DE SERRA,13,PINAL DE AMOLES,264,1,1,173,16,42,7,22,107,18,6,3,5,0,2,0,8,0,0,409,0,28,437,670
5,22,QUERETARO,15,JALPAN DE SERRA,13,PINAL DE AMOLES,265,2,2,46,11,20,2,13,36,4,0,0,1,1,0,0,0,0,0,134,0,11,145,283
5,22,QUERETARO,3,QUERETARO,14,QUERETARO,266,6,6,416,77,6,167,105,776,51,20,239,11,3,4,165,8,0,1,2049,4,72,2125,4381
5,22,QUERETARO,3,QUERETARO,14,QUERETARO,267,5,5,975,84,18,54,76,457,38,12,33,10,1,4,31,8,1,0,1802,2,49,1853,3159
5,22,QUERETARO,3,QUERETARO,14,QUERETARO,268,4,4,1608,67,23,21,33,223,15,13,6,3,0,5,24,4,2,0,2047,2,19,2068,2823
5,22,QUERETARO,1,QUERETARO,14,QUERETARO,269,4,4,1477,73,14,43,15,152,16,16,5,1,0,4,28,2,3,0,1849,0,16,1865,2286
5,22,QUERETARO,3,QUERETARO,14,QUERETARO,270,18,18,914,128,28,235,229,2842,128,94,240,67,15,26,63,10,4,1,5024,1,175,5200,12926
5,22,QUERETARO,1,QUERETARO,14,QUERETARO,272,5,5,310,64,13,85,91,948,33,28,77,31,5,9,32,5,2,1,1734,2,56,1792,3571
5,22,QUERETARO,1,QUERETARO,14,QUERETARO,274,3,3,236,43,8,74,60,539,27,26,61,8,3,4,18,0,0,0,1107,1,24,1132,1957
5,22,QUERETARO,4,QUERETARO,14,QUERETARO,275,3,3,246,84,6,60,61,502,25,18,52,15,0,9,0,0,3,0,1081,0,48,1129,2083
5,22,QUERETARO,4,QUERETARO,14,QUERETARO,277,9,9,1282,263,37,207,171,1593,125,88,132,19,5,13,0,0,27,0,3962,4,146,4112,6749
5,22,QUERETARO,1,QUERETARO,14,QUERETARO,279,4,4,256,46,5,36,32,273,19,24,28,8,0,2,12,6,2,0,749,0,20,769,981
5,22,QUERETARO,1,QUERETARO,14,QUERETARO,280,2,2,288,52,4,45,30,366,14,26,28,5,2,1,23,8,1,0,893,1,17,911,1388
5,22,QUERETARO,1,QUERETARO,14,QUERETARO,281,4,4,549,77,11,77,53,464,32,39,36,11,0,4,38,14,1,0,1406,2,28,1436,2255
5,22,QUERETARO,2,QUERETARO,14,QUERETARO,282,10,10,1246,160,30,315,201,1792,96,87,171,26,1,17,81,23,2,2,4250,3,78,4331,7287
5,22,QUERETARO,1,QUERETARO,14,QUERETARO,283,2,2,241,28,3,37,24,278,9,17,34,3,1,4,25,2,0,0,706,1,16,723,1113
5,22,QUERETARO,1,QUERETARO,14,QUERETARO,284,2,2,254,47,3,33,34,225,18,19,17,5,1,0,25,3,0,0,684,0,20,704,997
5,22,QUERETARO,4,QUERETARO,14,QUERETARO,285,3,3,162,45,5,32,58,408,30,9,32,7,4,8,0,0,4,0,804,0,32,836,1717
5,22,QUERETARO,4,QUERETARO,14,QUERETARO,286,6,6,298,104,9,46,73,642,49,18,70,18,6,13,0,0,12,0,1358,0,57,1415,3790
5,22,QUERETARO,4,QUERETARO,14,QUERETARO,287,3,3,169,49,4,36,45,452,23,10,26,13,3,4,0,0,0,0,834,1,28,863,1520
5,22,QUERETARO,4,QUERETARO,14,QUERETARO,288,5,5,523,110,17,87,95,815,37,32,63,28,6,11,0,0,11,0,1835,0,57,1892,3120
5,22,QUERETARO,1,QUERETARO,14,QUERETARO,289,2,2,191,21,6,27,23,225,12,8,27,6,1,2,15,0,0,1,565,0,23,588,926
5,22,QUERETARO,1,QUERETARO,14,QUERETARO,290,2,2,202,32,4,32,31,281,6,12,14,0,0,1,6,3,0,0,624,0,15,639,1017
5,22,QUERETARO,1,QUERETARO,14,QUERETARO,291,3,3,363,62,6,63,53,547,35,25,30,4,2,2,26,7,1,0,1226,3,27,1256,1912
5,22,QUERETARO,1,QUERETARO,14,QUERETARO,292,2,2,236,46,12,37,28,310,23,18,21,9,3,1,13,7,0,0,764,1,16,781,1206
5,22,QUERETARO,2,QUERETARO,14,QUERETARO,294,2,2,187,23,2,48,28,254,10,13,16,10,1,1,9,2,0,0,604,0,20,624,990
5,22,QUERETARO,4,QUERETARO,14,QUERETARO,295,5,5,308,124,17,69,81,876,43,30,79,26,4,12,0,0,17,0,1686,1,103,1790,3687
5,22,QUERETARO,4,QUERETARO,14,QUERETARO,296,3,3,210,54,8,31,43,406,28,13,40,6,3,3,0,0,3,0,848,0,30,878,1535
5,22,QUERETARO,2,QUERETARO,14,QUERETARO,297,2,2,269,37,7,42,53,367,18,21,33,7,1,8,15,9,0,0,887,4,16,907,1395
5,22,QUERETARO,2,QUERETARO,14,QUERETARO,298,2,2,208,32,8,42,34,293,25,18,22,6,1,27,10,2,0,0,728,0,22,750,1125
5,22,QUERETARO,2,QUERETARO,14,QUERETARO,299,2,2,216,32,4,39,48,294,18,13,24,9,2,1,10,13,2,0,725,1,19,745,1076
5,22,QUERETARO,2,QUERETARO,14,QUERETARO,300,6,6,610,88,17,165,110,1044,53,48,96,22,3,8,52,12,1,1,2330,10,68,2408,4162
5,22,QUERETARO,2,QUERETARO,14,QUERETARO,301,2,2,245,25,4,58,44,319,19,26,28,12,2,6,19,5,1,0,813,0,12,825,1242
5,22,QUERETARO,2,QUERETARO,14,QUERETARO,302,3,3,336,40,11,80,47,411,18,26,24,14,1,6,25,5,6,0,1050,0,40,1090,1512
5,22,QUERETARO,4,QUERETARO,14,QUERETARO,303,8,8,1132,234,28,126,137,1218,70,62,126,21,10,13,0,0,35,0,3212,2,148,3362,5629
5,22,QUERETARO,4,QUERETARO,14,QUERETARO,304,4,4,304,85,11,64,95,665,58,12,72,16,7,14,0,0,4,0,1407,0,66,1473,2835
5,22,QUERETARO,1,QUERETARO,14,QUERETARO,305,7,7,983,121,28,160,106,1002,49,69,72,17,5,11,61,13,1,0,2698,4,64,2766,4610
5,22,QUERETARO,1,QUERETARO,14,QUERETARO,306,2,2,221,34,3,29,19,255,12,13,18,6,1,2,15,2,0,0,630,0,19,649,1007
5,22,QUERETARO,1,QUERETARO,14,QUERETARO,307,2,2,206,20,8,26,26,249,15,12,30,4,0,3,13,6,0,0,618,1,17,636,1001
5,22,QUERETARO,1,QUERETARO,14,QUERETARO,308,7,7,1018,130,19,189,111,1150,61,81,92,28,1,11,69,17,1,0,2978,2,82,3062,5077
5,22,QUERETARO,1,QUERETARO,14,QUERETARO,309,2,2,218,35,5,41,26,305,15,21,25,8,0,4,13,2,0,0,718,0,25,743,1144
5,22,QUERETARO,1,QUERETARO,14,QUERETARO,310,2,2,258,37,5,34,33,310,13,18,34,7,0,4,28,4,1,0,786,1,24,811,1217
5,22,QUERETARO,1,QUERETARO,14,QUERETARO,311,2,2,167,22,6,28,20,274,18,15,21,8,1,2,13,2,0,0,597,0,13,610,952
5,22,QUERETARO,1,QUERETARO,14,QUERETARO,312,2,2,211,25,8,37,29,344,15,16,41,10,3,1,11,4,0,0,755,0,21,776,1205
5,22,QUERETARO,4,QUERETARO,14,QUERETARO,313,4,4,1405,134,15,38,33,298,21,17,25,5,0,0,0,0,18,0,2009,3,55,2067,2738
5,22,QUERETARO,1,QUERETARO,14,QUERETARO,314,2,2,221,39,11,34,33,292,11,14,20,4,2,4,22,4,1,0,712,2,19,733,1092
