CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,ACTAS_CASILLA-MEC,PAN,PRI,PRD,MC,PVEM,MORENA,PT,QS,PVEM_MORENA_PT,PVEM_MORENA,PVEM_PT,MORENA_PT,PAN_PRI_PRD,PAN_PRI,PAN_PRD,PRI_PRD,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
5,22,QUERETARO,14,EZEQUIEL MONTES,4,COLON,79,7,7,509,366,24,440,233,706,94,41,0,0,0,0,40,17,2,1,2473,5,146,2624,4219
5,22,QUERETARO,14,EZEQUIEL MONTES,4,COLON,80,1,1,40,70,2,49,25,44,7,7,0,0,0,0,4,4,2,0,254,1,29,284,505
5,22,QUERETARO,14,EZEQUIEL MONTES,4,COLON,81,3,3,226,208,10,180,54,136,21,14,0,0,0,0,15,21,0,1,886,0,63,949,1537
5,22,QUERETARO,14,EZEQUIEL MONTES,4,COLON,82,2,2,126,119,9,173,86,226,51,17,0,0,0,0,10,1,0,0,818,1,64,883,1308
5,22,QUERETARO,14,EZEQUIEL MONTES,4,COLON,84,3,3,143,103,13,161,153,193,35,26,0,0,0,0,15,9,1,1,853,0,78,931,1704
5,22,QUERETARO,14,EZEQUIEL MONTES,4,COLON,85,2,2,100,44,11,144,79,338,14,10,0,0,0,0,3,1,0,0,744,0,45,789,1226
5,22,QUERETARO,14,EZEQUIEL MONTES,4,COLON,86,4,4,136,109,14,209,92,227,43,34,0,0,0,0,9,7,0,0,880,2,99,981,1625
5,22,QUERETARO,14,EZEQUIEL MONTES,4,COLON,87,4,4,233,149,8,250,160,520,33,17,0,0,0,0,10,8,1,0,1389,1,83,1473,2308
5,22,QUERETARO,14,EZEQUIEL MONTES,4,COLON,88,4,4,276,224,18,243,195,624,45,27,0,0,0,0,25,16,0,0,1693,0,112,1805,2880
5,22,QUERETARO,14,EZEQUIEL MONTES,4,COLON,90,4,4,189,82,18,129,128,444,103,20,0,0,0,0,11,8,1,0,1133,0,68,1201,1813
5,22,QUERETARO,14,EZEQUIEL MONTES,4,COLON,91,3,3,181,75,17,167,124,319,119,12,0,0,0,0,9,3,0,0,1026,0,102,1128,1809
5,22,QUERETARO,14,EZEQUIEL MONTES,4,COLON,94,5,5,254,201,16,370,186,450,87,38,0,0,0,0,20,9,4,2,1637,3,131,1771,3381
5,22,QUERETARO,14,EZEQUIEL MONTES,4,COLON,95,4,4,284,129,22,204,142,468,127,31,0,0,0,0,17,9,0,0,1433,0,83,1516,2685
5,22,QUERETARO,14,EZEQUIEL MONTES,4,COLON,96,5,5,294,177,21,278,226,732,132,24,0,0,0,0,10,15,0,1,1910,0,91,2001,3274
5,22,QUERETARO,8,CORREGIDORA,5,CORREGIDORA,97,10,10,2662,386,54,150,140,877,73,61,0,0,0,16,0,0,0,0,4419,4,138,4561,6871
5,22,QUERETARO,8,CORREGIDORA,5,CORREGIDORA,98,6,6,1416,373,46,99,100,597,50,44,0,0,0,20,0,0,0,0,2745,4,112,2861,4494
5,22,QUERETARO,8,CORREGIDORA,5,CORREGIDORA,99,26,26,7335,1150,137,397,289,2581,201,172,0,0,0,66,0,0,0,0,12328,9,371,12708,19056
5,22,QUERETARO,8,CORREGIDORA,5,CORREGIDORA,100,3,3,833,185,16,53,43,312,24,20,0,0,0,3,0,0,0,0,1489,0,41,1530,2186
5,22,QUERETARO,8,CORREGIDORA,5,CORREGIDORA,101,7,7,1779,376,41,104,60,659,49,52,0,0,0,20,0,0,0,0,3140,1,101,3242,4692
5,22,QUERETARO,8,CORREGIDORA,5,CORREGIDORA,102,3,3,437,198,29,63,44,345,32,22,0,0,0,8,0,0,0,0,1178,3,56,1237,1857
5,22,QUERETARO,8,CORREGIDORA,5,CORREGIDORA,103,8,8,1577,315,37,113,112,1043,78,65,0,0,0,22,0,0,0,0,3362,0,146,3508,5693
5,22,QUERETARO,8,CORREGIDORA,5,CORREGIDORA,104,3,3,338,138,22,45,55,430,28,20,0,0,0,8,0,0,0,0,1084,1,52,1137,1920
5,22,QUERETARO,8,CORREGIDORA,5,CORREGIDORA,105,16,16,1588,429,75,203,311,2277,167,173,0,0,0,32,0,0,0,0,5255,2,317,5574,11590
5,22,QUERETARO,8,CORREGIDORA,5,CORREGIDORA,106,4,4,317,105,25,47,86,535,40,31,0,0,0,3,0,0,0,0,1189,1,58,1248,2329
5,22,QUERETARO,8,CORREGIDORA,5,CORREGIDORA,107,3,3,333,112,13,32,50,452,29,24,0,0,0,3,0,0,0,0,1048,0,69,1117,2112
5,22,QUERETARO,8,CORREGIDORA,5,CORREGIDORA,108,4,4,357,120,20,57,81,533,34,35,0,0,0,14,0,0,0,0,1251,1,77,1329,2486
5,22,QUERETARO,8,CORREGIDORA,5,CORREGIDORA,109,3,3,318,91,19,45,83,520,38,24,0,0,0,11,0,0,0,0,1149,0,83,1232,2154
5,22,QUERETARO,6,QUERETARO,5,CORREGIDORA,110,5,5,969,85,11,118,99,532,39,67,27,2,4,2,0,0,18,0,1973,2,54,2029,3134
5,22,QUERETARO,6,QUERETARO,5,CORREGIDORA,111,4,4,588,61,21,77,77,520,43,48,34,8,2,6,0,0,18,0,1503,0,72,1575,2655
5,22,QUERETARO,8,CORREGIDORA,5,CORREGIDORA,113,16,16,4889,808,106,237,108,1210,102,96,0,0,0,43,0,0,0,0,7599,8,167,7774,10351
5,22,QUERETARO,8,CORREGIDORA,5,CORREGIDORA,114,14,14,2317,493,67,220,196,1981,149,108,0,0,0,49,0,0,0,0,5580,1,226,5807,9964
5,22,QUERETARO,8,CORREGIDORA,5,CORREGIDORA,115,16,16,3714,624,189,233,171,1564,141,98,0,0,0,27,0,0,0,0,6761,5,256,7022,11014
5,22,QUERETARO,8,CORREGIDORA,5,CORREGIDORA,117,11,11,3961,455,73,128,107,645,55,55,0,0,0,17,0,0,0,0,5496,2,116,5614,7571
5,22,QUERETARO,8,CORREGIDORA,5,CORREGIDORA,118,5,5,538,101,13,26,66,419,34,16,0,0,0,4,0,0,0,0,1217,1,70,1288,3156
5,22,QUERETARO,8,CORREGIDORA,5,CORREGIDORA,119,4,4,509,151,11,30,68,285,20,7,0,0,0,5,0,0,0,0,1086,0,68,1154,1706
5,22,QUERETARO,14,EZEQUIEL MONTES,6,EZEQUIEL MONTES,122,3,3,523,35,18,69,66,522,31,1,0,0,0,0,27,24,3,0,1319,0,65,1384,2235
5,22,QUERETARO,14,EZEQUIEL MONTES,6,EZEQUIEL MONTES,123,3,3,421,26,9,50,44,504,24,12,0,0,0,0,28,19,3,0,1140,0,67,1207,1764
5,22,QUERETARO,14,EZEQUIEL MONTES,6,EZEQUIEL MONTES,124,4,4,497,50,27,66,72,685,31,20,0,0,0,0,41,16,5,0,1510,0,68,1578,2350
5,22,QUERETARO,14,EZEQUIEL MONTES,6,EZEQUIEL MONTES,125,2,2,337,33,10,43,37,311,12,5,0,0,0,0,20,17,0,0,825,0,43,868,1298
5,22,QUERETARO,14,EZEQUIEL MONTES,6,EZEQUIEL MONTES,126,3,3,391,30,10,29,50,444,19,9,0,0,0,0,38,24,2,0,1046,0,64,1110,1593
5,22,QUERETARO,14,EZEQUIEL MONTES,6,EZEQUIEL MONTES,127,5,5,951,89,19,111,111,834,38,18,0,0,0,0,71,45,4,1,2292,1,111,2404,3706
5,22,QUERETARO,14,EZEQUIEL MONTES,6,EZEQUIEL MONTES,128,6,6,1207,95,18,146,127,1117,35,9,0,0,0,0,74,56,2,1,2887,0,153,3040,4452
5,22,QUERETARO,14,EZEQUIEL MONTES,6,EZEQUIEL MONTES,129,2,2,466,33,11,50,35,247,10,6,0,0,0,0,26,24,2,0,910,0,54,964,1332
5,22,QUERETARO,14,EZEQUIEL MONTES,6,EZEQUIEL MONTES,130,5,5,859,47,28,128,84,697,64,10,0,0,0,0,45,32,2,2,1998,0,95,2093,2282
5,22,QUERETARO,14,EZEQUIEL MONTES,6,EZEQUIEL MONTES,131,3,3,767,23,15,47,56,458,23,3,0,0,0,0,42,19,3,0,1456,0,69,1525,2126
5,22,QUERETARO,14,EZEQUIEL MONTES,6,EZEQUIEL MONTES,132,3,3,352,30,7,43,54,545,27,9,0,0,0,0,17,19,4,0,1107,0,65,1172,1654
5,22,QUERETARO,14,EZEQUIEL MONTES,6,EZEQUIEL MONTES,133,5,5,402,23,18,46,57,1114,57,8,0,0,0,0,34,34,0,0,1793,0,136,1929,2869
5,22,QUERETARO,14,EZEQUIEL MONTES,6,EZEQUIEL MONTES,134,3,3,196,27,12,46,53,772,30,6,0,0,0,0,10,4,2,0,1158,0,72,1230,1638
5,22,QUERETARO,14,EZEQUIEL MONTES,6,EZEQUIEL MONTES,135,3,3,238,31,7,30,48,742,41,10,0,0,0,0,10,16,3,0,1176,0,72,1248,1674
5,22,QUERETARO,14,EZEQUIEL MONTES,6,EZEQUIEL MONTES,136,3,3,165,12,13,35,48,878,36,15,0,0,0,0,7,6,2,0,1217,0,86,1303,1827
5,22,QUERETARO,14,EZEQUIEL MONTES,6,EZEQUIEL MONTES,137,3,3,415,24,6,35,53,456,31,12,0,0,0,0,12,22,1,1,1068,0,59,1127,1617
5,22,QUERETARO,14,EZEQUIEL MONTES,6,EZEQUIEL MONTES,138,2,2,229,14,5,11,21,152,9,1,0,0,0,0,10,10,1,0,463,0,30,493,631
5,22,QUERETARO,9,AMEALCO DE BONFIL,7,HUIMILPAN,139,6,6,500,161,35,85,406,275,31,67,27,14,5,5,0,39,0,0,1650,0,142,1792,2694
5,22,QUERETARO,9,AMEALCO DE BONFIL,7,HUIMILPAN,140,3,3,299,92,13,32,285,126,15,41,14,11,2,0,0,13,0,0,943,0,42,985,1653
5,22,QUERETARO,9,AMEALCO DE BONFIL,7,HUIMILPAN,141,5,5,466,82,28,36,565,340,23,51,30,22,8,5,0,26,0,0,1682,0,73,1755,2827
5,22,QUERETARO,9,AMEALCO DE BONFIL,7,HUIMILPAN,142,2,2,285,69,49,34,211,133,19,18,6,3,1,2,0,8,0,0,838,0,55,893,1439
5,22,QUERETARO,9,AMEALCO DE BONFIL,7,HUIMILPAN,143,3,3,315,68,47,25,383,115,16,36,16,12,6,0,0,16,0,0,1055,0,70,1125,2219
5,22,QUERETARO,9,AMEALCO DE BONFIL,7,HUIMILPAN,144,8,8,1496,118,82,101,503,372,46,69,34,23,3,6,0,38,0,0,2891,2,107,3000,4347
5,22,QUERETARO,9,AMEALCO DE BONFIL,7,HUIMILPAN,145,4,4,226,82,37,35,620,188,16,35,41,17,22,1,0,12,0,0,1332,0,110,1442,2587
