CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,ACTA_CASILLA-MEC,URNA_ELECTRONICA,PAN,PRI,PRD,MC,PVEM,MORENA,PT,QS,PVEM_MORENA_PT,PVEM_MORENA,PVEM_PT,MORENA_PT,PAN_PRI_PRD,PAN_PRI,PAN_PRD,PRI_PRD,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
5,22,QUERETARO,1,QUERETARO,14,QUERETARO,0,A,1,0,VA01,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,4,0,2,6,6,ACTA CASILLA,,,
5,22,QUERETARO,2,QUERETARO,14,QUERETARO,0,A,2,0,VA02,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,4,5,GRUPO DE RECUENTO,,,
5,22,QUERETARO,3,QUERETARO,14,QUERETARO,0,A,3,0,VA03,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,ACTA CASILLA,,,
5,22,QUERETARO,4,QUERETARO,14,QUERETARO,0,A,4,0,VA04,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,GRUPO DE RECUENTO,,,
5,22,QUERETARO,5,QUERETARO,14,QUERETARO,0,A,5,0,VA05,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4,0,0,4,4,ACTA CASILLA,,,
5,22,QUERETARO,5,QUERETARO,14,QUERETARO,0,A,6,0,VA06,0,2,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,9,0,0,9,12,ACTA CASILLA,,,
5,22,QUERETARO,6,QUERETARO,14,QUERETARO,0,A,7,0,VA07,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5,ACTA CASILLA,,,
5,22,QUERETARO,6,QUERETARO,0,VOTO ANTICIPADO,0,A,8,0,VA08,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,0,7,9,ACTA CASILLA,,,
5,22,QUERETARO,7,QUERETARO,14,QUERETARO,0,A,9,0,VA09,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,GRUPO DE RECUENTO,,,
5,22,QUERETARO,8,CORREGIDORA,5,CORREGIDORA,0,A,10,0,VA10,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,4,0,0,4,4,ACTA CASILLA,,,
5,22,QUERETARO,9,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,0,A,11,0,VA11,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,ACTA CASILLA,,,
5,22,QUERETARO,9,AMEALCO DE BONFIL,0,VOTO ANTICIPADO,0,A,12,0,VA12,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,3,6,ACTA CASILLA,,,
5,22,QUERETARO,10,SAN JUAN DEL RIO,16,SAN JUAN DEL RIO,0,A,13,0,VA13,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,0,0,4,5,ACTA CASILLA,,,
5,22,QUERETARO,11,SAN JUAN DEL RIO,16,SAN JUAN DEL RIO,0,A,14,0,VA14,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,3,5,GRUPO DE RECUENTO,,,
5,22,QUERETARO,12,TEQUISQUIAPAN,17,TEQUISQUIAPAN,0,A,15,0,VA15,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,ACTA CASILLA,,,
5,22,QUERETARO,12,TEQUISQUIAPAN,11,PEDRO ESCOBEDO,0,A,16,0,VA16,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2,3,ACTA CASILLA,,,
5,22,QUERETARO,13,EL MARQUES,10,EL MARQUES,0,A,17,0,VA17,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,4,6,ACTA CASILLA,,,
5,22,QUERETARO,14,EZEQUIEL MONTES,4,COLON,0,A,18,0,VA18,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,1,5,9,GRUPO DE RECUENTO,,,
5,22,QUERETARO,15,JALPAN DE SERRA,0,VOTO ANTICIPADO,0,A,19,0,VA19,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,4,6,ACTA CASILLA,,,
5,22,QUERETARO,9,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,1,B,1,0,B,0,139,44,5,53,37,71,5,8,5,0,1,0,0,6,0,0,374,1,17,392,536,GRUPO DE RECUENTO,,,
5,22,QUERETARO,9,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,1,C,1,0,C01,0,130,51,6,44,29,71,4,5,3,1,0,0,0,8,0,0,352,0,19,371,535,GRUPO DE RECUENTO,,,
5,22,QUERETARO,9,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,2,B,1,0,B,0,116,61,2,49,27,57,4,4,2,1,1,1,0,7,0,0,332,0,12,344,507,GRUPO DE RECUENTO,,,
5,22,QUERETARO,9,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,2,C,1,0,C01,0,111,53,3,44,26,66,3,6,4,0,1,3,0,11,0,0,331,0,12,343,506,GRUPO DE RECUENTO,,,
5,22,QUERETARO,9,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,3,B,1,0,B,0,103,42,5,47,20,73,5,7,5,0,0,0,0,12,0,0,319,0,13,332,548,GRUPO DE RECUENTO,,,
5,22,QUERETARO,9,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,3,C,1,0,C01,0,97,41,5,52,28,78,7,8,8,2,0,0,0,10,0,0,336,0,15,351,547,GRUPO DE RECUENTO,,,
5,22,QUERETARO,9,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,3,C,2,0,C02,0,99,46,3,60,13,72,10,11,7,0,1,1,0,12,0,0,335,1,18,354,547,GRUPO DE RECUENTO,,,
5,22,QUERETARO,9,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,4,B,1,0,B,0,113,51,3,75,19,84,4,2,5,1,0,0,0,9,0,0,366,0,22,388,608,GRUPO DE RECUENTO,,,
5,22,QUERETARO,9,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,4,C,1,0,C01,0,117,34,9,66,29,87,1,3,7,2,1,1,0,9,0,0,366,0,15,381,608,GRUPO DE RECUENTO,,,
5,22,QUERETARO,9,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,4,C,2,0,C02,0,101,54,2,57,21,80,7,10,7,0,0,0,0,11,0,0,350,0,12,362,608,GRUPO DE RECUENTO,,,
5,22,QUERETARO,9,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,5,B,1,0,B,0,122,41,4,69,23,79,1,10,5,2,0,0,0,9,0,0,365,0,9,374,570,GRUPO DE RECUENTO,,,
5,22,QUERETARO,9,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,5,C,1,0,C01,0,122,44,5,52,31,84,2,5,5,1,3,2,0,6,0,0,362,0,20,382,570,GRUPO DE RECUENTO,,,
5,22,QUERETARO,9,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,5,C,2,0,C02,0,122,48,7,56,23,97,6,6,1,2,0,0,0,11,0,0,379,0,22,401,569,GRUPO DE RECUENTO,,,
5,22,QUERETARO,9,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,5,SMR,1,0,SMR01,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,GRUPO DE RECUENTO,,,
5,22,QUERETARO,9,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,5,SMR,2,0,SMR02,0,107,17,2,38,23,45,0,7,5,2,0,0,0,10,0,0,256,0,9,265,0,GRUPO DE RECUENTO,,,
5,22,QUERETARO,9,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,6,B,1,0,B,0,93,40,6,25,17,82,10,0,4,0,0,2,0,3,0,0,282,0,19,301,578,GRUPO DE RECUENTO,,,
5,22,QUERETARO,9,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,6,E,1,0,E01,0,114,66,1,18,13,16,2,3,2,1,1,0,0,14,0,0,251,0,9,260,454,GRUPO DE RECUENTO,,,
5,22,QUERETARO,9,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,7,B,1,0,B,0,79,36,3,43,8,44,6,1,3,1,0,0,0,8,0,0,232,0,15,247,436,GRUPO DE RECUENTO,,,
5,22,QUERETARO,9,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,7,C,1,0,C01,0,53,50,6,32,17,39,1,2,5,1,3,0,0,7,0,0,216,0,14,230,435,GRUPO DE RECUENTO,,,
5,22,QUERETARO,9,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,8,B,1,0,B,0,98,71,6,49,13,49,9,6,2,1,0,1,0,15,0,0,320,0,22,342,691,GRUPO DE RECUENTO,,,
5,22,QUERETARO,9,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,8,C,1,0,C01,0,98,55,1,51,15,81,6,2,7,3,1,0,0,10,0,0,330,0,21,351,690,GRUPO DE RECUENTO,,,
5,22,QUERETARO,9,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,9,B,1,0,B,0,67,18,4,21,12,19,7,0,0,0,0,0,0,8,0,0,156,0,15,171,418,GRUPO DE RECUENTO,,,
5,22,QUERETARO,9,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,9,C,1,0,C01,0,53,25,3,16,9,21,1,1,0,1,0,0,0,10,0,0,140,0,10,150,418,GRUPO DE RECUENTO,,,
5,22,QUERETARO,9,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,9,E,1,0,E01,0,61,32,2,15,29,45,4,2,5,3,2,0,0,4,0,0,204,0,17,221,532,GRUPO DE RECUENTO,,,
5,22,QUERETARO,9,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,9,E,2,0,E02,0,118,45,1,13,91,41,9,1,6,2,1,0,0,8,0,0,336,0,13,349,725,GRUPO DE RECUENTO,,,
5,22,QUERETARO,9,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,10,B,1,0,B,0,107,42,4,41,16,64,3,5,4,1,0,0,0,24,0,0,311,0,16,327,619,GRUPO DE RECUENTO,,,
5,22,QUERETARO,9,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,10,C,1,0,C01,0,91,53,5,49,24,60,6,4,5,5,3,0,0,16,0,0,321,0,24,345,619,GRUPO DE RECUENTO,,,
5,22,QUERETARO,9,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,11,B,1,0,B,0,88,47,2,41,32,61,4,3,7,0,1,0,0,1,0,0,287,0,22,309,503,GRUPO DE RECUENTO,,,
5,22,QUERETARO,9,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,11,C,1,0,C01,0,83,26,4,43,23,89,9,3,8,4,0,1,0,5,0,0,298,0,18,316,502,GRUPO DE RECUENTO,,,
5,22,QUERETARO,9,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,11,E,1,0,E01,0,127,37,7,74,37,120,14,11,5,2,0,2,0,10,0,0,446,0,10,456,709,GRUPO DE RECUENTO,,,
5,22,QUERETARO,9,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,12,B,1,0,B,0,88,42,3,25,25,73,3,1,6,4,2,0,0,12,0,0,284,0,20,304,456,GRUPO DE RECUENTO,,,
5,22,QUERETARO,9,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,12,C,1,0,C01,0,96,42,5,21,18,78,5,5,7,0,0,0,0,12,0,0,289,1,16,306,456,GRUPO DE RECUENTO,,,
5,22,QUERETARO,9,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,13,B,1,0,B,0,111,27,6,74,13,68,7,4,4,4,0,1,0,7,0,0,326,0,16,342,518,GRUPO DE RECUENTO,,,
5,22,QUERETARO,9,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,13,C,1,0,C01,0,95,36,7,64,26,67,3,8,2,4,1,2,0,5,0,0,320,0,22,342,518,GRUPO DE RECUENTO,,,
5,22,QUERETARO,9,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,13,E,1,0,E01,0,79,28,5,43,8,33,2,5,3,2,0,0,0,9,0,0,217,0,13,230,365,GRUPO DE RECUENTO,,,
5,22,QUERETARO,9,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,13,E,2,0,E02,0,60,23,1,31,16,57,6,1,5,2,4,0,0,9,0,0,215,0,7,222,386,GRUPO DE RECUENTO,,,
5,22,QUERETARO,9,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,14,B,1,0,B,0,142,59,4,81,21,55,7,4,1,1,3,0,0,15,0,0,393,1,30,424,744,GRUPO DE RECUENTO,,,
5,22,QUERETARO,9,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,14,C,1,0,C01,0,140,59,9,70,12,50,10,3,2,5,2,1,0,18,0,0,381,0,39,420,743,GRUPO DE RECUENTO,,,
5,22,QUERETARO,9,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,14,E,1,0,E01,0,118,34,7,82,22,69,6,6,4,0,0,0,0,9,0,0,357,3,14,374,603,GRUPO DE RECUENTO,,,
5,22,QUERETARO,9,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,14,E,1,1,E01C01,0,92,21,8,63,27,76,2,8,4,2,1,1,0,8,0,0,313,3,25,341,602,GRUPO DE RECUENTO,,,
5,22,QUERETARO,9,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,15,B,1,0,B,0,65,13,2,22,19,133,1,3,15,8,1,1,0,6,0,0,289,4,20,313,538,GRUPO DE RECUENTO,,,
5,22,QUERETARO,9,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,15,C,1,0,C01,0,63,20,4,12,20,119,10,0,19,4,5,1,0,7,0,0,284,1,17,302,537,GRUPO DE RECUENTO,,,
5,22,QUERETARO,9,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,15,C,2,0,C02,0,61,19,5,26,28,95,5,7,11,4,5,0,0,6,0,0,272,6,25,303,537,GRUPO DE RECUENTO,,,
5,22,QUERETARO,9,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,15,E,1,0,E01,0,58,16,0,23,11,74,6,2,6,5,2,1,0,4,0,0,208,0,16,224,410,GRUPO DE RECUENTO,,,
5,22,QUERETARO,9,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,15,E,1,1,E01C01,0,63,20,2,27,20,49,7,1,4,0,0,1,0,6,0,0,200,0,23,223,410,GRUPO DE RECUENTO,,,
5,22,QUERETARO,9,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,16,B,1,0,B,0,124,3,5,46,14,64,5,1,4,0,0,2,0,6,0,0,274,0,13,287,457,GRUPO DE RECUENTO,,,
5,22,QUERETARO,9,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,16,C,1,0,C01,0,100,16,3,49,18,65,1,4,5,2,0,1,0,5,0,0,269,0,15,284,457,GRUPO DE RECUENTO,,,
5,22,QUERETARO,9,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,16,E,1,0,E01,0,64,33,0,12,8,16,3,1,1,1,0,0,0,3,0,0,142,0,10,152,291,GRUPO DE RECUENTO,,,
5,22,QUERETARO,9,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,17,B,1,0,B,0,80,52,2,58,34,83,6,4,10,1,1,0,0,14,0,0,345,0,18,363,567,GRUPO DE RECUENTO,,,
5,22,QUERETARO,9,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,17,C,1,0,C01,0,105,60,4,32,26,92,5,2,4,2,3,4,0,16,0,0,355,0,18,373,567,GRUPO DE RECUENTO,,,
5,22,QUERETARO,9,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,17,C,2,0,C02,0,95,32,9,51,20,92,13,5,2,3,1,1,0,7,0,0,331,0,7,338,567,GRUPO DE RECUENTO,,,
5,22,QUERETARO,9,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,18,B,1,0,B,0,128,40,5,66,27,120,5,1,10,2,2,0,0,12,0,0,418,0,35,453,749,GRUPO DE RECUENTO,,,
5,22,QUERETARO,9,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,20,B,1,0,B,0,86,42,2,32,14,67,2,3,9,1,0,0,0,12,0,0,270,0,17,287,471,GRUPO DE RECUENTO,,,
5,22,QUERETARO,9,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,20,E,1,0,E01,0,125,17,1,30,10,54,4,0,0,3,0,0,0,5,0,0,249,0,15,264,411,GRUPO DE RECUENTO,,,
5,22,QUERETARO,9,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,21,B,1,0,B,0,118,54,4,65,29,121,5,6,7,5,0,0,0,16,0,0,430,0,19,449,710,GRUPO DE RECUENTO,,,
5,22,QUERETARO,9,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,22,B,1,0,B,0,93,15,4,19,18,84,6,4,6,6,0,2,0,12,0,0,269,2,16,287,523,GRUPO DE RECUENTO,,,
5,22,QUERETARO,9,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,22,C,1,0,C01,0,108,9,2,22,28,87,8,2,7,4,0,1,0,6,0,0,284,1,24,309,522,GRUPO DE RECUENTO,,,
5,22,QUERETARO,9,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,22,E,1,0,E01,0,164,14,4,12,15,59,6,0,8,12,1,0,0,19,0,0,314,0,22,336,581,GRUPO DE RECUENTO,,,
5,22,QUERETARO,9,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,22,E,1,1,E01C01,0,134,23,0,15,23,81,3,2,10,3,0,1,0,12,0,0,307,0,17,324,580,GRUPO DE RECUENTO,,,
5,22,QUERETARO,9,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,23,B,1,0,B,0,73,25,1,48,26,82,7,4,7,2,1,0,0,4,0,0,280,0,19,299,508,GRUPO DE RECUENTO,,,
5,22,QUERETARO,9,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,23,C,1,0,C01,0,91,48,2,39,31,87,13,3,5,2,2,0,0,3,0,0,326,0,15,341,508,GRUPO DE RECUENTO,,,
5,22,QUERETARO,9,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,23,C,2,0,C02,0,73,28,5,39,33,78,4,6,5,0,0,1,0,4,0,0,276,0,29,305,507,GRUPO DE RECUENTO,,,
5,22,QUERETARO,9,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,23,E,1,0,E01,0,113,39,4,46,12,101,9,3,0,0,0,0,0,8,0,0,335,0,31,366,645,GRUPO DE RECUENTO,,,
5,22,QUERETARO,9,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,24,B,1,0,B,0,114,24,4,31,37,109,10,2,15,4,5,0,0,8,0,0,363,0,51,414,625,GRUPO DE RECUENTO,,,
5,22,QUERETARO,9,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,24,C,1,0,C01,0,94,28,4,31,34,139,12,0,11,2,3,0,0,6,0,0,364,1,34,399,625,GRUPO DE RECUENTO,,,
5,22,QUERETARO,9,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,24,C,2,0,C02,0,126,20,2,28,40,117,14,3,10,5,5,3,0,11,0,0,384,0,44,428,625,GRUPO DE RECUENTO,,,
5,22,QUERETARO,9,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,24,C,3,0,C03,0,121,31,2,38,37,114,10,3,14,4,2,0,0,7,0,0,383,0,41,424,625,GRUPO DE RECUENTO,,,
5,22,QUERETARO,9,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,25,B,1,0,B,0,65,27,0,31,27,120,6,8,12,6,3,1,0,11,0,0,317,0,16,333,582,GRUPO DE RECUENTO,,,
5,22,QUERETARO,9,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,25,C,1,0,C01,0,89,31,2,44,34,91,7,5,8,2,1,0,0,6,0,0,320,0,26,346,582,GRUPO DE RECUENTO,,,
5,22,QUERETARO,9,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,25,E,1,0,E01,0,58,35,2,26,17,123,7,2,1,1,0,0,0,5,0,0,277,0,12,289,457,GRUPO DE RECUENTO,,,
5,22,QUERETARO,9,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,26,B,1,0,B,0,71,52,1,14,11,65,4,2,7,5,3,1,0,10,0,0,246,0,12,258,389,GRUPO DE RECUENTO,,,
5,22,QUERETARO,9,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,26,C,1,0,C01,0,47,55,3,24,17,51,7,1,6,2,1,0,0,10,0,0,224,0,16,240,389,GRUPO DE RECUENTO,,,
5,22,QUERETARO,9,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,26,E,1,0,E01,0,87,13,4,12,14,22,7,0,3,1,2,0,0,6,0,0,171,0,7,178,275,GRUPO DE RECUENTO,,,
5,22,QUERETARO,9,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,26,E,2,0,E02,0,216,17,1,27,15,59,3,1,3,1,0,1,0,6,0,0,350,0,12,362,498,GRUPO DE RECUENTO,,,
5,22,QUERETARO,9,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,27,B,1,0,B,0,174,36,2,20,14,68,36,1,8,3,3,0,0,4,0,0,369,1,23,393,615,GRUPO DE RECUENTO,,,
5,22,QUERETARO,9,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,27,C,1,0,C01,0,157,40,4,33,16,70,36,3,9,2,1,1,0,2,0,0,374,0,17,391,614,GRUPO DE RECUENTO,,,
5,22,QUERETARO,9,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,28,B,1,0,B,0,79,44,3,21,8,67,4,2,6,3,0,0,0,10,0,0,247,0,17,264,477,GRUPO DE RECUENTO,,,
5,22,QUERETARO,9,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,28,C,1,0,C01,0,96,30,4,30,16,57,8,5,6,6,1,0,0,12,0,0,271,0,11,282,476,GRUPO DE RECUENTO,,,
5,22,QUERETARO,9,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,29,B,1,0,B,0,126,46,3,25,8,54,9,1,5,0,1,3,0,6,0,0,287,3,12,302,500,GRUPO DE RECUENTO,,,
5,22,QUERETARO,9,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,29,C,1,0,C01,0,121,49,1,23,16,67,13,5,5,5,0,1,0,3,0,0,309,1,19,329,499,GRUPO DE RECUENTO,,,
5,22,QUERETARO,9,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,30,B,1,0,B,0,159,35,2,31,23,59,5,3,5,0,2,0,0,7,0,0,331,2,23,356,507,GRUPO DE RECUENTO,,,
5,22,QUERETARO,9,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,30,C,1,0,C01,0,140,28,2,26,13,65,10,5,9,1,2,0,0,10,0,0,311,1,26,338,506,GRUPO DE RECUENTO,,,
5,22,QUERETARO,9,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,30,E,1,0,E01,0,97,34,0,14,10,47,0,0,1,1,1,2,0,5,0,0,212,0,20,232,353,GRUPO DE RECUENTO,,,
5,22,QUERETARO,9,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,31,B,1,0,B,0,109,52,0,33,6,43,7,8,0,2,0,1,0,9,0,0,270,0,23,293,475,GRUPO DE RECUENTO,,,
5,22,QUERETARO,9,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,31,C,1,0,C01,0,119,48,2,19,9,51,3,6,6,1,0,0,0,9,0,0,273,2,18,293,475,GRUPO DE RECUENTO,,,
5,22,QUERETARO,9,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,32,B,1,0,B,0,115,34,1,52,13,111,7,12,14,1,1,4,0,3,0,0,368,2,33,403,693,GRUPO DE RECUENTO,,,
5,22,QUERETARO,9,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,32,C,1,0,C01,0,88,39,4,56,21,106,9,13,7,3,1,1,0,1,0,0,349,1,39,389,693,GRUPO DE RECUENTO,,,
5,22,QUERETARO,9,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,33,B,1,0,B,0,91,30,5,36,16,77,21,2,13,2,2,1,0,9,0,0,305,1,38,344,619,GRUPO DE RECUENTO,,,
5,22,QUERETARO,9,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,33,C,1,0,C01,0,94,29,4,30,19,91,19,6,10,1,5,2,0,8,0,0,318,4,35,357,619,GRUPO DE RECUENTO,,,
5,22,QUERETARO,9,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,33,C,2,0,C02,0,70,33,7,43,16,89,18,4,6,3,3,1,0,4,0,0,297,2,30,329,618,GRUPO DE RECUENTO,,,
5,22,QUERETARO,9,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,33,C,3,0,C03,0,87,29,4,39,18,65,10,4,13,5,9,4,0,14,0,0,301,1,24,326,618,GRUPO DE RECUENTO,,,
5,22,QUERETARO,9,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,34,B,1,0,B,0,156,81,4,25,30,101,7,5,3,2,1,2,0,7,0,0,424,0,27,451,697,GRUPO DE RECUENTO,,,
5,22,QUERETARO,15,JALPAN DE SERRA,2,ARROYO SECO,35,B,1,0,B,0,59,99,5,11,105,90,13,10,11,4,1,0,4,4,0,0,416,0,39,455,632,GRUPO DE RECUENTO,,,
5,22,QUERETARO,15,JALPAN DE SERRA,2,ARROYO SECO,35,C,1,0,C01,0,44,129,3,9,101,104,7,13,4,1,1,3,6,1,0,0,426,0,28,454,632,GRUPO DE RECUENTO,,,
5,22,QUERETARO,15,JALPAN DE SERRA,2,ARROYO SECO,35,C,2,0,C02,0,68,80,5,8,92,114,15,20,8,2,1,2,7,4,0,0,426,0,29,455,631,GRUPO DE RECUENTO,,,
5,22,QUERETARO,15,JALPAN DE SERRA,2,ARROYO SECO,36,B,1,0,B,0,36,55,0,3,58,56,2,2,2,1,0,1,0,3,0,0,219,0,14,233,406,GRUPO DE RECUENTO,,,
5,22,QUERETARO,15,JALPAN DE SERRA,2,ARROYO SECO,36,C,1,0,C01,0,34,47,3,6,80,45,9,2,0,4,0,2,1,3,0,0,236,0,10,246,405,GRUPO DE RECUENTO,,,
5,22,QUERETARO,15,JALPAN DE SERRA,2,ARROYO SECO,37,B,1,0,B,0,16,30,0,1,50,54,5,1,0,2,0,0,5,2,0,0,166,0,6,172,278,GRUPO DE RECUENTO,,,
5,22,QUERETARO,15,JALPAN DE SERRA,2,ARROYO SECO,38,B,1,0,B,0,18,33,1,2,40,15,1,1,1,1,1,0,0,5,0,0,119,0,7,126,183,GRUPO DE RECUENTO,,,
5,22,QUERETARO,15,JALPAN DE SERRA,2,ARROYO SECO,39,B,1,0,B,0,34,78,0,7,83,104,10,2,3,3,0,0,2,2,0,0,328,0,28,356,588,GRUPO DE RECUENTO,,,
5,22,QUERETARO,15,JALPAN DE SERRA,2,ARROYO SECO,39,C,1,0,C01,0,46,94,1,6,89,94,7,5,8,6,2,1,2,2,0,0,363,0,20,383,588,GRUPO DE RECUENTO,,,
