CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,ACTAS_CASILLA-MEC,PAN,PRI,PRD,PVEM,PT,MC,MORENA,PNA,PES,FPM,CAND_IND1,PAN_PRI,PVEM_PT_MORENA,PVEM_PT,PVEM_MORENA,PT_MORENA,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
5,6,COLIMA,7,VILLA DE ALVAREZ,5,VILLA DE ALVAREZ,162,3,3,230,183,15,41,31,110,355,48,54,17,0,28,27,4,4,0,1147,1,38,1186,2034
5,6,COLIMA,7,VILLA DE ALVAREZ,5,VILLA DE ALVAREZ,164,3,3,133,196,26,36,26,94,328,37,36,12,0,16,28,2,7,1,978,1,24,1003,1599
5,6,COLIMA,7,VILLA DE ALVAREZ,5,VILLA DE ALVAREZ,165,2,2,162,133,10,37,24,63,278,24,20,10,0,21,17,0,4,3,806,1,28,835,1290
5,6,COLIMA,4,COMALA,5,VILLA DE ALVAREZ,166,1,1,4,70,5,12,6,10,108,2,1,3,5,0,6,1,1,2,236,0,8,244,391
5,6,COLIMA,5,COQUIMATLAN,5,VILLA DE ALVAREZ,167,3,3,31,118,9,23,15,17,134,11,1,3,0,8,6,1,6,1,384,0,26,410,694
5,6,COLIMA,5,COQUIMATLAN,5,VILLA DE ALVAREZ,168,1,1,33,58,2,21,9,20,118,0,5,3,0,2,12,2,7,2,294,0,14,308,568
5,6,COLIMA,4,COMALA,5,VILLA DE ALVAREZ,169,1,1,44,44,9,16,15,17,122,5,7,2,4,2,3,0,3,1,294,0,8,302,444
5,6,COLIMA,9,ARMERIA,6,ARMERIA,170,3,3,33,27,149,118,35,101,319,270,16,11,0,4,29,6,9,3,1130,0,30,1160,2108
5,6,COLIMA,9,ARMERIA,6,ARMERIA,171,3,3,22,18,138,140,27,54,300,237,12,7,0,3,20,9,14,6,1007,0,30,1037,1713
5,6,COLIMA,9,ARMERIA,6,ARMERIA,172,2,2,9,11,89,51,17,54,120,128,11,1,0,4,10,2,4,4,515,1,18,534,893
5,6,COLIMA,9,ARMERIA,6,ARMERIA,173,2,2,8,16,102,72,18,75,152,159,6,8,0,1,13,0,5,0,635,0,25,660,1080
5,6,COLIMA,9,ARMERIA,6,ARMERIA,174,2,2,8,10,115,55,11,33,159,130,1,13,0,3,11,6,5,2,562,0,23,585,995
5,6,COLIMA,9,ARMERIA,6,ARMERIA,175,1,1,13,20,53,27,8,34,69,87,13,2,0,1,3,0,3,2,335,0,5,340,546
5,6,COLIMA,9,ARMERIA,6,ARMERIA,176,2,2,15,11,79,63,10,40,141,157,3,2,0,0,6,0,5,0,532,0,26,558,955
5,6,COLIMA,9,ARMERIA,6,ARMERIA,177,2,2,18,13,106,127,48,47,247,96,3,6,0,2,13,2,12,2,742,0,29,771,1391
5,6,COLIMA,9,ARMERIA,6,ARMERIA,178,2,2,17,9,133,125,19,33,228,100,5,6,0,1,6,2,11,3,698,0,28,726,1277
5,6,COLIMA,9,ARMERIA,6,ARMERIA,179,2,2,14,19,81,48,21,32,181,85,5,4,0,1,13,3,4,1,512,0,15,527,879
5,6,COLIMA,9,ARMERIA,6,ARMERIA,180,2,2,8,20,63,59,9,24,112,66,10,12,0,1,10,7,4,2,407,0,19,426,777
5,6,COLIMA,9,ARMERIA,6,ARMERIA,181,2,2,35,43,52,121,7,23,129,50,8,0,0,4,9,6,7,0,494,0,23,517,1122
5,6,COLIMA,9,ARMERIA,6,ARMERIA,182,2,2,30,49,25,123,18,31,197,32,6,4,0,1,15,5,16,1,553,0,25,578,1246
5,6,COLIMA,9,ARMERIA,6,ARMERIA,183,2,2,16,13,39,198,11,20,109,176,4,3,0,0,2,4,15,2,612,0,23,635,1089
5,6,COLIMA,9,ARMERIA,6,ARMERIA,184,1,1,7,7,15,73,7,21,135,10,2,1,0,2,6,1,6,2,295,1,7,303,489
5,6,COLIMA,9,ARMERIA,6,ARMERIA,185,2,2,19,19,34,77,8,34,144,45,8,3,0,0,6,2,11,0,410,0,22,432,971
5,6,COLIMA,9,ARMERIA,6,ARMERIA,186,2,2,17,26,64,96,10,43,179,55,9,2,0,0,13,5,8,1,528,0,36,564,1118
5,6,COLIMA,9,ARMERIA,6,ARMERIA,187,2,2,15,17,79,113,13,27,175,48,3,8,0,3,6,0,7,2,516,0,18,534,1074
5,6,COLIMA,9,ARMERIA,6,ARMERIA,188,3,3,26,18,85,149,24,45,339,106,4,9,0,1,33,4,11,4,858,0,43,901,1716
5,6,COLIMA,9,ARMERIA,6,ARMERIA,189,1,1,28,20,51,22,3,9,43,38,1,0,0,1,2,0,1,1,220,0,6,226,339
5,6,COLIMA,9,ARMERIA,6,ARMERIA,190,1,1,35,17,41,38,14,20,96,40,2,1,0,8,5,4,4,0,325,0,20,345,500
5,6,COLIMA,16,TECOMAN,7,IXTLAHUACAN,191,2,2,11,17,2,0,27,132,130,492,230,0,0,1,0,0,0,0,1042,0,30,1072,1371
5,6,COLIMA,16,TECOMAN,7,IXTLAHUACAN,192,2,2,15,26,6,0,24,109,125,453,222,0,0,0,0,0,0,0,980,0,37,1017,1356
5,6,COLIMA,16,TECOMAN,7,IXTLAHUACAN,193,2,2,1,4,3,0,5,26,20,90,59,0,0,0,0,0,0,0,208,1,7,216,284
5,6,COLIMA,16,TECOMAN,7,IXTLAHUACAN,194,1,1,7,8,1,0,9,5,68,139,46,0,0,0,0,0,0,0,283,0,7,290,349
5,6,COLIMA,16,TECOMAN,7,IXTLAHUACAN,195,1,1,2,6,2,0,9,39,36,170,79,0,0,0,0,0,0,0,343,0,22,365,578
5,6,COLIMA,16,TECOMAN,7,IXTLAHUACAN,196,1,1,3,1,2,0,2,17,30,114,114,0,0,0,0,0,0,0,283,0,10,293,415
5,6,COLIMA,16,TECOMAN,7,IXTLAHUACAN,197,1,1,1,0,1,0,4,17,36,82,37,0,0,1,0,0,0,0,179,0,4,183,249
5,6,COLIMA,16,TECOMAN,7,IXTLAHUACAN,199,2,2,1,15,3,0,0,26,73,260,162,0,0,0,0,0,0,0,540,0,10,550,767
5,6,COLIMA,13,MANZANILLO,8,MANZANILLO,200,1,1,54,51,1,26,4,41,141,10,12,6,0,5,15,1,2,3,372,0,13,385,673
5,6,COLIMA,13,MANZANILLO,8,MANZANILLO,202,4,4,145,151,14,67,24,173,522,21,33,26,0,16,48,0,7,3,1250,0,39,1289,2364
5,6,COLIMA,13,MANZANILLO,8,MANZANILLO,203,2,2,52,72,1,17,7,47,192,6,9,39,0,4,4,1,2,0,453,0,15,468,783
5,6,COLIMA,13,MANZANILLO,8,MANZANILLO,204,2,2,47,43,4,47,13,111,300,16,4,22,0,4,14,1,12,2,640,0,24,664,1306
5,6,COLIMA,13,MANZANILLO,8,MANZANILLO,205,2,2,47,48,7,19,7,48,187,13,16,11,0,4,11,1,4,3,426,0,22,448,856
5,6,COLIMA,13,MANZANILLO,8,MANZANILLO,206,3,3,97,60,6,47,18,96,424,11,16,17,0,3,27,8,9,3,842,0,25,867,1592
5,6,COLIMA,13,MANZANILLO,8,MANZANILLO,207,1,1,43,42,3,14,4,39,105,7,2,11,0,6,2,0,1,1,280,0,3,283,456
5,6,COLIMA,13,MANZANILLO,8,MANZANILLO,208,2,2,50,51,3,20,5,54,174,20,10,14,0,4,7,3,2,3,420,0,12,432,782
5,6,COLIMA,13,MANZANILLO,8,MANZANILLO,209,2,2,45,60,9,16,14,61,193,6,9,19,0,14,6,1,5,2,460,1,15,476,994
5,6,COLIMA,13,MANZANILLO,8,MANZANILLO,210,2,2,34,45,4,21,8,61,226,3,11,29,0,5,21,3,2,1,474,0,15,489,1057
5,6,COLIMA,13,MANZANILLO,8,MANZANILLO,211,3,3,81,81,4,60,25,93,437,11,19,23,0,6,31,2,4,6,883,1,39,923,1930
5,6,COLIMA,13,MANZANILLO,8,MANZANILLO,212,1,1,48,35,4,17,6,40,101,4,12,13,0,2,6,3,0,1,292,1,12,305,493
5,6,COLIMA,13,MANZANILLO,8,MANZANILLO,213,2,2,106,63,3,42,10,69,266,4,10,31,0,12,16,3,4,2,641,0,26,667,1140
5,6,COLIMA,13,MANZANILLO,8,MANZANILLO,214,2,2,38,22,1,12,6,51,129,1,2,6,0,5,8,0,0,3,284,0,7,291,1015
5,6,COLIMA,13,MANZANILLO,8,MANZANILLO,215,3,3,77,75,2,50,22,85,354,8,11,9,0,6,13,1,12,3,728,0,30,758,1695
5,6,COLIMA,13,MANZANILLO,8,MANZANILLO,216,4,4,75,96,6,83,27,145,501,11,43,18,0,9,36,8,11,5,1074,0,55,1129,2558
5,6,COLIMA,13,MANZANILLO,8,MANZANILLO,217,2,2,73,74,2,42,6,74,219,7,7,18,0,6,15,0,1,2,546,1,13,560,893
5,6,COLIMA,13,MANZANILLO,8,MANZANILLO,218,1,1,53,34,1,14,7,58,128,8,7,9,0,2,10,0,1,1,333,0,9,342,560
5,6,COLIMA,13,MANZANILLO,8,MANZANILLO,219,2,2,66,44,6,54,17,89,231,8,12,12,0,6,24,1,13,0,583,1,20,604,1047
5,6,COLIMA,13,MANZANILLO,8,MANZANILLO,220,1,1,62,72,0,20,3,44,81,8,13,5,0,6,9,0,2,0,325,1,5,331,487
5,6,COLIMA,13,MANZANILLO,8,MANZANILLO,221,2,2,75,78,2,23,11,84,248,10,12,25,0,10,20,0,5,0,603,1,23,627,969
5,6,COLIMA,14,MINATITLAN,8,MANZANILLO,222,2,2,15,20,3,25,13,42,206,2,0,0,0,1,1,1,1,0,330,0,14,344,529
5,6,COLIMA,14,MINATITLAN,8,MANZANILLO,223,2,2,17,91,6,49,9,77,186,6,3,3,0,7,15,0,2,2,473,0,19,492,790
5,6,COLIMA,14,MINATITLAN,8,MANZANILLO,224,1,1,15,11,1,16,18,48,69,4,1,9,0,2,2,1,3,0,200,0,14,214,366
5,6,COLIMA,14,MINATITLAN,8,MANZANILLO,225,2,2,19,33,6,75,10,92,220,13,3,3,0,3,9,4,4,1,495,4,30,529,1136
5,6,COLIMA,14,MINATITLAN,8,MANZANILLO,226,3,3,35,50,9,79,15,91,262,5,2,11,0,6,17,1,3,1,587,1,32,620,1092
5,6,COLIMA,14,MINATITLAN,8,MANZANILLO,227,3,3,28,33,11,38,28,78,253,4,5,4,0,0,12,2,5,6,507,0,17,524,1052
5,6,COLIMA,14,MINATITLAN,8,MANZANILLO,228,5,5,98,119,38,78,21,96,681,8,8,12,0,3,33,5,6,6,1212,0,46,1258,2171
5,6,COLIMA,14,MINATITLAN,8,MANZANILLO,229,1,1,8,8,1,4,2,32,88,1,1,2,0,0,1,0,0,0,148,0,3,151,229
5,6,COLIMA,14,MINATITLAN,8,MANZANILLO,230,4,4,100,81,19,88,44,222,674,23,9,10,0,10,47,4,17,3,1351,0,56,1407,2660
5,6,COLIMA,9,ARMERIA,8,MANZANILLO,231,2,2,17,21,6,22,8,48,123,3,1,2,0,0,4,0,2,0,257,0,9,266,419
5,6,COLIMA,9,ARMERIA,8,MANZANILLO,232,3,3,57,68,9,79,18,110,283,10,3,6,0,8,15,2,11,3,682,2,26,710,1248
5,6,COLIMA,9,ARMERIA,8,MANZANILLO,233,4,4,98,82,11,126,17,116,478,19,9,14,0,13,18,3,11,1,1016,0,46,1062,2103
5,6,COLIMA,14,MINATITLAN,8,MANZANILLO,234,4,4,173,102,50,197,33,138,503,9,5,12,0,8,21,2,13,3,1269,1,47,1317,2390
5,6,COLIMA,14,MINATITLAN,8,MANZANILLO,235,2,2,32,32,4,64,25,92,277,10,5,3,0,6,21,5,8,4,588,0,23,611,1249
5,6,COLIMA,14,MINATITLAN,8,MANZANILLO,236,23,23,400,340,80,608,244,901,3628,125,130,87,0,28,208,25,75,34,6913,8,183,7104,15483
5,6,COLIMA,11,MANZANILLO,8,MANZANILLO,237,3,3,43,57,49,81,42,144,469,22,16,10,0,2,24,5,12,7,983,0,40,1023,2227
5,6,COLIMA,14,MINATITLAN,8,MANZANILLO,239,2,2,75,62,9,40,18,36,223,5,5,9,0,6,11,1,6,4,510,1,15,526,963
5,6,COLIMA,11,MANZANILLO,8,MANZANILLO,240,2,2,41,59,52,49,26,92,288,24,8,12,0,5,13,1,9,3,682,0,34,716,1383
5,6,COLIMA,11,MANZANILLO,8,MANZANILLO,241,2,2,43,33,32,30,16,64,149,10,6,5,0,0,1,0,2,0,391,0,14,405,688
5,6,COLIMA,11,MANZANILLO,8,MANZANILLO,242,1,1,162,66,18,21,8,36,75,4,2,1,0,3,6,0,0,2,404,0,10,414,687
5,6,COLIMA,11,MANZANILLO,8,MANZANILLO,243,3,3,102,64,84,52,34,145,431,15,11,11,0,12,33,2,11,6,1013,0,47,1060,1954
5,6,COLIMA,11,MANZANILLO,8,MANZANILLO,245,3,3,96,75,35,55,31,141,457,7,22,17,0,7,27,3,13,6,992,0,43,1035,2049
5,6,COLIMA,12,MANZANILLO,8,MANZANILLO,246,4,4,183,123,31,56,39,331,505,20,39,16,0,19,34,4,12,5,1417,1,47,1465,2553
5,6,COLIMA,12,MANZANILLO,8,MANZANILLO,247,2,2,37,16,6,5,2,26,43,2,3,1,0,2,5,0,0,1,149,0,2,151,319
5,6,COLIMA,12,MANZANILLO,8,MANZANILLO,248,21,21,1286,682,178,399,125,1588,2858,155,293,137,0,103,124,8,33,39,8008,1,191,8200,13728
5,6,COLIMA,12,MANZANILLO,8,MANZANILLO,249,1,1,65,49,8,17,11,79,151,7,7,3,0,3,8,0,3,4,415,0,3,418,718
5,6,COLIMA,12,MANZANILLO,8,MANZANILLO,250,18,18,972,620,166,491,133,1409,2672,127,368,137,0,80,169,10,44,24,7422,11,189,7622,12764
5,6,COLIMA,13,MANZANILLO,8,MANZANILLO,251,6,6,256,237,24,137,52,416,984,39,59,40,0,24,51,9,16,7,2351,1,74,2426,4094
5,6,COLIMA,13,MANZANILLO,8,MANZANILLO,252,4,4,95,128,13,61,23,135,375,17,22,12,0,15,23,0,13,6,938,1,21,960,1702
5,6,COLIMA,12,MANZANILLO,8,MANZANILLO,253,2,2,110,71,25,64,14,128,277,8,14,10,0,9,15,0,7,5,757,0,31,788,1377
5,6,COLIMA,12,MANZANILLO,8,MANZANILLO,254,1,1,113,55,5,15,2,44,67,4,12,5,0,7,1,1,1,0,332,0,12,344,550
5,6,COLIMA,12,MANZANILLO,8,MANZANILLO,255,1,1,42,41,5,10,1,29,90,3,4,4,0,2,5,1,6,1,244,1,4,249,375
5,6,COLIMA,12,MANZANILLO,8,MANZANILLO,256,1,1,97,60,5,28,7,60,139,2,11,10,0,5,7,1,1,1,434,0,11,445,749
5,6,COLIMA,13,MANZANILLO,8,MANZANILLO,257,2,2,77,60,2,59,17,66,264,7,11,12,0,5,13,5,3,3,604,0,19,623,1105
5,6,COLIMA,13,MANZANILLO,8,MANZANILLO,258,5,5,174,196,21,110,39,241,817,21,19,32,0,20,40,8,21,8,1767,0,63,1830,3237
5,6,COLIMA,9,ARMERIA,8,MANZANILLO,259,3,3,40,42,29,93,18,77,473,8,11,3,0,1,18,5,8,4,830,1,37,868,1662
5,6,COLIMA,9,ARMERIA,8,MANZANILLO,260,4,4,77,81,46,113,26,152,779,17,22,19,0,6,51,5,17,3,1414,1,51,1466,2746
5,6,COLIMA,9,ARMERIA,8,MANZANILLO,261,3,3,40,33,24,56,22,125,477,7,14,4,0,3,21,2,13,5,846,0,25,871,1763
5,6,COLIMA,9,ARMERIA,8,MANZANILLO,262,2,2,38,48,35,42,14,90,370,9,17,9,0,2,26,2,11,2,715,1,20,736,1321
5,6,COLIMA,9,ARMERIA,8,MANZANILLO,263,2,2,26,44,22,39,12,86,312,3,13,10,0,3,25,0,7,5,607,0,23,630,1301
5,6,COLIMA,9,ARMERIA,8,MANZANILLO,264,3,3,33,28,27,68,22,128,527,6,11,3,0,3,18,2,9,2,887,0,36,923,1905
5,6,COLIMA,9,ARMERIA,8,MANZANILLO,265,1,1,10,16,21,28,9,61,179,10,2,1,0,1,4,0,1,0,343,0,9,352,542
5,6,COLIMA,9,ARMERIA,8,MANZANILLO,266,1,1,19,33,8,7,19,71,168,1,0,1,0,0,7,0,2,1,337,0,13,350,639
5,6,COLIMA,9,ARMERIA,8,MANZANILLO,267,3,3,29,62,18,48,28,155,508,3,6,15,0,4,15,1,10,4,906,0,42,948,1775
5,6,COLIMA,13,MANZANILLO,8,MANZANILLO,268,1,1,44,40,1,12,3,65,185,2,4,4,0,2,8,2,4,2,378,0,4,382,578
5,6,COLIMA,13,MANZANILLO,8,MANZANILLO,269,3,3,105,130,9,62,29,101,487,4,25,12,0,14,35,7,7,9,1036,0,44,1080,1826
5,6,COLIMA,14,MINATITLAN,9,MINATITLAN,270,3,3,81,328,7,71,40,44,403,228,13,5,0,10,6,4,3,3,1246,0,70,1316,1748
5,6,COLIMA,14,MINATITLAN,9,MINATITLAN,271,3,3,86,384,0,101,34,63,470,276,14,4,0,15,7,0,1,0,1455,0,85,1540,2070
5,6,COLIMA,14,MINATITLAN,9,MINATITLAN,272,2,2,50,234,4,63,30,37,299,173,8,7,0,8,8,3,0,2,926,0,58,984,1374
5,6,COLIMA,14,MINATITLAN,9,MINATITLAN,273,2,2,18,137,0,29,11,15,188,141,2,2,0,4,2,0,0,7,556,0,57,613,823
5,6,COLIMA,14,MINATITLAN,9,MINATITLAN,274,3,3,16,63,1,19,5,8,98,57,3,1,0,2,1,0,0,0,274,0,19,293,412
5,6,COLIMA,14,MINATITLAN,9,MINATITLAN,275,3,3,32,166,3,45,20,26,320,101,6,4,0,5,3,1,0,0,732,1,22,755,961
5,6,COLIMA,14,MINATITLAN,9,MINATITLAN,276,3,3,33,225,5,53,19,23,305,129,0,2,0,4,7,1,0,0,806,0,44,850,1072
5,6,COLIMA,10,TECOMAN,10,TECOMAN,277,5,5,77,168,37,138,51,159,618,79,41,23,0,13,44,7,17,7,1479,4,66,1549,3310
5,6,COLIMA,10,TECOMAN,10,TECOMAN,278,2,2,22,77,12,30,18,83,249,27,13,6,0,6,14,4,4,5,570,0,28,598,1139
5,6,COLIMA,10,TECOMAN,10,TECOMAN,279,1,1,24,52,1,13,17,20,124,16,10,3,0,2,6,0,1,1,290,0,9,299,553
5,6,COLIMA,10,TECOMAN,10,TECOMAN,280,12,12,182,447,73,154,97,345,1644,219,51,36,0,39,89,22,36,17,3451,3,153,3607,8250
5,6,COLIMA,10,TECOMAN,10,TECOMAN,281,3,3,63,102,25,16,11,51,190,31,12,8,0,9,16,1,2,1,538,0,19,557,944
5,6,COLIMA,10,TECOMAN,10,TECOMAN,282,4,4,101,175,33,56,20,155,578,73,26,10,0,18,20,5,9,2,1281,2,46,1329,2752
5,6,COLIMA,10,TECOMAN,10,TECOMAN,284,2,2,49,47,37,13,10,22,174,20,9,0,0,3,11,2,2,3,402,0,16,418,789
5,6,COLIMA,10,TECOMAN,10,TECOMAN,285,1,1,30,49,13,9,9,36,142,16,10,1,0,3,11,0,6,6,341,0,13,354,687
5,6,COLIMA,16,TECOMAN,10,TECOMAN,286,6,6,145,233,57,0,74,201,807,78,56,0,0,20,0,0,0,0,1671,0,66,1737,3223
5,6,COLIMA,10,TECOMAN,10,TECOMAN,287,1,1,34,54,3,4,6,28,79,12,9,1,0,6,6,1,1,1,245,0,18,263,504
5,6,COLIMA,10,TECOMAN,10,TECOMAN,288,1,1,35,57,1,13,7,28,109,20,7,1,0,5,0,0,0,0,283,0,21,304,521
5,6,COLIMA,10,TECOMAN,10,TECOMAN,289,2,2,43,60,11,29,13,49,196,31,8,4,0,6,12,5,8,1,476,0,27,503,927
5,6,COLIMA,16,TECOMAN,10,TECOMAN,290,5,5,192,261,58,0,83,259,927,84,70,0,0,28,0,0,0,0,1962,2,94,2058,3721
5,6,COLIMA,15,TECOMAN,10,TECOMAN,291,7,7,125,264,45,0,108,172,1045,57,20,24,0,26,0,0,0,0,1886,0,143,2029,4521
5,6,COLIMA,10,TECOMAN,10,TECOMAN,292,2,2,51,84,12,19,14,63,221,33,10,8,0,8,9,1,2,3,538,0,35,573,1046
5,6,COLIMA,10,TECOMAN,10,TECOMAN,293,1,1,24,64,9,10,7,41,165,21,7,4,0,5,8,1,6,1,373,0,12,385,722
5,6,COLIMA,10,TECOMAN,10,TECOMAN,294,1,1,48,57,10,4,3,46,80,13,8,0,0,5,0,0,0,0,274,0,11,285,477
5,6,COLIMA,10,TECOMAN,10,TECOMAN,295,1,1,38,71,8,8,6,52,139,30,5,3,0,9,8,2,2,2,383,0,12,395,688
5,6,COLIMA,10,TECOMAN,10,TECOMAN,296,1,1,26,84,3,15,14,42,132,20,11,2,0,5,3,0,5,2,364,0,26,390,732
5,6,COLIMA,10,TECOMAN,10,TECOMAN,297,3,3,96,136,15,38,22,94,436,66,21,16,0,10,13,3,3,2,971,1,41,1013,1793
5,6,COLIMA,15,TECOMAN,10,TECOMAN,298,2,2,46,93,27,0,29,59,344,22,10,7,0,10,0,0,0,0,647,0,42,689,1373
5,6,COLIMA,10,TECOMAN,10,TECOMAN,299,2,2,31,64,9,12,12,41,258,21,16,5,0,6,11,0,3,0,489,0,14,503,956
5,6,COLIMA,10,TECOMAN,10,TECOMAN,300,1,1,48,113,2,13,7,47,119,16,34,4,0,7,8,0,2,1,421,1,7,429,670
5,6,COLIMA,15,TECOMAN,10,TECOMAN,301,2,2,49,99,32,0,15,54,158,9,6,3,0,9,0,0,0,0,434,1,23,458,814
5,6,COLIMA,15,TECOMAN,10,TECOMAN,302,3,3,72,228,24,0,39,87,323,21,9,12,0,11,0,0,0,0,826,0,56,882,1657
5,6,COLIMA,15,TECOMAN,10,TECOMAN,303,2,2,49,67,7,0,15,47,237,15,7,6,0,1,0,0,0,0,451,0,26,477,886
5,6,COLIMA,15,TECOMAN,10,TECOMAN,304,2,2,43,89,6,0,31,55,263,4,8,15,0,5,0,0,0,0,519,0,43,562,995
5,6,COLIMA,15,TECOMAN,10,TECOMAN,305,2,2,43,77,25,0,24,51,349,4,11,15,0,6,0,0,0,0,605,0,21,626,1139
5,6,COLIMA,15,TECOMAN,10,TECOMAN,306,1,1,35,64,24,0,23,46,147,10,8,6,0,1,0,0,0,0,364,0,20,384,648
5,6,COLIMA,15,TECOMAN,10,TECOMAN,307,2,2,57,61,47,0,18,41,177,6,6,4,0,2,0,0,0,0,419,0,19,438,821
5,6,COLIMA,15,TECOMAN,10,TECOMAN,308,2,2,18,82,13,0,31,52,283,13,6,7,0,7,0,0,0,0,512,0,37,549,1126
5,6,COLIMA,15,TECOMAN,10,TECOMAN,309,1,1,30,77,20,0,21,38,203,5,12,6,0,10,0,0,0,0,422,0,23,445,692
5,6,COLIMA,15,TECOMAN,10,TECOMAN,310,3,3,58,88,23,0,25,68,326,13,7,3,0,13,0,0,0,0,624,1,28,653,1159
5,6,COLIMA,15,TECOMAN,10,TECOMAN,311,3,3,62,101,111,0,46,87,554,23,16,12,0,7,0,0,0,0,1019,0,71,1090,2101
5,6,COLIMA,15,TECOMAN,10,TECOMAN,312,5,5,57,148,33,0,75,157,839,78,24,22,0,10,0,0,0,0,1443,2,105,1550,3417
5,6,COLIMA,15,TECOMAN,10,TECOMAN,313,2,2,22,57,48,0,24,49,243,7,5,7,0,7,0,0,0,0,469,0,26,495,928
5,6,COLIMA,15,TECOMAN,10,TECOMAN,314,2,2,70,103,34,0,25,53,386,13,9,11,0,12,0,0,0,0,716,0,31,747,1343
5,6,COLIMA,15,TECOMAN,10,TECOMAN,315,4,4,151,289,64,0,67,172,653,45,29,17,0,21,0,0,0,0,1508,2,67,1577,2758
5,6,COLIMA,15,TECOMAN,10,TECOMAN,316,6,6,108,238,45,0,89,163,745,32,22,23,0,21,0,0,0,0,1486,0,124,1610,3783
5,6,COLIMA,16,TECOMAN,10,TECOMAN,317,2,2,22,47,3,0,10,18,207,7,74,0,0,3,0,0,0,0,391,0,29,420,862
5,6,COLIMA,16,TECOMAN,10,TECOMAN,318,2,2,11,54,3,0,19,17,223,10,80,0,0,2,0,0,0,0,419,0,35,454,937
5,6,COLIMA,16,TECOMAN,10,TECOMAN,319,2,2,15,95,4,0,42,19,223,7,73,0,0,0,0,0,0,0,478,0,36,514,1068
5,6,COLIMA,16,TECOMAN,10,TECOMAN,320,2,2,17,59,7,0,10,15,272,26,24,0,0,0,0,0,0,0,430,0,18,448,827
5,6,COLIMA,16,TECOMAN,10,TECOMAN,321,2,2,14,45,38,0,39,49,364,8,93,0,0,1,0,0,0,0,651,0,59,710,1478
5,6,COLIMA,16,TECOMAN,10,TECOMAN,322,1,1,20,19,5,0,11,19,170,15,5,0,0,2,0,0,0,0,266,0,17,283,549
5,6,COLIMA,16,TECOMAN,10,TECOMAN,323,2,2,12,43,9,0,9,57,211,13,4,0,0,2,0,0,0,0,360,0,46,406,906
5,6,COLIMA,16,TECOMAN,10,TECOMAN,324,2,2,29,53,27,0,21,49,271,33,8,0,0,6,0,0,0,0,497,0,33,530,1230
5,6,COLIMA,16,TECOMAN,10,TECOMAN,325,1,1,21,21,11,0,11,34,167,12,48,0,0,2,0,0,0,0,327,0,14,341,659
5,6,COLIMA,16,TECOMAN,10,TECOMAN,326,2,2,20,43,10,0,20,33,228,20,15,0,0,2,0,0,0,0,391,0,37,428,841
5,6,COLIMA,16,TECOMAN,10,TECOMAN,327,1,1,5,26,1,0,6,19,113,10,2,0,0,2,0,0,0,0,184,0,16,200,397
5,6,COLIMA,15,TECOMAN,10,TECOMAN,328,2,2,23,51,8,0,8,40,242,8,6,3,0,7,0,0,0,0,396,1,26,423,802
5,6,COLIMA,16,TECOMAN,10,TECOMAN,329,3,3,46,104,9,0,71,107,471,18,62,0,0,8,0,0,0,0,896,0,57,953,2224
5,6,COLIMA,16,TECOMAN,10,TECOMAN,330,1,1,1,5,13,0,6,2,81,2,2,0,0,0,0,0,0,0,112,0,4,116,185
5,6,COLIMA,16,TECOMAN,10,TECOMAN,331,1,1,1,5,3,0,7,3,82,8,6,0,0,0,0,0,0,0,115,1,6,122,209
5,6,COLIMA,16,TECOMAN,10,TECOMAN,332,1,1,1,8,1,0,13,11,75,9,37,0,0,0,0,0,0,0,155,0,16,171,318
5,6,COLIMA,16,TECOMAN,10,TECOMAN,333,1,1,7,12,10,0,8,4,60,4,43,0,0,0,0,0,0,0,148,0,16,164,286
5,6,COLIMA,16,TECOMAN,10,TECOMAN,334,5,5,99,57,16,0,47,41,497,24,237,0,0,12,0,0,0,0,1030,0,80,1110,3007
5,6,COLIMA,16,TECOMAN,10,TECOMAN,335,3,3,75,42,5,0,27,42,325,9,158,0,0,2,0,0,0,0,685,1,61,747,1968
5,6,COLIMA,16,TECOMAN,10,TECOMAN,336,3,3,61,56,12,0,43,27,307,1,119,0,0,5,0,0,0,0,631,1,59,691,1657
5,6,COLIMA,8,VILLA DE ALVAREZ,5,VILLA DE ALVAREZ,337,3,3,83,101,15,37,26,109,285,32,16,34,0,9,17,4,1,1,770,1,26,797,1574
5,6,COLIMA,8,VILLA DE ALVAREZ,5,VILLA DE ALVAREZ,338,3,3,114,175,30,32,44,156,306,41,18,28,0,20,24,3,5,1,997,0,30,1027,2072
5,6,COLIMA,8,VILLA DE ALVAREZ,5,VILLA DE ALVAREZ,339,1,1,25,36,20,12,11,38,76,14,4,3,0,1,7,0,1,0,248,0,6,254,458
5,6,COLIMA,8,VILLA DE ALVAREZ,5,VILLA DE ALVAREZ,340,1,1,36,39,10,11,6,40,82,15,9,5,0,7,5,0,1,1,267,3,6,276,465
5,6,COLIMA,8,VILLA DE ALVAREZ,5,VILLA DE ALVAREZ,341,1,1,22,51,4,7,16,21,68,13,5,2,0,5,2,0,1,0,217,0,9,226,371
