CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,ACTA_CASILLA-MEC,URNA_ELECTRONICA,PAN_PRI_PRD_PRS_PHBCS,MORENA_PT_PVEM_NABCS,PAN,PRI,PRD,PT,PVEM,MC,PRS,MORENA,PHBCS,NABCS,FXMBCS,MLBCS,PESBCS,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,143,C,1,0,C01,0,57,165,0,0,0,0,0,31,0,0,0,0,3,6,3,265,2,9,276,679,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,143,C,2,0,C02,0,58,165,0,0,0,0,0,44,0,0,0,0,7,1,4,279,0,7,286,679,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,144,B,1,0,B,0,50,183,0,0,0,0,0,60,0,0,0,0,22,15,0,330,0,23,353,737,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,144,C,1,0,C01,0,75,182,0,0,0,0,0,53,0,0,0,0,11,21,0,342,0,13,355,736,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,145,B,1,0,B,0,34,106,0,0,0,0,0,46,0,0,0,0,1,6,0,193,0,10,203,394,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,145,C,1,0,C01,0,41,99,0,0,0,0,0,43,0,0,0,0,7,17,0,207,0,9,216,394,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,146,B,1,0,B,0,46,169,0,0,0,0,0,60,0,0,0,0,10,10,0,295,0,16,311,578,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,147,B,1,0,B,0,74,145,0,0,0,0,0,125,0,0,0,0,6,10,0,360,0,15,375,678,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,148,B,1,0,B,0,58,137,0,0,0,0,0,92,0,0,0,0,3,7,0,297,0,12,309,515,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,149,B,1,0,B,0,80,174,0,0,0,0,0,69,0,0,0,0,5,14,0,342,0,10,352,572,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,150,B,1,0,B,0,41,179,0,0,0,0,0,49,0,0,0,0,4,3,0,276,0,16,292,531,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,151,B,1,0,B,0,73,187,0,0,0,0,0,59,0,0,0,0,5,9,0,333,1,18,352,667,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,152,B,1,0,B,0,58,114,0,0,0,0,0,26,0,0,0,0,4,2,0,204,0,11,215,453,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,152,C,1,0,C01,0,51,144,0,0,0,0,0,26,0,0,0,0,3,5,0,229,0,8,237,452,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,153,B,1,0,B,0,47,151,0,0,0,0,0,26,0,0,0,0,16,9,3,252,1,13,266,635,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,153,C,1,0,C01,0,32,198,0,0,0,0,0,17,0,0,0,0,19,16,1,283,0,18,301,635,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,153,C,2,0,C02,0,29,165,0,0,0,0,0,18,0,0,0,0,24,8,1,245,0,16,261,635,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,154,B,1,0,B,0,86,178,0,0,0,0,0,57,0,0,0,0,8,14,0,343,0,19,362,599,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,154,C,1,0,C01,0,69,165,0,0,0,0,0,52,0,0,0,0,9,14,0,309,0,19,328,598,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,155,B,1,0,B,0,73,127,0,0,0,0,0,56,0,0,0,0,7,11,0,274,0,17,291,504,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,155,C,1,0,C01,0,73,146,0,0,0,0,0,60,0,0,0,0,9,5,0,293,1,15,309,504,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,156,B,1,0,B,0,48,139,0,0,0,0,0,21,0,0,0,0,5,12,4,229,0,10,239,447,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,156,C,1,0,C01,0,52,159,0,0,0,0,0,24,0,0,0,0,6,7,0,248,0,13,261,446,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,156,E,1,0,E01,0,55,162,0,0,0,0,0,25,0,0,0,0,17,14,10,283,0,17,300,711,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,156,E,1,1,E01C01,0,45,203,0,0,0,0,0,18,0,0,0,0,17,6,1,290,0,11,301,710,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,156,E,1,2,E01C02,0,49,165,0,0,0,0,0,27,0,0,0,0,19,9,3,272,2,12,286,710,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,156,E,1,3,E01C03,0,34,182,0,0,0,0,0,16,0,0,0,0,18,9,4,263,0,19,282,710,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,156,E,1,4,E01C04,0,53,191,0,0,0,0,0,15,0,0,0,0,12,4,3,278,0,11,289,710,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,157,B,1,0,B,0,38,136,0,0,0,0,0,29,0,0,0,0,8,1,4,216,0,8,224,466,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,157,C,1,0,C01,0,45,156,0,0,0,0,0,29,0,0,0,0,12,5,2,249,0,13,262,465,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,158,B,1,0,B,0,57,142,0,0,0,0,0,20,0,0,0,0,6,11,3,239,1,8,248,455,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,158,C,1,0,C01,0,58,148,0,0,0,0,0,24,0,0,0,0,7,8,2,247,0,10,257,455,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,159,B,1,0,B,0,154,110,0,0,0,0,0,24,0,0,0,0,8,13,0,309,0,8,317,535,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,160,B,1,0,B,0,143,120,0,0,0,0,0,49,0,0,0,0,12,8,0,332,0,14,346,517,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,161,B,1,0,B,0,216,104,0,0,0,0,0,33,0,0,0,0,13,8,0,374,0,21,395,630,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,162,B,1,0,B,0,119,102,0,0,0,0,0,37,0,0,0,0,11,6,0,275,1,7,283,426,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,162,C,1,0,C01,0,126,91,0,0,0,0,0,20,0,0,0,0,3,11,0,251,0,9,260,425,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,163,B,1,0,B,0,225,140,0,0,0,0,0,35,0,0,0,0,10,19,0,429,0,10,439,659,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,164,B,1,0,B,0,111,84,0,0,0,0,0,33,0,0,0,0,4,11,0,243,0,11,254,404,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,164,C,1,0,C01,0,120,95,0,0,0,0,0,34,0,0,0,0,2,12,0,263,0,6,269,404,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,165,B,1,0,B,0,118,101,0,0,0,0,0,26,0,0,0,0,8,7,0,260,1,7,268,422,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,165,C,1,0,C01,0,129,102,0,0,0,0,0,26,0,0,0,0,5,7,0,269,0,6,275,421,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,166,B,1,0,B,0,324,122,0,0,0,0,0,21,0,0,0,0,7,11,0,485,0,14,499,668,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,167,B,1,0,B,0,134,133,0,0,0,0,0,31,0,0,0,0,4,12,0,314,0,14,328,497,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,167,C,1,0,C01,0,136,129,0,0,0,0,0,38,0,0,0,0,6,12,0,321,1,12,334,497,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,168,B,1,0,B,0,96,137,0,0,0,0,0,39,0,0,0,0,10,11,0,293,0,10,303,493,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,168,C,1,0,C01,0,109,140,0,0,0,0,0,48,0,0,0,0,9,9,0,315,0,14,329,493,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,169,B,1,0,B,0,60,100,0,0,0,0,0,34,0,0,0,0,3,7,0,204,0,8,212,448,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,169,C,1,0,C01,0,58,80,0,0,0,0,0,32,0,0,0,0,4,8,0,182,0,10,192,447,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,170,B,1,0,B,0,94,155,0,0,0,0,0,45,0,0,0,0,6,14,0,314,1,18,333,516,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,171,B,1,0,B,0,105,179,0,0,0,0,0,47,0,0,0,0,12,13,0,356,2,16,374,594,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,172,B,1,0,B,0,111,182,0,0,0,0,0,52,0,0,0,0,14,11,0,370,0,16,386,644,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,173,B,1,0,B,0,92,127,0,0,0,0,0,34,0,0,0,0,9,21,0,283,0,13,296,482,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,173,C,1,0,C01,0,113,135,0,0,0,0,0,42,0,0,0,0,5,19,0,314,0,10,324,482,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,174,B,1,0,B,0,79,140,0,0,0,0,0,29,0,0,0,0,8,17,0,273,1,13,287,480,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,174,C,1,0,C01,0,85,135,0,0,0,0,0,49,0,0,0,0,9,16,0,294,0,5,299,479,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,175,B,1,0,B,0,77,180,0,0,0,0,0,44,0,0,0,0,7,22,0,330,0,13,343,620,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,175,C,1,0,C01,0,89,168,0,0,0,0,0,55,0,0,0,0,8,12,0,332,1,12,345,619,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,176,B,1,0,B,0,90,166,0,0,0,0,0,43,0,0,0,0,6,21,0,326,2,18,346,547,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,177,B,1,0,B,0,90,175,0,0,0,0,0,64,0,0,0,0,8,5,0,342,0,7,349,580,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,178,B,1,0,B,0,75,146,0,0,0,0,0,61,0,0,0,0,7,10,0,299,0,5,304,484,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,179,B,1,0,B,0,50,157,0,0,0,0,0,43,0,0,0,0,5,16,0,271,1,12,284,471,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,179,C,1,0,C01,0,59,139,0,0,0,0,0,34,0,0,0,0,9,13,0,254,0,11,265,471,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,180,B,1,0,B,0,58,125,0,0,0,0,0,30,0,0,0,0,7,11,0,231,0,14,245,449,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,180,C,1,0,C01,0,57,123,0,0,0,0,0,43,0,0,0,0,8,5,0,236,0,4,240,449,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,181,B,1,0,B,0,83,216,0,0,0,0,0,24,0,0,0,0,8,5,3,339,0,19,358,612,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,181,C,1,0,C01,0,80,189,0,0,0,0,0,35,0,0,0,0,12,8,4,328,1,12,341,611,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,182,B,1,0,B,0,68,159,0,0,0,0,0,17,0,0,0,0,3,3,4,254,0,14,268,453,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,182,C,1,0,C01,0,78,124,0,0,0,0,0,21,0,0,0,0,5,10,0,238,0,7,245,452,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,183,B,1,0,B,0,134,213,0,0,0,0,0,42,0,0,0,0,12,10,7,418,0,23,441,749,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,184,B,1,0,B,0,90,90,0,0,0,0,0,8,0,0,0,0,3,2,0,193,0,6,199,298,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,185,B,1,0,B,0,138,205,0,0,0,0,0,38,0,0,0,0,8,8,0,397,0,6,403,631,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,186,B,1,0,B,0,139,109,0,0,0,0,0,24,0,0,0,0,5,3,0,280,0,5,285,422,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,186,C,1,0,C01,0,135,84,0,0,0,0,0,30,0,0,0,0,7,11,0,267,0,5,272,421,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,187,B,1,0,B,0,151,93,0,0,0,0,0,15,0,0,0,0,7,2,0,268,0,12,280,412,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,187,C,1,0,C01,0,137,95,0,0,0,0,0,15,0,0,0,0,1,14,0,262,1,9,272,411,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,188,B,1,0,B,0,231,182,0,0,0,0,0,41,0,0,0,0,10,16,0,480,0,9,489,743,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,189,B,1,0,B,0,196,119,0,0,0,0,0,28,0,0,0,0,8,4,0,355,0,6,361,508,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,189,C,1,0,C01,0,168,118,0,0,0,0,0,33,0,0,0,0,8,6,0,333,0,7,340,508,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,190,B,1,0,B,0,169,160,0,0,0,0,0,23,0,0,0,0,7,7,8,374,1,13,388,578,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,190,C,1,0,C01,0,149,152,0,0,0,0,0,27,0,0,0,0,3,6,8,345,0,7,352,578,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,191,B,1,0,B,0,140,133,0,0,0,0,0,28,0,0,0,0,4,0,5,310,0,13,323,480,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,191,C,1,0,C01,0,151,120,0,0,0,0,0,29,0,0,0,0,7,4,2,313,0,7,320,480,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,192,B,1,0,B,0,248,206,0,0,0,0,0,41,0,0,0,0,11,7,5,518,2,10,530,738,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,193,B,1,0,B,0,166,99,0,0,0,0,0,29,0,0,0,0,8,8,0,310,0,9,319,466,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,193,C,1,0,C01,0,185,113,0,0,0,0,0,26,0,0,0,0,3,5,0,332,0,14,346,465,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,194,B,1,0,B,0,174,145,0,0,0,0,0,17,0,0,0,0,8,8,5,357,0,14,371,558,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,195,B,1,0,B,0,154,138,0,0,0,0,0,42,0,0,0,0,18,8,0,360,0,12,372,599,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,196,B,1,0,B,0,75,132,0,0,0,0,0,23,0,0,0,0,9,7,0,246,0,11,257,443,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,196,C,1,0,C01,0,75,117,0,0,0,0,0,34,0,0,0,0,10,9,0,245,2,13,260,442,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,197,B,1,0,B,0,217,145,0,0,0,0,0,39,0,0,0,0,10,3,7,421,0,9,430,611,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,197,C,1,0,C01,0,187,169,0,0,0,0,0,27,0,0,0,0,8,7,5,403,1,11,415,611,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,197,C,2,0,C02,0,188,154,0,0,0,0,0,32,0,0,0,0,5,13,8,400,0,5,405,611,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,198,B,1,0,B,0,138,162,0,0,0,0,0,44,0,0,0,0,14,35,0,393,0,18,411,708,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,199,B,1,0,B,0,126,147,0,0,0,0,0,33,0,0,0,0,7,15,0,328,1,10,339,550,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,200,B,1,0,B,0,129,206,0,0,0,0,0,34,0,0,0,0,9,14,0,392,0,6,398,648,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,201,B,1,0,B,0,119,104,0,0,0,0,0,28,0,0,0,0,5,8,0,264,0,16,280,437,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,202,B,1,0,B,0,222,105,0,0,0,0,0,31,0,0,0,0,5,7,3,373,0,4,377,510,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,202,C,1,0,C01,0,205,114,0,0,0,0,0,27,0,0,0,0,2,5,3,356,0,8,364,509,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,202,C,2,0,C02,0,215,91,0,0,0,0,0,28,0,0,0,0,5,8,6,353,1,12,366,509,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,203,B,1,0,B,0,67,109,0,0,0,0,0,35,0,0,0,0,7,5,1,224,0,10,234,414,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,203,C,1,0,C01,0,91,125,0,0,0,0,0,20,0,0,0,0,8,2,3,249,0,5,254,413,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,204,B,1,0,B,0,78,116,0,0,0,0,0,24,0,0,0,0,5,9,11,243,0,8,251,441,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,204,C,1,0,C01,0,82,99,0,0,0,0,0,32,0,0,0,0,5,11,8,237,2,4,243,441,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,205,B,1,0,B,0,99,217,0,0,0,0,0,28,0,0,0,0,6,8,2,360,2,16,378,692,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,207,B,1,0,B,0,123,214,0,0,0,0,0,32,0,0,0,0,15,8,0,392,1,11,404,629,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,208,B,1,0,B,0,70,129,0,0,0,0,0,28,0,0,0,0,6,9,0,242,0,8,250,393,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,208,C,1,0,C01,0,80,120,0,0,0,0,0,23,0,0,0,0,16,3,0,242,0,6,248,393,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,209,B,1,0,B,0,239,125,0,0,0,0,0,33,0,0,0,0,16,7,0,420,0,14,434,623,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,209,C,1,0,C01,0,256,112,0,0,0,0,0,30,0,0,0,0,13,6,0,417,1,16,434,623,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,209,C,2,0,C02,0,239,107,0,0,0,0,0,30,0,0,0,0,14,4,0,394,1,7,402,622,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,210,B,1,0,B,0,198,153,0,0,0,0,0,48,0,0,0,0,14,11,0,424,0,8,432,703,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,210,C,1,0,C01,0,200,157,0,0,0,0,0,43,0,0,0,0,14,5,0,419,2,9,430,703,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,210,C,2,0,C02,0,192,154,0,0,0,0,0,35,0,0,0,0,12,3,0,396,1,7,404,703,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,210,C,3,0,C03,0,208,177,0,0,0,0,0,38,0,0,0,0,10,12,0,445,2,11,458,703,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,210,C,4,0,C04,0,221,158,0,0,0,0,0,54,0,0,0,0,10,7,0,450,3,11,464,703,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,210,C,5,0,C05,0,226,143,0,0,0,0,0,43,0,0,0,0,7,8,0,427,0,11,438,703,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,211,B,1,0,B,0,153,184,0,0,0,0,0,41,0,0,0,0,13,6,3,400,1,9,410,601,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,211,C,1,0,C01,0,144,190,0,0,0,0,0,35,0,0,0,0,10,4,3,386,0,11,397,600,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,212,B,1,0,B,0,198,104,0,0,0,0,0,21,0,0,0,0,5,2,5,335,1,10,346,481,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,212,C,1,0,C01,0,184,123,0,0,0,0,0,24,0,0,0,0,6,3,3,343,0,7,350,481,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,213,B,1,0,B,0,126,193,0,0,0,0,0,28,0,0,0,0,2,9,4,362,1,11,374,616,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,213,C,1,0,C01,0,129,190,0,0,0,0,0,36,0,0,0,0,6,10,5,376,0,6,382,615,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,214,B,1,0,B,0,126,134,0,0,0,0,0,23,0,0,0,0,5,6,3,297,0,8,305,470,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,214,C,1,0,C01,0,126,129,0,0,0,0,0,19,0,0,0,0,6,7,6,293,0,8,301,469,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,215,B,1,0,B,0,174,237,0,0,0,0,0,41,0,0,0,0,4,9,8,473,1,6,480,737,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,216,B,1,0,B,0,101,154,0,0,0,0,0,21,0,0,0,0,4,4,0,284,0,9,293,496,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,217,B,1,0,B,0,156,182,0,0,0,0,0,38,0,0,0,0,9,12,6,403,0,9,412,674,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,217,C,1,0,C01,0,152,164,0,0,0,0,0,31,0,0,0,0,3,10,3,363,0,15,378,674,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,217,C,2,0,C02,0,164,187,0,0,0,0,0,27,0,0,0,0,13,11,5,407,0,12,419,674,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,217,C,3,0,C03,0,172,188,0,0,0,0,0,37,0,0,0,0,9,9,7,422,0,8,430,674,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,217,C,4,0,C04,0,163,200,0,0,0,0,0,38,0,0,0,0,9,10,4,424,0,9,433,674,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,217,C,5,0,C05,0,151,196,0,0,0,0,0,36,0,0,0,0,8,14,3,408,0,7,415,673,Grupo de recuento,,,
