CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,ACTA_CASILLA-MEC,URNA_ELECTRONICA,PAN_PRI_PRD_PRS_PHBCS,MORENA_PT_PVEM_NABCS,PAN,PRI,PRD,PT,PVEM,MC,PRS,MORENA,PHBCS,NABCS,FXMBCS,MLBCS,PESBCS,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
1,3,BAJA CALIFORNIA SUR,13,LORETO,1,COMONDU,59,C,1,0,C01,0,41,140,0,0,0,0,0,32,0,0,0,0,8,3,0,224,0,6,230,541,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,13,LORETO,1,COMONDU,60,B,1,0,B,0,25,126,0,0,0,0,0,30,0,0,0,0,1,2,0,184,0,7,191,385,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,13,LORETO,1,COMONDU,60,C,1,0,C01,0,23,113,0,0,0,0,0,22,0,0,0,0,4,5,0,167,1,3,171,384,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,13,LORETO,1,COMONDU,61,B,1,0,B,0,34,170,0,0,0,0,0,36,0,0,0,0,5,8,0,253,0,14,267,633,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,13,LORETO,1,COMONDU,61,C,1,0,C01,0,49,151,0,0,0,0,0,55,0,0,0,0,6,12,0,273,0,8,281,632,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,13,LORETO,1,COMONDU,61,C,2,0,C02,0,33,162,0,0,0,0,0,41,0,0,0,0,8,7,0,251,0,11,262,632,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,13,LORETO,1,COMONDU,61,C,3,0,C03,0,38,174,0,0,0,0,0,35,0,0,0,0,3,10,0,260,0,8,268,632,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,13,LORETO,1,COMONDU,62,B,1,0,B,0,5,60,0,0,0,0,0,4,0,0,0,0,0,2,0,71,0,1,72,118,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,13,LORETO,1,COMONDU,67,B,1,0,B,0,66,223,0,0,0,0,0,18,0,0,0,0,5,9,0,321,0,19,340,577,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,13,LORETO,1,COMONDU,68,B,1,0,B,0,35,138,0,0,0,0,0,22,0,0,0,0,7,3,0,205,0,9,214,427,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,13,LORETO,1,COMONDU,69,B,1,0,B,0,28,236,0,0,0,0,0,42,0,0,0,0,23,16,0,345,0,14,359,656,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,13,LORETO,1,COMONDU,70,B,1,0,B,0,37,166,0,0,0,0,0,68,0,0,0,0,7,10,0,288,0,13,301,487,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,13,LORETO,1,COMONDU,71,B,1,0,B,0,9,64,0,0,0,0,0,9,0,0,0,0,13,3,0,98,0,12,110,212,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,13,LORETO,1,COMONDU,72,B,1,0,B,0,28,107,0,0,0,0,0,30,0,0,0,0,81,2,0,248,0,14,262,460,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,13,LORETO,1,COMONDU,73,B,1,0,B,0,107,189,0,0,0,0,0,65,0,0,0,0,27,8,0,396,0,22,418,689,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,10,CIUDAD CONSTITUCION,1,COMONDU,74,B,1,0,B,0,7,45,0,0,0,0,0,3,0,0,0,0,11,8,0,74,0,1,75,160,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,75,B,1,0,B,0,165,125,0,0,0,0,0,14,0,0,0,0,8,0,0,312,0,13,325,531,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,75,C,1,0,C01,0,215,123,0,0,0,0,0,8,0,0,0,0,5,0,0,351,1,10,362,530,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,76,B,1,0,B,0,179,146,0,0,0,0,0,10,0,0,0,0,4,0,0,339,0,12,351,542,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,76,C,1,0,C01,0,174,131,0,0,0,0,0,5,0,0,0,0,9,0,0,319,0,12,331,541,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,76,C,2,0,C02,0,182,147,0,0,0,0,0,11,0,0,0,0,10,2,0,352,0,11,363,541,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,77,B,1,0,B,0,151,95,0,0,0,0,0,3,0,0,0,0,3,1,0,253,0,14,267,401,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,77,C,1,0,C01,0,141,85,0,0,0,0,0,12,0,0,0,0,7,1,0,246,1,11,258,401,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,77,SMR,1,0,SMR01,0,135,104,0,0,0,0,0,15,0,0,0,0,4,3,0,261,2,2,265,0,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,77,SRP,1,0,SRP01,0,0,0,128,7,1,3,6,15,0,111,0,0,2,2,0,275,0,14,289,0,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,78,B,1,0,B,0,215,131,0,0,0,0,0,9,0,0,0,0,2,1,0,358,0,11,369,553,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,78,C,1,0,C01,0,209,123,0,0,0,0,0,13,0,0,0,0,6,1,0,352,0,18,370,553,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,79,B,1,0,B,0,215,162,0,0,0,0,0,8,0,0,0,0,4,3,0,392,0,12,404,654,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,80,B,1,0,B,0,156,156,0,0,0,0,0,13,0,0,0,0,3,1,0,329,0,8,337,516,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,80,C,1,0,C01,0,134,159,0,0,0,0,0,8,0,0,0,0,4,3,0,308,0,15,323,516,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,81,B,1,0,B,0,168,113,0,0,0,0,0,4,0,0,0,0,7,1,0,293,3,4,300,466,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,82,B,1,0,B,0,192,97,0,0,0,0,0,8,0,0,0,0,1,0,0,298,0,13,311,467,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,82,C,1,0,C01,0,168,123,0,0,0,0,0,13,0,0,0,0,5,1,0,310,0,10,320,467,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,83,B,1,0,B,0,232,117,0,0,0,0,0,14,0,0,0,0,3,2,0,368,0,16,384,616,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,83,C,1,0,C01,0,201,154,0,0,0,0,0,12,0,0,0,0,7,1,0,375,0,11,386,615,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,83,E,1,0,E01,0,253,139,0,0,0,0,0,11,0,0,0,0,3,2,0,408,0,4,412,623,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,83,E,1,1,E01C01,0,294,121,0,0,0,0,0,8,0,0,0,0,3,1,0,427,0,12,439,622,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,83,E,1,2,E01C02,0,253,130,0,0,0,0,0,11,0,0,0,0,5,1,0,400,0,4,404,622,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,84,B,1,0,B,0,40,51,0,0,0,0,0,1,0,0,0,0,2,0,0,94,0,2,96,217,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,85,B,1,0,B,0,167,170,0,0,0,0,0,4,0,0,0,0,3,2,0,346,0,13,359,617,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,85,E,1,0,E01,0,47,35,0,0,0,0,0,3,0,0,0,0,3,0,0,88,0,3,91,148,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,85,E,2,0,E02,0,88,194,0,0,0,0,0,7,0,0,0,0,7,3,0,299,0,16,315,589,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,86,B,1,0,B,0,38,34,0,0,0,0,0,2,0,0,0,0,4,0,0,78,0,7,85,122,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,87,B,1,0,B,0,53,72,0,0,0,0,0,2,0,0,0,0,2,2,0,131,0,12,143,224,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,88,B,1,0,B,0,73,132,0,0,0,0,0,3,0,0,0,0,7,1,0,216,0,11,227,440,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,88,C,1,0,C01,0,84,140,0,0,0,0,0,4,0,0,0,0,7,2,0,237,0,19,256,439,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,89,B,1,0,B,0,94,169,0,0,0,0,0,7,0,0,0,0,5,6,0,281,0,22,303,488,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,90,B,1,0,B,0,139,176,0,0,0,0,0,14,0,0,0,0,9,2,0,340,0,23,363,607,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,91,B,1,0,B,0,113,206,0,0,0,0,0,14,0,0,0,0,4,5,0,342,0,22,364,682,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,92,B,1,0,B,0,56,105,0,0,0,0,0,6,0,0,0,0,8,0,0,175,0,2,177,266,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,93,B,1,0,B,0,101,133,0,0,0,0,0,11,0,0,0,0,9,2,0,256,1,5,262,434,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,94,B,1,0,B,0,90,246,0,0,0,0,0,6,0,0,0,0,11,2,0,355,0,23,378,739,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,94,C,1,0,C01,0,81,251,0,0,0,0,0,15,0,0,0,0,9,5,0,361,0,20,381,739,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,94,C,2,0,C02,0,99,242,0,0,0,0,0,10,0,0,0,0,7,3,0,361,0,21,382,739,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,94,C,3,0,C03,0,82,252,0,0,0,0,0,4,0,0,0,0,14,3,0,355,0,14,369,738,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,94,C,4,0,C04,0,128,246,0,0,0,0,0,15,0,0,0,0,12,1,0,402,0,19,421,738,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,95,B,1,0,B,0,51,144,0,0,0,0,0,7,0,0,0,0,5,4,0,211,0,9,220,412,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,95,C,1,0,C01,0,59,127,0,0,0,0,0,7,0,0,0,0,12,1,0,206,0,9,215,412,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,96,B,1,0,B,0,96,197,0,0,0,0,0,10,0,0,0,0,10,5,0,318,1,11,330,622,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,96,C,1,0,C01,0,113,203,0,0,0,0,0,12,0,0,0,0,9,4,0,341,0,14,355,622,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,97,B,1,0,B,0,114,183,0,0,0,0,0,13,0,0,0,0,11,2,0,323,0,13,336,578,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,97,C,1,0,C01,0,101,170,0,0,0,0,0,10,0,0,0,0,8,1,0,290,1,8,299,578,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,97,SMR,1,0,SMR01,0,42,46,0,0,0,0,0,3,0,0,0,0,2,1,0,94,0,4,98,0,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,97,SRP,1,0,SRP01,0,0,0,82,5,3,10,5,11,0,143,0,2,6,1,0,268,0,17,285,0,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,98,B,1,0,B,0,112,219,0,0,0,0,0,11,0,0,0,0,13,3,0,358,0,17,375,690,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,98,C,1,0,C01,0,125,223,0,0,0,0,0,21,0,0,0,0,10,2,0,381,0,9,390,690,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,98,C,2,0,C02,0,125,208,0,0,0,0,0,21,0,0,0,0,8,4,0,366,0,13,379,689,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,99,B,1,0,B,0,71,135,0,0,0,0,0,6,0,0,0,0,39,3,0,254,0,17,271,425,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,101,B,1,0,B,0,26,52,0,0,0,0,0,2,0,0,0,0,13,0,0,93,1,4,98,145,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,102,B,1,0,B,0,29,99,0,0,0,0,0,7,0,0,0,0,5,1,0,141,0,0,141,480,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,102,C,1,0,C01,0,42,103,0,0,0,0,0,2,0,0,0,0,10,2,0,159,0,11,170,480,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,103,B,1,0,B,0,124,233,0,0,0,0,0,15,0,0,0,0,31,6,0,409,0,16,425,706,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,105,B,1,0,B,0,48,51,0,0,0,0,0,3,0,0,0,0,5,1,0,108,0,2,110,176,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,107,B,1,0,B,0,77,123,0,0,0,0,0,14,0,0,0,0,11,2,0,227,0,7,234,406,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,108,B,1,0,B,0,118,159,0,0,0,0,0,18,0,0,0,0,10,0,0,305,0,19,324,523,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,108,C,1,0,C01,0,134,143,0,0,0,0,0,25,0,0,0,0,13,2,0,317,0,6,323,523,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,109,B,1,0,B,0,135,149,0,0,0,0,0,17,0,0,0,0,14,3,0,318,0,15,333,545,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,110,B,1,0,B,0,7,83,0,0,0,0,0,1,0,0,0,0,8,1,0,100,0,2,102,185,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,110,E,1,0,E01,0,7,26,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,1,34,53,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,111,B,1,0,B,0,49,86,0,0,0,0,0,10,0,0,0,0,4,4,0,153,0,20,173,297,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,112,B,1,0,B,0,125,138,0,0,0,0,0,6,0,0,0,0,7,0,0,276,0,14,290,485,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,113,B,1,0,B,0,62,116,0,0,0,0,0,7,0,0,0,0,4,0,0,189,0,13,202,316,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,114,B,1,0,B,0,92,99,0,0,0,0,0,15,0,0,0,0,29,0,0,235,0,3,238,424,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,114,C,1,0,C01,0,92,99,0,0,0,0,0,15,0,0,0,0,29,0,0,235,0,3,238,423,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,115,B,1,0,B,0,50,38,0,0,0,0,0,0,0,0,0,0,25,0,0,113,0,2,115,169,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,116,B,1,0,B,0,140,188,0,0,0,0,0,10,0,0,0,0,49,0,0,387,0,15,402,602,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,116,C,1,0,C01,0,142,195,0,0,0,0,0,10,0,0,0,0,45,1,0,393,0,11,404,601,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,117,B,1,0,B,0,80,133,0,0,0,0,0,3,0,0,0,0,5,2,0,223,0,14,237,372,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,117,E,1,0,E01,0,18,41,0,0,0,0,0,2,0,0,0,0,11,2,0,74,0,8,82,113,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,118,B,1,0,B,0,43,102,0,0,0,0,0,8,0,0,0,0,13,4,0,170,0,3,173,293,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,118,E,1,0,E01,0,12,48,0,0,0,0,0,1,0,0,0,0,2,1,0,64,0,5,69,160,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,119,B,1,0,B,0,56,152,0,0,0,0,0,10,0,0,0,0,10,1,0,229,0,12,241,384,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,120,B,1,0,B,0,241,142,0,0,0,0,0,8,0,0,0,0,12,4,0,407,0,16,423,713,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,121,B,1,0,B,0,179,151,0,0,0,0,0,27,0,0,0,0,8,9,4,378,0,11,389,636,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,121,C,1,0,C01,0,163,150,0,0,0,0,0,24,0,0,0,0,10,5,4,356,1,7,364,636,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,122,B,1,0,B,0,56,91,0,0,0,0,0,42,0,0,0,0,12,9,0,210,0,7,217,378,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,122,C,1,0,C01,0,62,105,0,0,0,0,0,32,0,0,0,0,7,2,0,208,0,6,214,377,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,123,B,1,0,B,0,81,106,0,0,0,0,0,30,0,0,0,0,11,9,0,237,1,16,254,415,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,123,C,1,0,C01,0,90,124,0,0,0,0,0,23,0,0,0,0,6,8,0,251,2,5,258,415,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,124,B,1,0,B,0,117,100,0,0,0,0,0,31,0,0,0,0,8,11,0,267,1,14,282,462,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,124,C,1,0,C01,0,145,129,0,0,0,0,0,28,0,0,0,0,10,5,0,317,0,8,325,462,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,125,B,1,0,B,0,179,112,0,0,0,0,0,20,0,0,0,0,11,8,0,330,2,8,340,525,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,126,B,1,0,B,0,127,200,0,0,0,0,0,57,0,0,0,0,10,18,0,412,1,15,428,703,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,127,B,1,0,B,0,89,233,0,0,0,0,0,44,0,0,0,0,12,8,0,386,0,16,402,735,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,128,B,1,0,B,0,66,186,0,0,0,0,0,69,0,0,0,0,10,12,0,343,0,15,358,628,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,129,B,1,0,B,0,55,130,0,0,0,0,0,37,0,0,0,0,15,12,0,249,0,12,261,506,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,129,C,1,0,C01,0,54,151,0,0,0,0,0,43,0,0,0,0,14,6,0,268,0,16,284,505,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,130,B,1,0,B,0,28,98,0,0,0,0,0,12,0,0,0,0,23,5,2,168,0,6,174,406,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,131,B,1,0,B,0,47,139,0,0,0,0,0,31,0,0,0,0,6,3,1,227,0,6,233,486,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,132,B,1,0,B,0,35,88,0,0,0,0,0,28,0,0,0,0,12,4,3,170,0,9,179,358,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,133,B,1,0,B,0,44,107,0,0,0,0,0,19,0,0,0,0,9,6,1,186,0,7,193,360,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,134,B,1,0,B,0,49,105,0,0,0,0,0,9,0,0,0,0,7,0,3,173,1,5,179,317,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,135,B,1,0,B,0,56,165,0,0,0,0,0,27,0,0,0,0,5,10,0,263,0,16,279,517,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,135,C,1,0,C01,0,47,147,0,0,0,0,0,55,0,0,0,0,7,7,0,263,0,19,282,516,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,136,B,1,0,B,0,69,82,0,0,0,0,0,25,0,0,0,0,8,7,0,191,0,9,200,391,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,136,C,1,0,C01,0,65,116,0,0,0,0,0,29,0,0,0,0,6,5,0,221,0,8,229,390,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,137,B,1,0,B,0,107,105,0,0,0,0,0,28,0,0,0,0,6,6,0,252,0,12,264,390,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,137,C,1,0,C01,0,107,126,0,0,0,0,0,27,0,0,0,0,3,5,0,268,1,11,280,389,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,138,B,1,0,B,0,121,161,0,0,0,0,0,41,0,0,0,0,9,13,0,345,0,16,361,596,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,139,B,1,0,B,0,73,174,0,0,0,0,0,41,0,0,0,0,7,11,0,306,0,7,313,520,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,140,B,1,0,B,0,44,155,0,0,0,0,0,20,0,0,0,0,8,10,0,237,0,10,247,472,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,141,B,1,0,B,0,28,138,0,0,0,0,0,27,0,0,0,0,4,6,0,203,1,10,214,400,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,141,C,1,0,C01,0,22,128,0,0,0,0,0,41,0,0,0,0,4,4,0,199,0,11,210,399,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,142,B,1,0,B,0,43,169,0,0,0,0,0,42,0,0,0,0,9,10,0,273,1,12,286,540,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,142,C,1,0,C01,0,59,173,0,0,0,0,0,36,0,0,0,0,7,10,0,285,0,11,296,540,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,143,B,1,0,B,0,57,195,0,0,0,0,0,42,0,0,0,0,7,7,4,312,0,11,323,680,Acta casilla,,,
