CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,ACTAS_CASILLA-MEC,PAN,PRI,PRD,PVEM,PT,MC,MORENA,PES_BC,FXM_BC,PVEM_MORENA_FXM_BC,PVEM_MORENA,PVEM_FXM_BC,MORENA_FXM_BC,CAND_IND1,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
1,2,BAJA CALIFORNIA,2,MEXICALI,2,MEXICALI,455,4,4,587,76,22,114,54,79,555,27,50,0,0,0,0,0,1564,0,62,1626,2664
1,2,BAJA CALIFORNIA,2,MEXICALI,2,MEXICALI,456,3,3,423,56,22,79,32,75,428,26,24,0,0,0,0,0,1165,0,45,1210,2187
1,2,BAJA CALIFORNIA,3,MEXICALI,2,MEXICALI,457,2,2,70,21,6,14,5,16,141,7,7,0,0,0,0,0,287,0,39,326,1177
1,2,BAJA CALIFORNIA,3,MEXICALI,2,MEXICALI,458,1,1,134,18,5,15,12,19,165,5,14,0,0,0,0,0,387,0,14,401,744
1,2,BAJA CALIFORNIA,3,MEXICALI,2,MEXICALI,459,4,4,359,45,14,42,32,52,353,21,29,0,0,0,0,0,947,2,45,994,1612
1,2,BAJA CALIFORNIA,3,MEXICALI,2,MEXICALI,460,2,2,118,23,4,10,10,20,165,6,11,0,0,0,0,0,367,1,15,383,786
1,2,BAJA CALIFORNIA,3,MEXICALI,2,MEXICALI,461,2,2,126,10,5,28,21,25,237,10,20,0,0,0,0,0,482,0,30,512,1013
1,2,BAJA CALIFORNIA,3,MEXICALI,2,MEXICALI,462,1,1,58,14,2,17,15,23,160,12,8,0,0,0,0,0,309,0,23,332,657
1,2,BAJA CALIFORNIA,2,MEXICALI,2,MEXICALI,463,2,2,211,27,8,36,20,34,345,13,18,0,0,0,0,0,712,1,39,752,1488
1,2,BAJA CALIFORNIA,2,MEXICALI,2,MEXICALI,464,2,2,73,9,7,24,15,25,186,8,10,0,0,0,0,0,357,0,25,382,825
1,2,BAJA CALIFORNIA,3,MEXICALI,2,MEXICALI,465,2,2,121,18,7,54,25,30,378,3,17,0,0,0,0,0,653,1,54,708,1472
1,2,BAJA CALIFORNIA,2,MEXICALI,2,MEXICALI,466,2,2,84,13,4,36,19,23,268,8,11,0,0,0,0,0,466,0,36,502,1268
1,2,BAJA CALIFORNIA,2,MEXICALI,2,MEXICALI,467,3,3,207,29,12,45,22,50,363,19,37,0,0,0,0,0,784,0,31,815,1607
1,2,BAJA CALIFORNIA,2,MEXICALI,2,MEXICALI,468,3,3,283,34,20,57,33,60,372,12,23,0,0,0,0,0,894,0,34,928,1595
1,2,BAJA CALIFORNIA,2,MEXICALI,2,MEXICALI,469,10,10,812,94,37,157,121,195,1416,76,83,0,0,0,0,0,2991,5,311,3307,7220
1,2,BAJA CALIFORNIA,2,MEXICALI,2,MEXICALI,470,22,22,3330,272,107,397,197,465,2925,191,182,0,0,0,0,0,8066,5,248,8319,16039
1,2,BAJA CALIFORNIA,2,MEXICALI,2,MEXICALI,471,2,2,226,44,16,44,21,45,297,13,26,0,0,0,0,0,732,0,49,781,1358
1,2,BAJA CALIFORNIA,2,MEXICALI,2,MEXICALI,472,3,3,256,48,10,72,35,45,508,24,28,0,0,0,0,0,1026,0,53,1079,1861
1,2,BAJA CALIFORNIA,2,MEXICALI,2,MEXICALI,473,2,2,87,14,5,39,35,30,285,7,14,0,0,0,0,0,516,2,34,552,1182
1,2,BAJA CALIFORNIA,2,MEXICALI,2,MEXICALI,474,3,3,112,22,13,53,30,51,455,16,15,0,0,0,0,0,767,0,66,833,2054
1,2,BAJA CALIFORNIA,2,MEXICALI,2,MEXICALI,475,2,2,54,9,5,24,19,27,226,8,9,0,0,0,0,0,381,1,18,400,875
1,2,BAJA CALIFORNIA,2,MEXICALI,2,MEXICALI,476,3,3,181,22,17,41,31,62,393,18,17,0,0,0,0,0,782,2,49,833,1543
1,2,BAJA CALIFORNIA,2,MEXICALI,2,MEXICALI,477,2,2,161,19,8,45,22,38,339,5,36,0,0,0,0,0,673,1,44,718,1375
1,2,BAJA CALIFORNIA,2,MEXICALI,2,MEXICALI,478,3,3,187,20,7,46,25,35,421,10,22,0,0,0,0,0,773,0,44,817,1522
1,2,BAJA CALIFORNIA,2,MEXICALI,2,MEXICALI,479,2,2,146,23,7,42,13,36,339,10,9,0,0,0,0,0,625,0,40,665,1288
1,2,BAJA CALIFORNIA,2,MEXICALI,2,MEXICALI,480,5,5,600,66,28,104,59,145,782,30,53,0,0,0,0,0,1867,4,66,1937,3645
1,2,BAJA CALIFORNIA,2,MEXICALI,2,MEXICALI,481,3,3,203,48,13,51,34,63,389,16,16,0,0,0,0,0,833,0,51,884,1547
1,2,BAJA CALIFORNIA,2,MEXICALI,2,MEXICALI,482,3,3,246,36,13,52,28,61,435,20,17,0,0,0,0,0,908,2,55,965,1762
1,2,BAJA CALIFORNIA,2,MEXICALI,2,MEXICALI,483,1,1,96,10,8,25,12,21,149,1,9,0,0,0,0,0,331,0,23,354,665
1,2,BAJA CALIFORNIA,2,MEXICALI,2,MEXICALI,484,2,2,112,10,5,33,24,36,268,8,10,0,0,0,0,0,506,0,33,539,956
1,2,BAJA CALIFORNIA,2,MEXICALI,2,MEXICALI,485,2,2,94,10,7,25,18,25,209,7,6,0,0,0,0,0,401,0,28,429,809
1,2,BAJA CALIFORNIA,2,MEXICALI,2,MEXICALI,486,2,2,159,18,10,30,9,47,302,9,13,0,0,0,0,0,597,0,34,631,1171
1,2,BAJA CALIFORNIA,2,MEXICALI,2,MEXICALI,487,2,2,152,16,2,41,12,30,277,13,12,0,0,0,0,0,555,0,27,582,1011
1,2,BAJA CALIFORNIA,2,MEXICALI,2,MEXICALI,488,16,16,1688,186,52,265,151,362,2468,96,134,0,0,0,0,0,5402,1,199,5602,11450
1,2,BAJA CALIFORNIA,2,MEXICALI,2,MEXICALI,489,2,2,157,28,5,35,12,28,230,23,17,0,0,0,0,0,535,0,9,544,1034
1,2,BAJA CALIFORNIA,2,MEXICALI,2,MEXICALI,490,1,1,93,13,5,30,7,24,171,8,11,0,0,0,0,0,362,0,15,377,744
1,2,BAJA CALIFORNIA,2,MEXICALI,2,MEXICALI,491,2,2,78,11,6,43,20,17,283,4,19,0,0,0,0,0,481,0,39,520,1025
1,2,BAJA CALIFORNIA,2,MEXICALI,2,MEXICALI,492,3,3,200,17,3,52,26,69,397,16,16,0,0,0,0,0,796,0,40,836,1560
1,2,BAJA CALIFORNIA,2,MEXICALI,2,MEXICALI,493,2,2,141,21,9,52,23,45,396,19,23,0,0,0,0,0,729,0,34,763,1499
1,2,BAJA CALIFORNIA,2,MEXICALI,2,MEXICALI,494,2,2,143,13,5,25,23,25,244,8,13,0,0,0,0,0,499,0,36,535,1048
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,495,2,2,117,28,10,58,26,46,373,13,17,0,0,0,0,0,688,1,56,745,1442
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,496,7,7,225,55,20,100,90,111,1018,45,37,0,0,0,0,0,1701,2,101,1804,4268
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,497,2,2,44,13,2,24,18,19,209,5,6,0,0,0,0,0,340,0,37,377,834
1,2,BAJA CALIFORNIA,2,MEXICALI,2,MEXICALI,498,2,2,125,18,5,35,16,23,327,19,16,0,0,0,0,0,584,0,19,603,1495
1,2,BAJA CALIFORNIA,2,MEXICALI,2,MEXICALI,499,2,2,80,9,4,25,19,19,225,7,7,0,0,0,0,0,395,0,33,428,947
1,2,BAJA CALIFORNIA,2,MEXICALI,2,MEXICALI,500,2,2,91,11,4,28,13,52,130,3,10,0,0,0,0,0,342,0,14,356,836
1,2,BAJA CALIFORNIA,2,MEXICALI,2,MEXICALI,502,11,11,838,115,34,248,104,297,2071,60,98,0,0,0,0,0,3865,0,176,4041,8145
1,2,BAJA CALIFORNIA,2,MEXICALI,2,MEXICALI,503,1,1,95,8,2,20,10,25,191,3,7,0,0,0,0,0,361,1,23,385,689
1,2,BAJA CALIFORNIA,2,MEXICALI,2,MEXICALI,504,2,2,50,8,4,28,12,18,270,0,13,0,0,0,0,0,403,0,30,433,856
1,2,BAJA CALIFORNIA,2,MEXICALI,2,MEXICALI,505,1,1,37,1,4,21,4,18,117,1,5,0,0,0,0,0,208,0,8,216,467
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,507,2,2,30,4,3,27,14,17,217,3,11,0,0,0,0,0,326,0,16,342,787
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,508,2,2,29,11,3,19,26,17,236,1,9,0,0,0,0,0,351,0,32,383,806
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,509,2,2,99,12,1,20,20,18,265,5,9,0,0,0,0,0,449,1,28,478,851
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,510,2,2,25,2,3,17,10,16,247,7,5,0,0,0,0,0,332,1,7,340,787
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,511,2,2,32,4,2,18,9,17,295,4,8,0,0,0,0,0,389,0,32,421,865
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,512,2,2,26,4,5,28,13,8,248,5,6,0,0,0,0,0,343,0,32,375,847
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,513,2,2,33,7,0,12,14,12,249,2,5,0,0,0,0,0,334,0,31,365,765
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,514,2,2,39,7,2,18,10,16,262,2,5,0,0,0,0,0,361,1,17,379,839
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,515,2,2,36,5,2,13,9,18,232,5,8,0,0,0,0,0,328,0,14,342,789
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,516,5,5,140,29,8,104,46,56,980,11,25,0,0,0,0,0,1399,1,106,1506,3580
1,2,BAJA CALIFORNIA,4,MEXICALI,2,MEXICALI,517,2,2,77,13,5,18,19,20,236,3,12,0,0,0,0,0,403,0,26,429,1025
1,2,BAJA CALIFORNIA,4,MEXICALI,2,MEXICALI,518,6,6,257,31,24,98,48,76,810,26,49,0,0,0,0,0,1419,1,104,1524,4009
1,2,BAJA CALIFORNIA,4,MEXICALI,2,MEXICALI,519,4,4,175,36,8,57,44,50,622,15,44,0,0,0,0,0,1051,2,76,1129,2979
1,2,BAJA CALIFORNIA,4,MEXICALI,2,MEXICALI,520,5,5,151,39,10,65,44,56,639,17,42,0,0,0,0,0,1063,0,58,1121,3593
1,2,BAJA CALIFORNIA,4,MEXICALI,2,MEXICALI,521,3,3,112,24,7,48,27,35,383,8,16,0,0,0,0,0,660,3,43,706,1710
1,2,BAJA CALIFORNIA,4,MEXICALI,2,MEXICALI,522,9,9,295,52,17,149,72,125,1506,48,61,0,0,0,0,0,2325,2,119,2446,6239
1,2,BAJA CALIFORNIA,4,MEXICALI,2,MEXICALI,523,12,12,437,51,39,179,106,152,1803,60,72,0,0,0,0,0,2899,0,149,3048,8506
1,2,BAJA CALIFORNIA,4,MEXICALI,2,MEXICALI,524,2,2,74,9,8,25,12,18,258,10,5,0,0,0,0,0,419,0,31,450,1092
1,2,BAJA CALIFORNIA,4,MEXICALI,2,MEXICALI,525,2,2,103,13,10,35,15,19,263,7,20,0,0,0,0,0,485,0,38,523,1094
1,2,BAJA CALIFORNIA,4,MEXICALI,2,MEXICALI,526,2,2,78,6,12,28,15,18,234,2,16,0,0,0,0,0,409,0,27,436,1046
1,2,BAJA CALIFORNIA,4,MEXICALI,2,MEXICALI,527,2,2,51,14,3,37,15,17,195,7,5,0,0,0,0,0,344,0,28,372,896
1,2,BAJA CALIFORNIA,4,MEXICALI,2,MEXICALI,528,3,3,102,8,5,39,22,25,383,11,19,0,0,0,0,0,614,0,44,658,1581
1,2,BAJA CALIFORNIA,4,MEXICALI,2,MEXICALI,529,2,2,110,12,4,43,20,22,323,10,13,0,0,0,0,0,557,0,31,588,1363
1,2,BAJA CALIFORNIA,4,MEXICALI,2,MEXICALI,530,2,2,87,9,2,35,11,17,300,10,8,0,0,0,0,0,479,0,44,523,1160
1,2,BAJA CALIFORNIA,4,MEXICALI,2,MEXICALI,531,2,2,78,11,3,29,21,23,258,4,8,0,0,0,0,0,435,0,43,478,1117
1,2,BAJA CALIFORNIA,4,MEXICALI,2,MEXICALI,532,2,2,115,17,7,33,16,28,319,6,15,0,0,0,0,0,556,0,40,596,1323
1,2,BAJA CALIFORNIA,4,MEXICALI,2,MEXICALI,533,2,2,112,18,16,34,22,29,330,10,21,0,0,0,0,0,592,0,53,645,1379
1,2,BAJA CALIFORNIA,4,MEXICALI,2,MEXICALI,534,3,3,161,17,12,41,27,33,367,16,25,0,0,0,0,0,699,0,40,739,1663
1,2,BAJA CALIFORNIA,4,MEXICALI,2,MEXICALI,535,1,1,42,8,1,11,7,11,133,4,9,0,0,0,0,0,226,0,19,245,572
1,2,BAJA CALIFORNIA,4,MEXICALI,2,MEXICALI,536,2,2,62,8,4,19,9,14,227,8,14,0,0,0,0,0,365,0,11,376,816
1,2,BAJA CALIFORNIA,4,MEXICALI,2,MEXICALI,537,2,2,49,16,5,24,8,13,208,4,9,0,0,0,0,0,336,10,18,364,882
1,2,BAJA CALIFORNIA,4,MEXICALI,2,MEXICALI,538,19,19,1547,133,75,392,138,318,2727,131,161,0,0,0,0,0,5622,2,235,5859,13091
1,2,BAJA CALIFORNIA,4,MEXICALI,2,MEXICALI,539,2,2,24,2,3,8,7,7,128,6,3,0,0,0,0,0,188,0,13,201,937
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,540,11,11,217,43,22,160,84,106,1558,35,37,0,0,0,0,0,2262,8,180,2450,7324
1,2,BAJA CALIFORNIA,4,MEXICALI,2,MEXICALI,541,5,5,117,24,13,82,38,40,736,22,17,0,0,0,0,0,1089,0,89,1178,3086
1,2,BAJA CALIFORNIA,4,MEXICALI,2,MEXICALI,542,4,4,125,26,9,60,40,38,662,12,20,0,0,0,0,0,992,0,67,1059,2689
1,2,BAJA CALIFORNIA,4,MEXICALI,2,MEXICALI,543,4,4,114,28,3,60,33,34,583,9,22,0,0,0,0,0,886,0,48,934,2351
1,2,BAJA CALIFORNIA,4,MEXICALI,2,MEXICALI,545,5,5,182,28,9,95,58,58,861,23,37,0,0,0,0,0,1351,0,86,1437,3707
1,2,BAJA CALIFORNIA,4,MEXICALI,2,MEXICALI,546,2,2,45,6,3,27,12,11,226,11,19,0,0,0,0,0,360,0,35,395,906
1,2,BAJA CALIFORNIA,4,MEXICALI,2,MEXICALI,547,3,3,151,22,11,51,29,31,470,10,30,0,0,0,0,0,805,0,70,875,2069
1,2,BAJA CALIFORNIA,2,MEXICALI,2,MEXICALI,548,1,1,38,13,1,9,8,11,115,3,5,0,0,0,0,0,203,0,26,229,500
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,549,3,3,91,22,5,32,24,34,338,4,43,0,0,0,0,0,593,1,32,626,1162
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,550,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1431
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,551,2,2,60,26,3,29,22,42,334,6,6,0,0,0,0,0,528,2,42,572,1219
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,552,3,3,106,27,10,23,35,30,318,9,7,0,0,0,0,0,565,0,41,606,1599
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,553,4,4,63,9,7,22,8,36,253,5,8,0,0,0,0,0,411,1,56,468,2034
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,554,4,4,193,36,18,66,27,49,418,10,25,0,0,0,0,0,842,0,79,921,1651
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,555,4,4,161,38,13,60,25,67,468,10,17,0,0,0,0,0,859,0,71,930,2504
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,556,4,4,160,27,11,51,31,33,583,10,18,0,0,0,0,0,924,3,112,1039,2131
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,557,1,1,24,8,3,12,9,11,104,1,3,0,0,0,0,0,175,1,28,204,459
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,558,4,4,221,27,7,55,202,55,489,12,15,0,0,0,0,0,1083,1,56,1140,2392
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,559,2,2,142,16,7,26,23,25,216,2,7,0,0,0,0,0,464,13,30,507,1223
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,560,2,2,158,21,13,20,24,34,311,4,13,0,0,0,0,0,598,0,37,635,1439
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,561,3,3,164,34,10,47,30,46,324,10,16,0,0,0,0,0,681,2,64,747,1667
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,562,3,3,91,20,10,29,27,10,277,7,14,0,0,0,0,0,485,0,48,533,1996
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,563,2,2,60,19,6,15,25,23,331,3,9,0,0,0,0,0,491,0,40,531,1130
1,2,BAJA CALIFORNIA,2,MEXICALI,2,MEXICALI,564,2,2,124,21,2,19,14,21,215,10,6,0,0,0,0,0,432,0,28,460,1087
1,2,BAJA CALIFORNIA,4,MEXICALI,2,MEXICALI,565,13,13,528,80,37,204,116,163,2057,53,124,0,0,0,0,0,3362,24,206,3592,9326
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,566,4,4,91,27,9,66,31,45,602,13,29,0,0,0,0,0,913,2,74,989,2557
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,567,2,2,58,23,13,34,25,22,339,2,5,0,0,0,0,0,521,0,37,558,1269
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,569,1,1,216,22,2,8,12,12,85,8,6,0,0,0,0,0,371,0,16,387,586
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,570,8,8,776,93,19,139,139,131,1216,52,79,0,0,0,0,0,2644,1,90,2735,5392
1,2,BAJA CALIFORNIA,2,MEXICALI,2,MEXICALI,572,5,5,250,39,13,67,42,75,635,22,38,0,0,0,0,0,1181,0,66,1247,3023
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,573,2,2,59,12,6,18,10,16,115,4,6,0,0,0,0,0,246,0,16,262,1380
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,574,3,3,88,15,4,21,28,40,273,4,5,0,0,0,0,0,478,0,25,503,1593
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,575,4,4,199,34,15,60,63,64,574,8,20,0,0,0,0,0,1037,0,73,1110,2444
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,576,1,1,30,10,2,8,8,16,152,2,6,0,0,0,0,0,234,1,18,253,538
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,577,3,3,105,24,14,50,22,41,441,7,24,0,0,0,0,0,728,0,64,792,1602
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,578,3,3,173,33,9,41,22,47,402,10,16,0,0,0,0,0,753,0,57,810,1775
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,579,3,3,95,27,16,37,33,25,314,7,12,0,0,0,0,0,566,0,59,625,1406
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,580,1,1,31,11,7,18,13,12,130,0,4,0,0,0,0,0,226,0,16,242,573
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,581,2,2,79,15,5,14,26,20,217,3,7,0,0,0,0,0,386,1,44,431,1032
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,582,2,2,99,15,8,13,15,23,289,4,13,0,0,0,0,0,479,3,43,525,1227
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,583,2,2,86,19,5,46,21,45,315,7,11,0,0,0,0,0,555,0,44,599,1221
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,584,2,2,132,25,4,31,17,45,300,11,10,0,0,0,0,0,575,1,33,609,1291
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,585,2,2,110,27,4,21,16,38,245,2,6,0,0,0,0,0,469,0,31,500,940
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,586,2,2,66,19,1,32,12,31,248,5,8,0,0,0,0,0,422,0,37,459,893
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,587,1,1,18,6,0,6,1,4,69,1,0,0,0,0,0,0,105,0,8,113,242
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,588,2,2,91,23,5,21,13,14,276,3,4,0,0,0,0,0,450,0,43,493,1109
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,589,2,2,188,28,2,37,17,40,288,5,8,0,0,0,0,0,613,0,34,647,1218
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,590,4,4,193,38,11,52,37,79,506,13,33,0,0,0,0,0,962,0,71,1033,2315
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,591,2,2,45,11,4,21,5,27,216,4,6,0,0,0,0,0,339,0,44,383,792
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,592,3,3,81,49,4,37,29,40,407,42,7,0,0,0,0,0,696,1,63,760,1595
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,593,2,2,73,14,5,31,30,35,278,9,15,0,0,0,0,0,490,0,26,516,1142
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,594,9,9,201,36,19,113,87,106,1259,17,49,0,0,0,0,0,1887,2,119,2008,6614
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,596,4,4,155,19,8,71,31,49,586,21,40,0,0,0,0,0,980,0,40,1020,2578
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,597,3,3,114,22,5,40,26,25,329,14,15,0,0,0,0,0,590,2,45,637,1543
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,598,2,2,65,13,3,21,23,19,249,3,7,0,0,0,0,0,403,0,29,432,1043
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,599,4,4,92,27,6,34,32,53,633,30,22,0,0,0,0,0,929,0,66,995,2319
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,600,2,2,51,20,5,14,17,48,207,5,3,0,0,0,0,0,370,0,45,415,883
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,601,3,3,117,23,5,34,32,11,364,6,12,0,0,0,0,0,604,0,43,647,1512
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,602,4,4,124,21,4,32,20,25,376,5,11,0,0,0,0,0,618,0,47,665,1522
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,603,4,4,102,34,9,45,41,36,622,10,17,0,0,0,0,0,916,1,100,1017,2234
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,604,2,2,47,19,8,20,12,22,270,4,6,0,0,0,0,0,408,0,18,426,811
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,605,1,1,54,11,1,15,7,12,164,2,8,0,0,0,0,0,274,0,23,297,603
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,606,2,2,57,16,3,26,16,28,286,2,5,0,0,0,0,0,439,0,30,469,999
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,607,2,2,56,9,4,13,4,17,159,6,8,0,0,0,0,0,276,0,26,302,1164
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,608,2,2,110,26,6,43,13,50,364,11,5,0,0,0,0,0,628,1,53,682,1422
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,609,1,1,44,22,6,11,14,13,158,4,3,0,0,0,0,0,275,0,24,299,689
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,610,3,3,68,15,8,36,43,25,374,2,11,0,0,0,0,0,582,0,61,643,1660
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,611,2,2,41,8,0,14,6,17,160,7,6,0,0,0,0,0,259,0,27,286,1281
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,612,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,525
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,613,3,3,146,34,7,67,32,32,510,12,15,0,0,0,0,0,855,1,60,916,2055
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,614,1,1,43,14,4,27,22,39,192,3,8,0,0,0,0,0,352,0,33,385,700
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,615,3,3,66,14,7,47,26,16,463,1,9,0,0,0,0,0,649,0,33,682,1915
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,616,2,2,47,16,4,29,18,12,254,7,17,0,0,0,0,0,404,0,41,445,1007
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,617,2,2,32,21,8,35,28,23,249,3,6,0,0,0,0,0,405,0,34,439,875
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,618,2,2,65,12,7,24,11,22,243,5,5,0,0,0,0,0,394,0,31,425,753
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,619,2,2,38,15,2,20,23,12,161,7,5,0,0,0,0,0,283,0,31,314,762
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,620,3,3,84,17,5,43,29,30,517,8,13,0,0,0,0,0,746,0,63,809,1732
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,621,2,2,129,20,6,43,15,33,440,4,14,0,0,0,0,0,704,1,39,744,1441
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,622,3,3,131,46,14,70,45,54,496,12,28,0,0,0,0,0,896,0,42,938,1876
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,623,2,2,125,37,9,45,22,36,323,8,11,0,0,0,0,0,616,2,50,668,1468
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,624,2,2,31,17,5,53,17,22,343,6,9,0,0,0,0,0,503,0,34,537,1175
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,625,3,3,74,30,9,75,36,28,407,7,11,0,0,0,0,0,677,0,54,731,1660
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,626,3,3,111,24,11,78,76,56,497,9,25,0,0,0,0,0,887,0,44,931,2187
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,627,4,4,79,30,12,88,48,44,637,7,24,0,0,0,0,0,969,0,69,1038,2379
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,628,2,2,76,27,5,63,17,20,463,3,15,0,0,0,0,0,689,1,63,753,1466
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,629,2,2,21,7,3,40,15,7,186,1,7,0,0,0,0,0,287,1,20,308,1176
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,630,2,2,36,7,4,31,4,6,119,2,6,0,0,0,0,0,215,0,19,234,829
1,2,BAJA CALIFORNIA,1,MEXICALI,2,MEXICALI,631,2,2,70,25,5,52,16,17,326,6,12,0,0,0,0,0,529,1,17,547,1038
